Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
ST and SC Development Deptt||ITDA Kuchinda,ITDAKCD-01/2023-24,2023_STSCD_89121_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Improvement of School Campus of Salohi Ashram School,Improvement of School Campus of Salohi Ashram School,As per DTCN ,NA ,,Civil Works - Others,NA ,Tender,90.0,90.0,Salohi Bamra,768222.0,NA ,NA ,NA ,O/o the Project Administrator ITDA Kuchinda,No ,No,"6,000",0.0,Nil,Nil,No,"12,600",Yes,fixed,,Nil,Nil,19-May-2023 09:00 AM,26-May-2023 09:00 AM,19-May-2023 09:00 AM,25-May-2023 06:00 PM,19-May-2023 09:00 AM ,25-May-2023 06:00 PM ,19-May-2023 09:00 AM,25-May-2023 06:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,As per DTCN,Project Administrator ITDA Kuchinda,At/Po-Kuchinda,AOC,1,2146091,BHESAJA KUMAR PATTA,24-May-2023 11:51 PM,Rejected-AOC,Losing of Lottery,06-Jul-2023 11:39 AM,01-Jul-2023,"INR 1,070,380",90.0,HEMASAGAR BHOI,06-Jul-2023 11:38 AM,Workorder11.pdf (540.00 KB),As per Agreement,Collector Sambalpur cum chairman ITDA Kuchinda,Internal,Project Administrator ITDA Kuchinda Executive Engineer RWD Kuchinda,HEMASAGAR BHOI,27-Jun-2023 07:00 PM,techsummary_438514.pdf (8222.61 KB),ST and SC Development Deptt||ITDA Kuchinda,2023_STSCD_89121_11,ITDAKCD-01/2023-24,Improvement of School Campus of Salohi Ashram School,Collector Sambalpur cum chairman ITDA Kuchinda,Internal,Project Administrator ITDA Kuchinda Executive Engineer RWD Kuchinda,HEMASAGAR BHOI,27-Jun-2023 07:32 PM,finsummary_438514.pdf (3230.36 KB),Finance,Tender has been opened successfully.,HEMASAGAR BHOI,26-May-2023 11:46 AM,finance_438514.pdf,BOQ Comparative Chart,1.0,2146087.0,SAMARENDRA PATTA,INR,"1,070,380",AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,As per BOQ,,,AOC,2,2145399,BIKASH KUMAR NAYAK,25-May-2023 02:20 PM,Rejected-AOC,Losing of Lottery,06-Jul-2023 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2145281,Binata Pandey,24-May-2023 10:58 AM,Rejected-AOC,Losing of Lottery,06-Jul-2023 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2146082,CHHABI CHAKRAVORTY,25-May-2023 03:17 PM,Rejected-AOC,Losing of Lottery,06-Jul-2023 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2145306,KUMOD BAGH,24-May-2023 07:20 PM,Rejected-AOC,Losing of Lottery,06-Jul-2023 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2146581,PINTU NAIK,25-May-2023 01:52 PM,Rejected-AOC,Losing of Lottery,06-Jul-2023 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2146116,RAJESH KUMAR PATEL,25-May-2023 12:35 AM,Rejected-AOC,Losing of Lottery,06-Jul-2023 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2146804,ROJASH MAHAKUL,25-May-2023 04:52 PM,Rejected-AOC,Losing of Lottery,06-Jul-2023 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2146087,SAMARENDRA PATTA,25-May-2023 12:06 AM,Accepted-AOC,Lottery Winner,06-Jul-2023 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
