Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
"BDO, Nischintakoili",Internal,"ABDO,AEE,SO,Cashier,JE",Dibya Jyoti Smrutiranjan Deo,13-Jul-2023 12:19 PM,techsummary_433302.pdf (384.88 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||NISCHINTAKOILI Block,2023_PRBNC_87497_6,NKB-01/2022-23,Construction of Sub Centre at Narua under Bandhkatia GP,1.0,2118680.0,Sasmita Sethi,INR,"2,559,956",1,2111449,LAXMIPRIYA SAHOO,19-Apr-2023 01:31 PM,Rejected-AOC,L2,13-Jul-2023 01:48 PM,Finance,The bidder Sri Sasmita Sethi (SC) is found as L1 and is selected for execution of Work.,Bibhu Datta Routray,20-May-2023 12:51 PM,finance_433302.pdf,BOQ Comparative Chart,"BDO, Nischintakoili",Internal,"ABDO, AEE,SO,Cashier, JE",Dibya Jyoti Smrutiranjan Deo,13-Jul-2023 12:22 PM,finsummary_433302.pdf (384.88 KB),13-Jul-2023,"INR 2,559,956",240.0,Dibya Jyoti Smrutiranjan Deo,13-Jul-2023 01:42 PM,AocBandhkatia.pdf (443.00 KB),AOC,"BDO, Nishintakoili",Panchayata Samiti Nischintakoili,"6,000",Nil,Nil,No,"29,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,07-Apr-2023 10:00 AM,24-Apr-2023 11:30 AM,07-Apr-2023 10:00 AM,21-Apr-2023 05:00 PM,07-Apr-2023 10:00 AM ,21-Apr-2023 03:00 PM ,07-Apr-2023 10:00 AM,21-Apr-2023 05:00 PM,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||NISCHINTAKOILI Block,NKB-01/2022-23,2023_PRBNC_87497_6,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Sub Centre at Narua under Bandhkatia GP,Construction of Sub Centre Building,Please refer Tender documents. ,NA ,"28,43,879",Civil Works - Buildings,NA ,Tender,90.0,240.0,Narua,754207.0,NA ,NA ,NA ,Nischintakoili Block,No ,No,1,ICICI BANK,AOC
,,,,,,,,,,,,,,,2,2118680,Sasmita Sethi,21-Apr-2023 02:57 PM,Accepted-AOC,L1 as AC catagory,13-Jul-2023 01:48 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC
