Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"Design, Construction, Testing and Commissioning of 2 nos RCC ESR of capacity 6.00 and 10.00 lakh litre at Phuleswari basti and Khandagiri enclave phase-1 respectively in BBSR","Design, Construction, Testing and Commissioning of 2 nos RCC ESR of capacity 6.00 and 10.00 lakh litre at Phuleswari basti and Khandagiri enclave phase-1 respectively in BBSR",Please refer Tender documents. ,NA ,"3,57,12,000",Civil Works - Water Works,NA ,Tender,120.0,274.0,"Phuleswari basti and Khandagiri ,BBSR",751022.0,NA ,NA ,NA ,Bhubaneswar,No ,No,WATCO Bhubaneswar,WATCO (W)-48(2)/2022-23 Dtd.13.03.2023,2023_WATCO_86907_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits as per DTCN",16-Mar-2023 11:00 AM,31-Mar-2023 12:30 PM,16-Mar-2023 11:00 AM,30-Mar-2023 05:00 PM,NA ,NA ,16-Mar-2023 11:00 AM,30-Mar-2023 05:00 PM,11-Apr-2023 11:00 AM,1.0,ICICI BANK,"3,58,000",Yes,fixed,,Nil,Nil,"11,800",Nil,Nil,No,Chief Executive Officer,"The Chief Executive Officer, WATCO Ground Floor, Unnati Bhawan, Satyanagar, Bhubaneswar-751007, Odisha, India (0674) 2391444",AOC,Technical,Two no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Rajendra Nath Nayak,31-Mar-2023 12:58 PM,,1.0,2107261.0,ADITYA ENGINEERING SERVICES,29-Mar-2023 09:12 PM,Accepted-AOC,Lowest bidder,27-Jul-2023 04:10 PM,Finance,Two no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Rajendra Nath Nayak,11-Apr-2023 11:08 AM,,BOQ Comparative Chart,27-Jul-2023,"INR 37,494,028",274.0,Rajendra Nath Nayak,27-Jul-2023 04:09 PM,aoc.pdf (1527.00 KB),Chief Executive Officer,Internal,,Rajendra Nath Nayak,27-Jul-2023 04:08 PM,finsummary_431097.pdf (594.79 KB),Chief Executive Officer,Internal,,Rajendra Nath Nayak,10-Apr-2023 05:34 PM,11-Apr-2023 11:00 AM,techsummary_431097.pdf (507.94 KB),1.0,2107261.0,ADITYA ENGINEERING SERVICES,INR,"37,494,028",WATCO Bhubaneswar,2023_WATCO_86907_1,WATCO (W)-48(2)/2022-23 Dtd.13.03.2023,"Design, Construction, Testing and Commissioning of 2 nos RCC ESR of capacity 6.00 and 10.00 lakh litre at Phuleswari basti and Khandagiri enclave phase-1 respectively in BBSR",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,AOC,,,,,,2.0,2107297.0,ASHISH MOHANTY,30-Mar-2023 12:50 PM,Rejected-AOC,Not a lowest bidder,27-Jul-2023 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
