S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,Project Administrator ITDA Kuchinda,At/Po-Kuchinda,"14,200",Yes,fixed,,Nil,Nil,"Infrastructure development of ICT Education and smart learning facility centre at Govt SSD High School, Sandhapathar","Infrastructure development of ICT Education and smart learning facility centre at Govt SSD High School, Sandhapathar",As per DTCN ,NA ,,Civil Works - Others,NA ,Tender,90.0,90.0,Sandhapathar Badrama Jamankira,768222.0,NA ,NA ,NA ,O/o the Project Administrator ITDA Kuchinda,No ,No,ST and SC Development Deptt||ITDA Kuchinda,ITDAKCD-01/2023-24,2023_STSCD_89121_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,19-May-2023 09:00 AM,26-May-2023 09:00 AM,19-May-2023 09:00 AM,25-May-2023 06:00 PM,19-May-2023 09:00 AM ,25-May-2023 06:00 PM ,19-May-2023 09:00 AM,25-May-2023 06:00 PM,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,As per DTCN,AOC,Collector Sambalpur cum chairman ITDA Kuchinda,Internal,Project Administrator ITDA Kuchinda Executive Engineer RWD Kuchinda,HEMASAGAR BHOI,27-Jun-2023 07:22 PM,finsummary_438510.pdf (3230.36 KB),Finance,Tender has been opened successfully.,HEMASAGAR BHOI,26-May-2023 11:04 AM,finance_438510.pdf,BOQ Comparative Chart,01-Jul-2023,"INR 1,205,808",90.0,HEMASAGAR BHOI,06-Jul-2023 11:24 AM,Workorder7.pdf (548.00 KB),As per Agreement,1,2146120,AMIT AGRAWAL,25-May-2023 03:57 AM,Rejected-AOC,Losing of Lottery,06-Jul-2023 11:26 AM,ST and SC Development Deptt||ITDA Kuchinda,2023_STSCD_89121_7,ITDAKCD-01/2023-24,"Infrastructure development of ICT Education and smart learning facility centre at Govt SSD High School, Sandhapathar",1.0,2145271.0,Binata Pandey,INR,"1,205,808",Collector Sambalpur cum chairman ITDA Kuchinda,Internal,Project Administrator ITDA Kuchinda Executive Engineer RWD Kuchinda,HEMASAGAR BHOI,27-Jun-2023 06:52 PM,techsummary_438510.pdf (8222.61 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,As per BOQ,AOC,,,,,,,,,,,,,,,,,,,,2,2145271,Binata Pandey,24-May-2023 10:46 AM,Accepted-AOC,Lottery Winner,06-Jul-2023 11:26 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2146078,CHHABI CHAKRAVORTY,25-May-2023 03:11 PM,Rejected-AOC,Losing of Lottery,06-Jul-2023 11:26 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2145221,KUMOD BAGH,24-May-2023 07:08 PM,Rejected-AOC,Losing of Lottery,06-Jul-2023 11:26 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2146797,ROJASH MAHAKUL,25-May-2023 05:08 PM,Rejected-AOC,Losing of Lottery,06-Jul-2023 11:26 AM,,,,,,,,,,,,,,,,AOC
