S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1,ICICI BANK,BDO SALIPUR,PANCHAYATA SAMITI SALIPUR,CONSTRUCTION OF SUB CENTRE AT SIDHO,CONSTRUCTION OF SUB CENTRE BUILDING,Please refer Tender documents. ,NA ,"28,57,724",Civil Works - Buildings,NA ,Tender,90.0,240.0,"SIDHO GP, SALIPUR BLOCK",754202.0,NA ,NA ,NA ,Panchayata Samiti Salipur,No ,No,"6,000",Nil,Nil,No,29-Mar-2023 10:00 AM,17-Apr-2023 11:30 AM,29-Mar-2023 10:00 AM,12-Apr-2023 05:00 PM,29-Mar-2023 10:00 AM ,12-Apr-2023 03:00 PM ,29-Mar-2023 10:00 AM,12-Apr-2023 05:00 PM,"29,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||SALEPUR Block,SLB-02/2022-23,2023_PRBSE_87335_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||SALEPUR Block,2023_PRBSE_87335_1,SLB-02/2022-23,CONSTRUCTION OF SUB CENTRE AT SIDHO,1.0,2112747.0,DUSASANA DAS,INR,"2,657,969","BDO, Salipur",Internal,"AEE, Salipur AO, salipur CP, Salipur AE salipur JE Salipur",Bibhuti Bhusan Nayak,18-Jul-2023 01:27 PM,techsummary_432626.pdf (163.24 KB),"BDO, Salipur",Internal,"AEE, salipur, AO, Salipur, CP Salipur, AE salipur, JE salipur",Bibhuti Bhusan Nayak,20-Jul-2023 01:10 PM,finsummary_432626.pdf (163.24 KB),Finance,After verification of documents all bidders are admitted,Bibhuti Bhusan Nayak,18-Jul-2023 01:12 PM,finance_432626.pdf,BOQ Comparative Chart,20-Jul-2023,"INR 2,657,969",240.0,Suryakanta Rout,20-Jul-2023 02:49 PM,Sidho.pdf (163.00 KB),AOC is awarded to the L1 bidder,1,2112390,DIPAK RANJAN SETHI,11-Apr-2023 05:23 PM,Rejected-Finance,L2 rejected,20-Jul-2023 01:10 PM,AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2112747,DUSASANA DAS,12-Apr-2023 10:15 AM,Accepted-AOC,L1 is accepted,20-Jul-2023 02:49 PM,AOC
