Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Executive Engineer,Internal,"Estimator, DAO, EE",Jay Prakash Soren,30-Oct-2025 04:58 PM,techsummary_548587.pdf (1113.52 KB),30-Oct-2025,"INR 508,416",60.0,Jay Prakash Soren,30-Oct-2025 05:27 PM,AOC19.pdf (247.00 KB),Award of Contract,1,3035260,AJIT SWAIN,13-Aug-2025 09:36 PM,Rejected-AOC,Disqualified in transparent lottery,30-Oct-2025 05:27 PM,1.0,3031058.0,Brajendra Naik,INR,"432,205",Finance,Tender to be opened,Jay Prakash Soren,30-Oct-2025 04:44 PM,finance_548587.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"Estimator, DAO, EE",Jay Prakash Soren,30-Oct-2025 05:12 PM,finsummary_548587.pdf (1113.52 KB),CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,2025_CERWI_116582_1,EERWNGP Online 04 2025 26,SR to Charge office Building with attached Malkhana and Hazat at Dabugam in Dabugam Block for the year 2025 26,AOC,SR to Charge office Building with attached Malkhana and Hazat at Dabugam in Dabugam Block for the year 2025 26,SR to Charge office Building with attached Malkhana and Hazat at Dabugam in Dabugam Block for the year 2025 26,Please refer tender documents ,NA ,"5,08,416",Civil Works - Buildings,NA ,Tender,90.0,60.0,Dabugam,764072.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, NAWARANGPUR",No ,No,"4,000",0.0,Nil,Nil,No,07-Aug-2025 10:30 AM,18-Aug-2025 11:00 AM,07-Aug-2025 10:30 AM,16-Aug-2025 03:00 PM,07-Aug-2025 10:30 AM ,16-Aug-2025 03:00 PM ,07-Aug-2025 10:30 AM,16-Aug-2025 03:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,License PAN Card GSTIN affidavit and as per DTCN,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,EERWNGP Online 04 2025 26,2025_CERWI_116582_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Engineer,"RURAL WORKS DIVISION-I, NAWARANGPUR","5,084",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,2,3034485,AKASH BISSOI,13-Aug-2025 12:35 PM,Rejected-AOC,Disqualified in transparent lottery,30-Oct-2025 05:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3037616,AMLAN JYOTI MADALA,15-Aug-2025 10:40 PM,Rejected-AOC,Disqualified in transparent lottery,30-Oct-2025 05:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3037774,ANITA NAYAK,16-Aug-2025 08:31 AM,Rejected-AOC,Disqualified in transparent lottery,30-Oct-2025 05:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3037734,ANJALI BISWAS,16-Aug-2025 12:13 PM,Rejected-AOC,Disqualified in transparent lottery,30-Oct-2025 05:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3032337,BHAGABAN BEHERA,12-Aug-2025 01:08 PM,Rejected-AOC,Disqualified in transparent lottery,30-Oct-2025 05:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3037034,BIKASH KUMAR AGRAWAL,15-Aug-2025 07:24 PM,Rejected-AOC,Disqualified in transparent lottery,30-Oct-2025 05:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3037670,BIPANNA NANDI,16-Aug-2025 11:29 AM,Rejected-AOC,Disqualified in transparent lottery,30-Oct-2025 05:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3034818,BISWANATH MAJHI,13-Aug-2025 03:31 PM,Rejected-AOC,Disqualified in transparent lottery,30-Oct-2025 05:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3031058,Brajendra Naik,11-Aug-2025 06:28 PM,Accepted-AOC,Award of Contract,30-Oct-2025 05:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
