Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"7,080",0.0,Nil,Nil,No,Execution of Revival work of Mandiadhipa-II R.L. Project under Paikmal Block in Bargarh District,Irrigation work,Please refer Tender documents. ,NA ,"14,20,511",Civil Works - Lift Irrigation Schemes,NA ,Tender,60.0,60.0,Bargarh,768028.0,NA ,NA ,NA ,"O/o the Executive Engineer, L.I. Division, Bargarh",No ,No,1.0,ICICI BANK,17-May-2025 10:00 AM,31-May-2025 11:00 AM,17-May-2025 10:00 AM,30-May-2025 05:00 PM,17-May-2025 10:00 AM ,29-May-2025 05:00 PM ,17-May-2025 10:00 AM,30-May-2025 05:00 PM,"Executive Engineer, L.I. Division, Bargarh","O/o the Executive Engineer, L.I. Division, Bargarh",1.0,Date Extended for participate and other clause Modified,Date,,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, GSTIN, PAN, Registration Certificate, Affidavit, and other as per DTCN",Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Bargarh,EE/OLIC/BGH-01/2025-26,2025_OLIC_113447_44,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"14,205",Yes,percentage,1.0%,Nil,Nil,AOC,13-Oct-2025,"INR 1,207,576",60.0,Surya Narayan Tripathy,13-Oct-2025 01:42 PM,1024ChandraSekharBariha.pdf (226.00 KB),Awarded Bidder,1,2936765,CHANDRASEKHAR BARIHA,29-May-2025 07:45 PM,Accepted-AOC,Awarded Bidder,13-Oct-2025 01:42 PM,S N Tripathy,Internal,"S Rout, R C Beshra",Surya Narayan Tripathy,09-Sep-2025 06:52 PM,techsummary_539605.pdf (470.62 KB),S N Tripathy,Internal,"S Rout, R C Beshra",Surya Narayan Tripathy,15-Sep-2025 04:55 PM,finsummary_539605.pdf (470.63 KB),Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Bargarh,2025_OLIC_113447_44,EE/OLIC/BGH-01/2025-26,Execution of Revival work of Mandiadhipa-II R.L. Project under Paikmal Block in Bargarh District,1.0,2936765.0,CHANDRASEKHAR BARIHA,INR,"1,207,576",Finance,Open Bid,SRIKANTA ROUT,02-Jun-2025 01:20 PM,finance_539605.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2941646,DEBANAND BARIHA,30-May-2025 09:29 AM,Rejected-Technical,Unsuccessful bidder,09-Sep-2025 06:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2933625,JUDHISTIR BARIHA,28-May-2025 10:57 PM,Rejected-Technical,Unsuccessful bidder,09-Sep-2025 06:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2938703,KHARABELA KHAMARI,28-May-2025 07:42 PM,Rejected-Technical,Unsuccessful bidder,09-Sep-2025 06:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2932034,MOHAMMED SALMAN,27-May-2025 06:45 PM,Rejected-Technical,Unsuccessful bidder,09-Sep-2025 06:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2934150,M/S Maa Durga Agancy,30-May-2025 03:20 AM,Rejected-Technical,Unsuccessful bidder,09-Sep-2025 06:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2936855,M/S SAI BALAJI CONSTRUCTION,29-May-2025 07:07 AM,Rejected-Technical,Unsuccessful bidder,09-Sep-2025 06:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2941294,PUSPANJALI PRADHAN,30-May-2025 12:37 PM,Rejected-Technical,Unsuccessful bidder,09-Sep-2025 06:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2942311,RAJAT KUMAR BHOI,30-May-2025 10:49 AM,Rejected-Technical,Unsuccessful bidder,09-Sep-2025 06:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2930677,SESHADEB SAHU,26-May-2025 11:13 AM,Rejected-Technical,Unsuccessful bidder,09-Sep-2025 06:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
