Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"EE LI DIVISION, NAYAGARH","O/O EE LI DIVISION, NAYAGARH","6,000",0.0,Nil,Nil,Yes,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER CALL NOTICE, EMD AND ALL OTHER DOCUMENTS AS PER DTCN",29-Nov-2023 10:00 AM,08-Dec-2023 10:00 AM,29-Nov-2023 10:00 AM,07-Dec-2023 05:00 PM,29-Nov-2023 10:00 AM ,05-Dec-2023 05:00 PM ,29-Nov-2023 10:00 AM,07-Dec-2023 05:00 PM,"24,008",Yes,fixed,,Nil,Nil,INSTALLATION AND ENERGISATION OF BALUGAON-II RL LIP,INSTALLATION AND ENERGISATION OF BALUGAON-II RL LIP,Please refer Tender documents. ,NA ,,Civil Works - Lift Irrigation Schemes,NA ,Rate Contract,90.0,365.0,NAYAGARH BLOCK,752069.0,NA ,NA ,NA ,"EE LI DIVISION, NAYAGARH",No ,No,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Nayagarh",BID ID NO. 04/23-24 Dt.4.11.23,2023_OLIC_97506_30,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1.0,2345995.0,Dillip Ranjan Das,INR,"2,400,794","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Nayagarh",2023_OLIC_97506_30,BID ID NO. 04/23-24 Dt.4.11.23,INSTALLATION AND ENERGISATION OF BALUGAON-II RL LIP,EE LI NAYAGARH,Internal,EE LI NAYAGARH AND OTHERS,GATIKRISHNA MALLICK,04-Mar-2024 04:37 PM,techsummary_476228.pdf (691.09 KB),28-Oct-2025,"INR 2,400,794",90.0,GATIKRISHNA MALLICK,28-Oct-2025 06:32 PM,BALUGAON2.pdf (870.00 KB),Work Completed,EE LI NAYAGARH,Internal,EE LI NAYAGARH AND OTHERS,GATIKRISHNA MALLICK,28-Oct-2025 05:39 PM,finsummary_476228.pdf (870.30 KB),Finance,2 BIDDERS PARTICIPATION,GATIKRISHNA MALLICK,09-Dec-2023 05:14 PM,,BOQ Comparative Chart,1,2345995,Dillip Ranjan Das,06-Dec-2023 12:06 PM,Accepted-AOC,OK,28-Oct-2025 06:32 PM,AOC
,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2343919,SANTOSH KUMAR BASANTIA,07-Dec-2023 08:42 AM,Rejected-Technical,OK,04-Mar-2024 04:37 PM,AOC
