EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"18,685",Yes,percentage,1.0%,Nil,Nil,05-Apr-2025 11:00 AM,16-Apr-2025 11:00 AM,05-Apr-2025 11:00 AM,15-Apr-2025 05:00 PM,NA ,NA ,05-Apr-2025 11:00 AM,15-Apr-2025 05:00 PM,Superintending Engineer,Superintending Engineer RWSS Division Balangir,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender paper cost, EMD, GST, PAN, Contractor Registration Certificate, Experience Certificate etc",Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,BID NO 26 OF 2024 - 25,2025_RWSS_112211_4,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"Supply all materials labour T and P erection testing and commissioning of external power supply of RPWS to village Salepali_Baghala, Chandanbhati under Balangir Block in Balangir District","Supply all materials labour T and P erection testing and commissioning of external power supply of RPWS to village Salepali_Baghala, Chandanbhati under Balangir Block in Balangir District",Please refer DTCN ,NA ,"18,68,462",Electrical Works,Electrical Works ,Tender,90.0,45.0,"Salepai_Baghala, Chandanbhati under Balangir Block",767001.0,NA ,NA ,NA ,O/o Superintending Engineer RWSS Division Balangir,No ,No,"6,000",0.0,Nil,Nil,No,AOC,ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,22-Oct-2025 05:42 PM,finsummary_535383.pdf (1853.27 KB),Finance,BID HAS BEEN OPENED,Khagendra Barik,19-Apr-2025 01:29 PM,finance_535383.pdf,BOQ Comparative Chart,22-Oct-2025,"INR 1,868,462",45.0,Khagendra Barik,22-Oct-2025 05:47 PM,SALEPALI.pdf (1853.00 KB),L1 BIDDER HAS RESPOND,1,2878518,Arihant Electricals and Engineers,11-Apr-2025 09:39 PM,Accepted-AOC,AWARDED AS PER OPWD CODE,22-Oct-2025 05:47 PM,1.0,2878518.0,Arihant Electricals and Engineers,INR,"1,588,380",Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,2025_RWSS_112211_4,BID NO 26 OF 2024 - 25,"Supply all materials labour T and P erection testing and commissioning of external power supply of RPWS to village Salepali_Baghala, Chandanbhati under Balangir Block in Balangir District",ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,22-Oct-2025 05:37 PM,techsummary_535383.pdf (1853.27 KB),AOC
,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2882999,ASHOK CHANDRA PATRA,12-Apr-2025 06:21 PM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,22-Oct-2025 05:42 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2884160,MAA BHUBANESWARI ELECTRICALS,15-Apr-2025 03:04 PM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,22-Oct-2025 05:42 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2884086,MDSG CONSTRUCTION PRIVATE LIMITED,14-Apr-2025 10:04 PM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,22-Oct-2025 05:42 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2884733,M/S K.P. ELECTRICAL AND ENGINEERS,15-Apr-2025 01:36 PM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,22-Oct-2025 05:42 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,2883026,"M/s Ramchandi Construction, Nayagargh",12-Apr-2025 10:17 PM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,22-Oct-2025 05:42 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,2879198,M/S SAMBEET SUPPLIERS,10-Apr-2025 11:26 AM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,22-Oct-2025 05:42 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,2884632,M/S SAROJINEE POWER AND CONSTRUCTION,15-Apr-2025 01:37 PM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,22-Oct-2025 05:42 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,2884459,PABITRA ELECTRICAL WORKSHOP,15-Apr-2025 03:23 PM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,22-Oct-2025 05:42 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,2884687,PNP CONSTRUCTION,15-Apr-2025 01:31 PM,Rejected-Finance,AFTER TRANSPERENT OF LOTTERY,22-Oct-2025 05:42 PM,,,,,,,,,,,,,,,,AOC
