Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,Tender opened,CHANDRAKANTA MAJHI,04-Oct-2025 11:53 AM,finance_543162.pdf,BOQ Comparative Chart,04-Oct-2025,"INR 2,324,523",90.0,CHANDRAKANTA MAJHI,04-Oct-2025 09:01 PM,Work_order_Kerada.pdf (381.00 KB),Letter No 1847 dated 26-09-2025 of PA ITDA Rayagada,1.0,2976400.0,GITANJALI PIDIKA,INR,"2,324,523",ST and SC Development Deptt||ITDA Rayagada,2025_STSCD_114473_17,ITDARGDA 02/2025-26,"Construction of 2 Nos. of Additional Class Room at Govt. (SSD) High School, Kerada",1,2979399,DEVENDRA BISOI,24-Jun-2025 06:47 PM,Rejected-AOC,1st Lowest,04-Oct-2025 09:01 PM,PAITDA,Internal,JE AE PA ITDA Rayagada,CHANDRAKANTA MAJHI,04-Oct-2025 11:59 AM,techsummary_543162.pdf (613.33 KB),PAITDA,Internal,JE AE AEE PA ITDA Rayagada,CHANDRAKANTA MAJHI,04-Oct-2025 08:52 PM,finsummary_543162.pdf (613.33 KB),AOC,1.0,ICICI BANK,"27,400",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of tender paper, EMD, PAN,GSTIN, Affidavit, Regd. Certificate, and other documents as per DTCN.","6,000",0.0,Nil,Nil,No,ST and SC Development Deptt||ITDA Rayagada,ITDARGDA 02/2025-26,2025_STSCD_114473_17,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of 2 Nos. of Additional Class Room at Govt. (SSD) High School, Kerada",Building works,Please refer Tender documents. ,NA ,"27,34,411",Civil Works - Buildings,NA ,Tender,90.0,90.0,Rayagada,765001.0,NA ,NA ,NA ,PA ITDA RAyagada,No ,No,PA ITDA RAyagada,PA ITDA RAyagada,16-Jun-2025 10:00 AM,27-Jun-2025 11:00 AM,16-Jun-2025 10:00 AM,26-Jun-2025 05:00 PM,16-Jun-2025 10:00 AM ,26-Jun-2025 05:00 PM ,16-Jun-2025 10:00 AM,26-Jun-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,2,2976400,GITANJALI PIDIKA,24-Jun-2025 12:06 PM,Accepted-AOC,1st Lowest selected being ST Contractor in transparent lottery system,04-Oct-2025 09:01 PM,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,2980273,GOPAL KHURA,25-Jun-2025 08:44 PM,Rejected-AOC,1st Lowest,04-Oct-2025 09:01 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,2979440,G VINAY KUMAR,24-Jun-2025 07:34 PM,Rejected-AOC,1st Lowest,04-Oct-2025 09:01 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,2979344,JANAKI KHARA,24-Jun-2025 05:52 PM,Rejected-AOC,1st Lowest,04-Oct-2025 09:01 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,2980130,RAJIB PURUSOTTAM,25-Jun-2025 05:17 PM,Rejected-AOC,1st Lowest,04-Oct-2025 09:01 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7,2980006,UMESH KUMAR JENA,25-Jun-2025 02:29 PM,Rejected-AOC,1st Lowest,04-Oct-2025 09:01 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
