Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,"12,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"6,000","1,080",Nil,Nil,No,08-Aug-2025 11:00 AM,21-Aug-2025 12:00 PM,08-Aug-2025 11:00 AM,20-Aug-2025 12:00 PM,NA ,NA ,08-Aug-2025 11:00 AM,20-Aug-2025 12:00 PM,13-Sep-2025 11:00 AM,C and P Head,"OHPC,Corporate office",Odisha Hydro Power Corporation Ltd||Corporate Office Bhubaneswar,04/2025-26,2025_OHPCL_116537_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Repair, Renovation and Interior furnishing of OHPC Qtr.No.3R(S)/9 at OPTCL Colony, Bhubaneswar","Repair, Renovation and Interior furnishing of OHPC Qtr.No.3R(S)/9 at OPTCL Colony, Bhubaneswar",As per clauses in tender document ,NA ,,Miscellaneous Works,NA ,Tender,120.0,90.0,OHPC Corporate office,751022.0,NA ,NA ,NA ,OHPC Corporate office,No ,No,AOC,Technical,15 nos. of bids has been received and are under Technical evaluation.,Shraban Kumar Behera,21-Aug-2025 01:17 PM,technical_548502.pdf,Odisha Hydro Power Corporation Ltd||Corporate Office Bhubaneswar,2025_OHPCL_116537_1,04/2025-26,"Repair, Renovation and Interior furnishing of OHPC Qtr.No.3R(S)/9 at OPTCL Colony, Bhubaneswar",C and P head,Internal,S K Senapati Manager (Ele) S K Behera DM(Civil) and L Mohanty Manager (Fin),Shraban Kumar Behera,06-Oct-2025 11:23 AM,finsummary_548502.pdf (78.71 KB),1.0,3039690.0,SURESH CHANDRA ROUT,INR,"987,317.757",06-Oct-2025,"INR 987,316.757",90.0,Shraban Kumar Behera,06-Oct-2025 11:49 AM,8314.pdf (989.00 KB),1,3033865,BIJAYALAXMI JENA,14-Aug-2025 10:52 PM,Rejected-AOC,14.99 percent less than the estimated cost. Not selected during transparent lottery.,06-Oct-2025 11:49 AM,C and P head,Internal,"S K Senapati Manager Ele., L N Mohanty, Manager Fin., S K Behera, DM Civil",Shraban Kumar Behera,12-Sep-2025 07:26 PM,13-Sep-2025 11:00 AM,techsummary_548502.pdf (148.61 KB),Finance,Financial bids of 13 nos. of technically qualified bidders were opened. the L1 bidders shall be chosen through transparent lottery. Date of lottery shall be intimated soon.,Shraban Kumar Behera,13-Sep-2025 11:38 AM,finance_548502.pdf,BOQ Comparative Chart,AOC
2.0,Finance,.xls,PRICE BID,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3039583,BISWAJIT MOHANTY,18-Aug-2025 08:43 AM,Rejected-AOC,14.99 percent less than the estimated cost. Not selected during transparent lottery.,06-Oct-2025 11:49 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3039133,DIPAK KUMAR SAHOO,17-Aug-2025 02:45 PM,Rejected-AOC,14.99 percent less than the estimated cost. Not selected during transparent lottery.,06-Oct-2025 11:49 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3041059,HARAPRIYA MOHAPATRA,19-Aug-2025 11:57 AM,Rejected-Technical,Not submitted the documents as per tender specification,12-Sep-2025 07:26 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3036363,JAGANNATH MOHAPATRA,14-Aug-2025 10:12 PM,Rejected-AOC,14.99 percent less than the estimated cost. Not selected during transparent lottery.,06-Oct-2025 11:49 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3041050,JITENDRA KUMAR NAYAK,19-Aug-2025 11:57 AM,Rejected-AOC,14.99 percent less than the estimated cost. Not selected during transparent lottery.,06-Oct-2025 11:49 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3041093,MEERA ELECTRICALS,19-Aug-2025 12:26 PM,Rejected-AOC,14.99 percent less than the estimated cost. Not selected during transparent lottery.,06-Oct-2025 11:49 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3041857,M/S AMARENDRA KUMAR OJHA,19-Aug-2025 09:50 PM,Rejected-AOC,14.99 percent less than the estimated cost. Not selected during transparent lottery.,06-Oct-2025 11:49 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3035108,M/S SHREE TECH,18-Aug-2025 06:46 PM,Rejected-AOC,14.99 percent less than the estimated cost. Not selected during transparent lottery.,06-Oct-2025 11:49 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3041949,Rabindra Kumar Sahoo,19-Aug-2025 10:07 PM,Rejected-AOC,14.99 percent less than the estimated cost. Not selected during transparent lottery.,06-Oct-2025 11:49 AM,,,,,,,,,,,,,,AOC
