S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
1.0,CORRIGENDUM,REVOKE,21-Apr-2025 01:44 PM,12333-REVOKE.pdf ,228.39,Technical Opening,Chief Engineer,Internal,"CE, Roads, ACE Roads, AO office of EIC",Rinku Nahak,21-Apr-2025 02:35 PM,21-Apr-2025 02:40 PM,techsummary_502485.pdf (947.54 KB),Finance,CS,Rinku Nahak,19-Oct-2025 11:16 PM,finance_502485.pdf,BOQ Comparative Chart,1,2514836,JAYADEV SAHU,18-Jul-2024 04:38 PM,Accepted-AOC,"Award of contract to Sri Jayadev Sahu, A Class contractor",20-Oct-2025 11:33 AM,20-Oct-2025,"INR 79,522,594.406",362.0,Rinku Nahak,20-Oct-2025 11:33 AM,AOCPANASPADAR.pdf (513.00 KB),"Award of contract to Sri Jayadev Sahu, A Class contractor",1.0,2514836.0,JAYADEV SAHU,INR,"71,172,721.993",Technical,bidders name,Rinku Nahak,21-Apr-2025 02:17 PM,technical_502485.pdf,CE RW I||RWCIRCLE-SUNABEDA,2024_CERWI_103487_3,CCERWCSBD Online - 04/2024-25,Construction of road from Panaspadar to Singaram under MMSY-TRIP in the District of Rayagada for the year 2023-24,"EIC-I, Rural Works",Internal,"CE, Roads, ACE Roads, AO office of EIC",Rinku Nahak,19-Oct-2025 11:22 PM,finsummary_502485.pdf (444.25 KB),AOC,1.0,ICICI BANK,Construction of road from Panaspadar to Singaram under MMSY-TRIP in the District of Rayagada for the year 2023-24,Construction of road from Panaspadar to Singaram under MMSY-TRIP in the District of Rayagada for the year 2023-24,N.A ,NA ,"7,95,23,000",Civil Works - Roads,NA ,Tender,90.0,362.0,RAYAGADA,765001.0,NA ,NA ,NA ,"Chief Construction Engineer, R.W.Circle, Sunabeda",No ,No,"7,96,000",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,04-Jul-2024 11:00 AM,19-Jul-2024 11:00 AM,04-Jul-2024 11:00 AM,18-Jul-2024 05:00 PM,04-Jul-2024 11:00 AM ,16-Jul-2024 02:00 PM ,04-Jul-2024 11:00 AM,18-Jul-2024 05:00 PM,21-Apr-2025 02:40 PM,CE RW I||RWCIRCLE-SUNABEDA,CCERWCSBD Online - 04/2024-25,2024_CERWI_103487_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Chief Engineer,"Rural Works Circle, Sunabeda-1, Near Jagannath Temple, PIN-763001, Dist-Koraput",1.0,Fee/PreQual/Technical,.pdf,"Bid Cost, EMD, RC,PAN, GST, Affidavit regarding correctness, No relation certificate",AOC
,,,,,,,,,,,,,,,,,,,,2,2513952,JAY PRAKASH SHARMA,18-Jul-2024 04:27 PM,Rejected-AOC,REJECT,20-Oct-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Annual Turn over certificate from CA, Similar nature of Work Certificate",AOC
,,,,,,,,,,,,,,,,,,,,3,2514659,MANOJ KUMAR NAYAK,18-Jul-2024 04:01 PM,Rejected-AOC,REJECT,20-Oct-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and other documents as per DTCN,AOC
,,,,,,,,,,,,,,,,,,,,4,2512492,Prafulla Kumar Mohanty,17-Jul-2024 01:44 PM,Rejected-AOC,REJECT,20-Oct-2025 11:33 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,5,2514041,Raghunandan Agrawal,18-Jul-2024 03:43 PM,Rejected-Technical,DISQUALIFIED,21-Apr-2025 02:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,2514676,RAMAKANTA NAIDU NAKA,18-Jul-2024 03:28 PM,Rejected-Technical,DISQUALIFIED,21-Apr-2025 02:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,2514835,TRINATH SAHU,18-Jul-2024 04:51 PM,Rejected-Technical,DISQUALFIED,21-Apr-2025 02:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
