Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
BDO Turekela,Internal,"BDO,AEE,BEO,BFO,SO, CP TUREKELA,JE Turekela Block",PURNANANDA PATEL,30-Jul-2025 03:26 PM,techsummary_545348.pdf (374.80 KB),09-Sep-2025,"INR 1,141,613.682",180.0,PURNANANDA PATEL,18-Oct-2025 04:42 PM,KharliPrimary.pdf (220.00 KB),1,3008954,HARE KRUSHNASABAR,22-Jul-2025 05:12 PM,Rejected-AOC,REJECTED THROUGH LOTTERY PROCESS,18-Oct-2025 04:43 PM,Finance,4 nos of bidders were submitted the bid document for the work Construction of 1 no of Additional Class Room at Kharli Govt.PS. The bid documents were verified by the Tender Committee.,PURNANANDA PATEL,30-Jul-2025 03:23 PM,finance_545348.pdf,BOQ Comparative Chart,1.0,3010759.0,Milind Kumar Agrawal,INR,"1,141,613.682",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balangir||TUREKELA Block,2025_PRBTR_115166_4,01/2025-26/TUREKELA BLOCK,Construction of 1 no of Additional Class Room at Kharli Govt.PS,BDO Turekela,Internal,"BDO,AEE,BEO,BFO,SO, CP TUREKELA,JE Turekela Block",PURNANANDA PATEL,30-Jul-2025 05:21 PM,finsummary_545348.pdf (374.80 KB),AOC,Construction of 1 no of Additional Class Room at Kharli Govt.PS,Construction of 1 no of Additional Class Room at Kharli Govt.PS,"PAN,GSTIN,REGISTRATION CERTIFICATE,AFFIDAVIT REGARDING CORRECTNESS AND OTHER DOCUMENTS AS PER DTCN  ",Please refer tender documents  ,"13,42,917",Civil Works - Buildings,NA ,Tender,90.0,180.0,TUREKELA BLOCK,767060.0,NA ,NA ,NA ,O/O TUREKELA BLOCK,No ,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balangir||TUREKELA Block,01/2025-26/TUREKELA BLOCK,2025_PRBTR_115166_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,08-Jul-2025 10:00 AM,29-Jul-2025 11:00 AM,08-Jul-2025 10:00 AM,25-Jul-2025 05:00 PM,08-Jul-2025 10:00 AM ,24-Jul-2025 05:30 PM ,08-Jul-2025 10:00 AM,25-Jul-2025 05:00 PM,"BDO,TUREKELA","TUREKELA BLOCK,767060",1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN,GSTIN,REGISTRATION CERTIFICATE,AFFIDAVIT REGARDING CORRECTNESS AND OTHER DOCUMENTS AS PER DTCN","6,000",Nil,Nil,No,"13,429",No,fixed,,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,,,,2,3010759,Milind Kumar Agrawal,24-Jul-2025 01:03 PM,Accepted-AOC,LOWEST BIDDER SELECTED THROUGH LOTTERY PROCESS,18-Oct-2025 04:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,3,3002523,RAMESH CHANDRA PRADHAN,17-Jul-2025 04:44 PM,Rejected-AOC,REJECTED THROUGH LOTTERY PROCESS,18-Oct-2025 04:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3006730,SMT. UTKALIKA ROUT,21-Jul-2025 01:42 PM,Rejected-AOC,REJECTED THROUGH LOTTERY PROCESS,18-Oct-2025 04:43 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
