Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
ST and SC Development Deptt||ITDA Rayagada,ITDARGDA 01/2025-26,2025_STSCD_114472_9,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,"2,26,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"cost of tender paper, EMD,PAN,GSTIN, Affidavit, Regd Certificate.",1.0,ICICI BANK,Construction of 100 seated ST Girls Hostel Building at Bankili High School (G plus 2),Building works,Please refer Tender documents. ,NA ,"2,25,97,408",Civil Works - Buildings,NA ,Tender,90.0,330.0,Rayagada,765001.0,NA ,NA ,NA ,PA ITDA RAyagada,No ,No,PA ITDA RAyagada,PA ITDA RAyagada,16-Jun-2025 10:00 AM,27-Jun-2025 11:00 AM,16-Jun-2025 10:00 AM,26-Jun-2025 05:00 PM,16-Jun-2025 10:00 AM ,26-Jun-2025 05:00 PM ,16-Jun-2025 10:00 AM,26-Jun-2025 05:00 PM,08-Jul-2025 10:00 AM,AOC,Technical,Eleven Bids Accepted for Technical Evaluation,RAM CHANDRA TUDU,07-Jul-2025 06:28 PM,technical_543142.pdf,ST and SC Development Deptt||ITDA Rayagada,2025_STSCD_114472_9,ITDARGDA 01/2025-26,Construction of 100 seated ST Girls Hostel Building at Bankili High School (G plus 2),PAITDA,Internal,JE AE AEE and PA ITDA Rayagada,CHANDRAKANTA MAJHI,11-Oct-2025 11:43 AM,finsummary_543142.pdf (1757.48 KB),1.0,2979690.0,DEVENDRA BISOI,INR,"19,210,057",1,2980864,AKASH DASH,26-Jun-2025 04:58 PM,Rejected-AOC,3rd Lowest,11-Oct-2025 11:53 AM,11-Oct-2025,"INR 19,210,057",330.0,CHANDRAKANTA MAJHI,11-Oct-2025 11:52 AM,Work_order_100_seated_ST_Girls_Hostel_Bankili.pdf (775.00 KB),Letter No 1857 dated 26-09-2025 of PA ITDA Rayagada,PAITDA,Internal,JEAEAEEITDARAYAGADA,RAM CHANDRA TUDU,07-Jul-2025 06:48 PM,08-Jul-2025 10:00 AM,techsummary_543142.pdf (610.27 KB),Finance,Tender opened,CHANDRAKANTA MAJHI,11-Oct-2025 11:33 AM,finance_543142.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Documents,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,2980838,Allapa Ganapati Rao,26-Jun-2025 04:37 PM,Rejected-AOC,3rd Lowest,11-Oct-2025 11:53 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2979690,DEVENDRA BISOI,25-Jun-2025 09:48 AM,Accepted-AOC,1st Lowest selected through transparent lottery system,11-Oct-2025 11:53 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2978211,DIPTIMAYEE SAHU,23-Jun-2025 05:25 PM,Rejected-AOC,1st Lowest,11-Oct-2025 11:53 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2979060,KARUNAKAR BEHERA,24-Jun-2025 01:57 PM,Rejected-AOC,2nd Lowest,11-Oct-2025 11:53 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,2979095,MANOJ KUMAR PANIGRAHI,24-Jun-2025 01:40 PM,Rejected-AOC,1st Lowest,11-Oct-2025 11:53 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,2980019,MELAKA MANIKA RAO,25-Jun-2025 02:48 PM,Rejected-AOC,4th Lowest,11-Oct-2025 11:53 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,2975730,pradeep kumar patro,20-Jun-2025 06:36 PM,Rejected-AOC,1st Lowest,11-Oct-2025 11:53 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,2980548,RAYCREST REALCON PRIVATE LIMITED,26-Jun-2025 12:44 PM,Rejected-AOC,1st Lowest,11-Oct-2025 11:53 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,2978583,SANJAY KUMAR CHAUDHURY,26-Jun-2025 12:33 PM,Rejected-AOC,1st Lowest,11-Oct-2025 11:53 AM,,,,,,,,,,,,,,,,,,,,,AOC
