Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Improvement of Haladia Thakurani Mandap Shed along with Cement concrete and vetrified tile flooring of Mandap sorrounding under R and R assistance of Haladia Reservoir of Subarnarekha Irrigation Project,Mandap Shed and Concrete Road,"Tender paper cost, EMD, CRC, Valid GSTIN, PAN, Affidavit, No relation Certificate and others documents as per DTCN ",NA ,"11,02,167",Civil Works - Roads,NA ,Tender,90.0,180.0,"Haladia, Kuliana, Mayurbhanj",757030.0,NA ,NA ,NA ,"O/O the S.E. S.I. Division No.I, Jharpokharia",No ,No,"CE-BM,BSB Basin,Laxmiposi||SE,Subarnarekha Irr.Circle,Laxmiposi||EE,Subarnarekha Irr.Divn-I,Jharapokharia","Bid Identification No. 01/2025-26 of S.E., S.I.D. No.I, Jharpokharia",2025_CEBML_112378_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"S.E., S.I. Division No.I, Jharpokharia","O/O the S.E. S.I. Division No.I, Jharpokharia, At/Po-Sankucha, Via. KM Kota, Mayurbhanj",1.0,1st corrigendum,Other,,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,10-Apr-2025 11:30 AM,21-Apr-2025 11:30 AM,10-Apr-2025 11:30 AM,19-Apr-2025 05:00 PM,10-Apr-2025 11:30 AM ,19-Apr-2025 05:00 PM ,10-Apr-2025 11:30 AM,19-Apr-2025 05:00 PM,"11,022",Yes,fixed,,Nil,Nil,AOC,Er. Suresh Behera,Internal,,Suresh Behera,16-Oct-2025 01:32 PM,finsummary_535911.pdf (549.79 KB),"CE-BM,BSB Basin,Laxmiposi||SE,Subarnarekha Irr.Circle,Laxmiposi||EE,Subarnarekha Irr.Divn-I,Jharapokharia",2025_CEBML_112378_1,"Bid Identification No. 01/2025-26 of S.E., S.I.D. No.I, Jharpokharia",Improvement of Haladia Thakurani Mandap Shed along with Cement concrete and vetrified tile flooring of Mandap sorrounding under R and R assistance of Haladia Reservoir of Subarnarekha Irrigation Project,1.0,2887540.0,PARAMESWAR SENAPATI,INR,"936,951",Finance,The 24 nos of tender documents of 24 nos of bidders have been download sucessfully,Suresh Behera,16-Oct-2025 01:21 PM,finance_535911.pdf,BOQ Comparative Chart,16-Oct-2025,"INR 936,951",180.0,Suresh Behera,16-Oct-2025 01:39 PM,workorder.pdf (537.00 KB),1,2884461,AMRIT KUMAR SINGH,15-Apr-2025 11:57 AM,Rejected-Finance,Not A Lottery Winner,16-Oct-2025 01:32 PM,Er. Suresh Behera,Internal,,Suresh Behera,16-Oct-2025 01:26 PM,techsummary_535911.pdf (1129.96 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2886606,BHAGABAN PALBABU,17-Apr-2025 08:42 PM,Rejected-Finance,Not A Lottery Winner,16-Oct-2025 01:32 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2885164,BIKASH BEHERA,15-Apr-2025 06:01 PM,Rejected-Finance,Not A Lottery Winner,16-Oct-2025 01:32 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2888268,BIRENDRA KUMAR BEHERA,18-Apr-2025 07:17 PM,Rejected-Finance,Not A Lottery Winner,16-Oct-2025 01:32 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2887642,BRAHMANANDA SAHU,18-Apr-2025 06:56 AM,Rejected-Technical,As per Evaluation,16-Oct-2025 01:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2886753,Debanarayan Pusti,16-Apr-2025 11:38 PM,Rejected-Finance,Not A Lottery Winner,16-Oct-2025 01:32 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2888116,GIRISH CHANDRA SETHI,18-Apr-2025 04:53 PM,Rejected-Finance,Not A Lottery Winner,16-Oct-2025 01:32 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2887544,HIMANSU BARIK,17-Apr-2025 06:08 PM,Rejected-Finance,Not A Lottery Winner,16-Oct-2025 01:32 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2882871,MANAS RANJAN DHIR,15-Apr-2025 12:03 PM,Rejected-Finance,Not A Lottery Winner,16-Oct-2025 01:32 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2887580,NARAYAN PRASAD JIT,17-Apr-2025 07:06 PM,Rejected-Finance,Not A Lottery Winner,16-Oct-2025 01:32 PM,,,,,,,AOC
