Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
SriArunkumarjyotrimayaSuperintendingEngineer,Internal,SriAnilKumar1DAOasmemberSriSantoshkumarDasAEE(Estimator)asmemberSriKamalkantaSenapatiAEE(Estimator)asmember,ARUN KUMAR JYOTRIMAYA,16-Sep-2025 11:18 AM,techsummary_550355.pdf (500.91 KB),03-Oct-2025,"INR 720,270",90.0,ARUN KUMAR JYOTRIMAYA,11-Oct-2025 07:40 AM,WOFORPANDIAKATAMIP.pdf (719.00 KB),"The Work is awarded to Sri Sanjit Seth""C'' Class S.C Contractor vide agtt. No 02P1/2025-26.The D.O.C and Completion as dt.3/10/2025 and 2/01/2026 for contract amount Rs.720270/-with GST 12%.",1,3061910,Anusaya Mendili,04-Sep-2025 10:17 PM,Rejected-AOC,Not Winner in the Transparent Lottery,11-Oct-2025 07:41 AM,1.0,3060323.0,Sanjit Seth,INR,"720,270",Finance,Tender Opened,Santosh Kumar Das,12-Sep-2025 06:53 PM,finance_550355.pdf,BOQ Comparative Chart,SriArunkumarjyotrimayaSuperintendingEngineer,Internal,SriAnilKumar1DAOasmemberSriSantoshkumarDasAEE(Estimator)asmemberSriKamalkantaSenapatiAEE(Estimator)asmember,ARUN KUMAR JYOTRIMAYA,16-Sep-2025 01:27 PM,finsummary_550355.pdf (217.92 KB),"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Padampur",2025_CEMIB_117268_2,SNPMI_01_2025_26,Improvement to Pandiakata MIP in Ullunda Block of Subarnapur District,AOC,"8,500",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor RC, Orginal Affidavits, GSTIN, NRC, EMD, PAN, and if any other documents as per DTCN",Improvement to Pandiakata MIP in Ullunda Block of Subarnapur District,Improvement to Pandiakata MIP in Ullunda Block of Subarnapur District under DPIW Scheme for the year 2025-26,As per DTCN ,NA ,"8,47,276",Civil Works - Others,NA ,Tender,90.0,90.0,GP-Panchamahala village-pandiakata,767017.0,NA ,NA ,NA ,"O/o The Superintending Engineer, MI Division, Sone",No ,No,25-Aug-2025 11:00 AM,12-Sep-2025 11:00 AM,25-Aug-2025 11:00 AM,11-Sep-2025 05:00 PM,NA ,NA ,25-Aug-2025 11:00 AM,11-Sep-2025 05:00 PM,1.0,ICICI BANK,"Superintending Engineer, MI Division, Sonepur","O/o The Superintending Engineer, MI Division, Sonepur. In front of Civil Court, Subarnapur, 767017","4,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||Balangir Minor Irrigation Circle Balangir||MI Division Padampur",SNPMI_01_2025_26,2025_CEMIB_117268_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,2,3062139,BRUNDABAN SURUJAL,06-Sep-2025 01:11 PM,Rejected-AOC,Not Winner in the Transparent Lottery,11-Oct-2025 07:41 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3065333,JUBULI MISHRA,09-Sep-2025 01:58 PM,Rejected-AOC,Not Winner in the Transparent Lottery,11-Oct-2025 07:41 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3058277,Namita Mishra,03-Sep-2025 11:02 PM,Rejected-AOC,Not Winner in the Transparent Lottery,11-Oct-2025 07:41 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3068209,NARADA DANDASENA,10-Sep-2025 11:27 AM,Rejected-AOC,Not Winner in the Transparent Lottery,11-Oct-2025 07:41 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3059774,PADMAN KUMAR PANDA,08-Sep-2025 08:24 PM,Rejected-AOC,Not Winner in the Transparent Lottery,11-Oct-2025 07:41 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3068413,PRAMOD KUMAR BEJ,08-Sep-2025 12:02 PM,Rejected-AOC,Not Winner in the Transparent Lottery,11-Oct-2025 07:41 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3060323,Sanjit Seth,08-Sep-2025 10:57 PM,Accepted-AOC,Winner of the Transparent Lottery,11-Oct-2025 07:41 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3075076,Saroj Kumar Panigrahi,10-Sep-2025 09:11 PM,Rejected-AOC,Not Winner in the Transparent Lottery,11-Oct-2025 07:41 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3074720,SHASHI BHUSAN PRAHARAJ,10-Sep-2025 11:56 PM,Rejected-AOC,Not Winner in the Transparent Lottery,11-Oct-2025 07:41 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
