Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
BDO,Internal,,Santosh Baghsingh,18-Oct-2025 11:25 AM,techsummary_535546.pdf (232.39 KB),1,2890330,AKASH BISSOI,21-Apr-2025 02:49 PM,Rejected-AOC,lottery,30-Oct-2025 12:19 PM,30-Oct-2025,"INR 1,180,616",90.0,Sandhya Samarath,30-Oct-2025 12:19 PM,ACRGPSSBNuagam2.pdf (231.00 KB),lottery,1.0,2889848.0,SANTANU KUMAR BEHERA,INR,"1,180,616",Finance,LOTTERY,Santosh Baghsingh,09-Oct-2025 12:47 PM,finance_535546.pdf,BOQ Comparative Chart,BDO,Internal,,Santosh Baghsingh,18-Oct-2025 12:40 PM,finsummary_535546.pdf (232.39 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Koraput||KOTPAD Block,2025_PBKOT_112254_1,KPD/8/2025,CONSTRUCTION OF ADDITIONAL CLASSROOM AT SB NUAGAM PS,AOC,BDO KOTPAD,BDO KOTPAD,"13,900",Yes,fixed,,Nil,Nil,CONSTRUCTION OF ADDITIONAL CLASSROOM AT SB NUAGAM PS,CONSTRUCTION OF ADDITIONAL CLASSROOM AT SB NUAGAM PS,Please refer Tender documents. ,NA ,"13,88,797",Civil Works - Buildings,NA ,Tender,180.0,90.0,SB NUAGAM,764058.0,NA ,NA ,NA ,BDO KOTPAD,No ,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Koraput||KOTPAD Block,KPD/8/2025,2025_PBKOT_112254_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,07-Apr-2025 09:00 AM,22-Apr-2025 09:00 AM,07-Apr-2025 09:00 AM,21-Apr-2025 06:30 PM,NA ,NA ,07-Apr-2025 09:00 AM,21-Apr-2025 06:30 PM,"6,000",Nil,Nil,No,1.0,ICICI BANK,AOC
,,,,,,2,2889239,CHAITAN BISOI,20-Apr-2025 11:17 AM,Rejected-AOC,lottery,30-Oct-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,3,2888565,DINESH PATNAIK,19-Apr-2025 11:35 AM,Rejected-AOC,lottery,30-Oct-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2890289,KIRAN KUMAR PATNAIK,21-Apr-2025 02:30 PM,Rejected-AOC,lottery,30-Oct-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2890116,LAXMI NARAYAN BISSOI,21-Apr-2025 01:23 PM,Rejected-AOC,lottery,30-Oct-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2890052,M/S SANJAYA KUMAR NAIK,21-Apr-2025 12:58 PM,Rejected-AOC,lottery,30-Oct-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2889759,PADMAN BISOI,21-Apr-2025 09:31 AM,Rejected-AOC,lottery,30-Oct-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2889848,SANTANU KUMAR BEHERA,21-Apr-2025 01:37 PM,Accepted-AOC,lottery,30-Oct-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2890455,SUJATA RANI PATNAIK,21-Apr-2025 04:02 PM,Rejected-AOC,lottery,30-Oct-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2889022,SUREN MOHANTY,19-Apr-2025 05:55 PM,Rejected-AOC,lottery,30-Oct-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
