Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||JAJPUR Block,Tender Online 01 JJB of 2025-26,2025_PRJAJ_114823_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"BDO,JAJPUR","PANCHYAT SAMITI,JAJPUR",1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GSTN,AFFIDAVIT,ONLINE TENDER COST,EMD AND OTHER DOCUMENTS AS PER DTCN","30,000",Yes,fixed,,Nil,Nil,CONSTRUCTION OF GPLF-CUM-MARKET COMPLEX BUILDING AT BHUBANESWARPUR GP FOR THE YEAR 2025-26,CONSTRUCTION OF GPLF-CUM-MARKET COMPLEX BUILDING AT BHUBANESWARPUR GP FOR THE YEAR 2025-26,Please refer Tender documents. ,NA ,"22,62,872",Civil Works - Buildings,NA ,Tender,90.0,180.0,JAJPUR,755001.0,NA ,NA ,NA ,"PANCHYAT SAMITI,JAJPUR",No ,No,02-Jul-2025 05:30 PM,15-Jul-2025 11:30 AM,02-Jul-2025 05:30 PM,11-Jul-2025 05:00 PM,02-Jul-2025 05:30 PM ,11-Jul-2025 01:00 PM ,02-Jul-2025 05:30 PM,11-Jul-2025 05:00 PM,"6,000",Nil,Nil,No,AOC,BDO,Internal,"AEE,BFO",Hemanta Kumar Mohanta,28-Oct-2025 03:16 PM,finsummary_544932.pdf (507.18 KB),BDO,Internal,"AEE,BFO",Hemanta Kumar Mohanta,25-Oct-2025 04:06 PM,techsummary_544932.pdf (507.18 KB),28-Oct-2025,"INR 1,923,667.46",180.0,Hemanta Kumar Mohanta,28-Oct-2025 03:19 PM,Qualify.pdf (507.00 KB),AWARD OF CONTRACT,1,2996357,BISWAJIT DASH,11-Jul-2025 02:53 PM,Rejected-AOC,NOT QUALIFY,28-Oct-2025 03:20 PM,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||JAJPUR Block,2025_PRJAJ_114823_13,Tender Online 01 JJB of 2025-26,CONSTRUCTION OF GPLF-CUM-MARKET COMPLEX BUILDING AT BHUBANESWARPUR GP FOR THE YEAR 2025-26,1.0,2996497.0,PRITIRANJAN BISWAL,INR,"1,923,667.46",Finance,6 Nos Bidders Participated,Hemanta Kumar Mohanta,02-Aug-2025 03:07 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2996497,PRITIRANJAN BISWAL,11-Jul-2025 04:36 PM,Accepted-AOC,QUALIFY,28-Oct-2025 03:20 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2996293,RAGHUNATH ENTERPRISE,11-Jul-2025 02:23 PM,Rejected-AOC,NOT QUALIFY,28-Oct-2025 03:20 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2990090,SANTOSH KUMAR SAHOO,05-Jul-2025 12:39 PM,Rejected-AOC,NOT QUALIFY,28-Oct-2025 03:20 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2996355,SATYABRATA SWAIN,11-Jul-2025 02:57 PM,Rejected-AOC,NOT QUALIFY,28-Oct-2025 03:20 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,2996342,SATYAJIT NAYAK,11-Jul-2025 02:46 PM,Rejected-AOC,NOT QUALIFY,28-Oct-2025 03:20 PM,,,,,,,,,,,,,,,,AOC
