Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Puri Irr Division,Puri",EPROCUREMENT TENDER CALL NOTICE PID01 OF 2025-26,2025_CELBB_112841_63,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"SE, Puri Irrigation Division, Puri","O/O THE SUPERINTENDING ENGINEER, PURI IRRIGATION DIVISION, PURI AT, DELTA COLONY, SECHAN VIHAR, SHREE VIHAR, PURI 752003","PID-63, Restoration of Benupada right bank from RD 8.090Km. to 8.600Km. near Amrutpur school to Benupada.",Restoration of Benupada right bank from RD 8.090Km. to 8.600Km. near Amrutpur school to Benupada.,Please refer Tender documents. ,NA ,"31,33,820",Civil Works - Canal,CANAL ,Tender,90.0,180.0,PURI,752003.0,NA ,NA ,NA ,"O/o SE, Puri Irrigation Division, Puri",No ,No,29-Apr-2025 10:30 AM,14-May-2025 11:00 AM,29-Apr-2025 10:30 AM,13-May-2025 05:30 PM,29-Apr-2025 10:30 AM ,13-May-2025 05:30 PM ,29-Apr-2025 10:30 AM,13-May-2025 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDERPAPERCOST,EMD,RC,PAN,ACTIVEGSTIN,NRC,AFFIDAVIT FOR EACHWORK,ANY OTHER DOCUMENT ASPER DTCN",1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"31,400",Yes,fixed,,Nil,Nil,AOC,ER. AMIYA KUMAR SETH,Internal,"Er. Amiya Kumar Seth, SE, Mrs. Shatabdi Choudhury, AEE (Estimator), Sri Manoj Kumar Chudhury, DAO-I, Sri Himansu Sekhar Mandhata, AE (Estimator) in charge",Shatabdi Choudhury,24-Jul-2025 01:54 PM,techsummary_537766.pdf (447.33 KB),ER. AMIYA KUMAR SETH,Internal,"Er. Amiya Kumar Seth, SE, Mrs. Shatabdi Choudhury, AEE (Estimator), Sri Manoj Kumar Chudhury, DAO-I, Sri Himansu Sekhar Mandhata, AE (Estimator) in charge",Shatabdi Choudhury,24-Jul-2025 06:54 PM,finsummary_537766.pdf (447.33 KB),Finance,All the bidders are valid bidders,Shatabdi Choudhury,16-Jul-2025 12:36 PM,finance_537766.pdf,BOQ Comparative Chart,1,2909857,BASANTA BARAL,10-May-2025 02:29 PM,Rejected-Finance,Reject,24-Jul-2025 06:54 PM,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Puri Irr Division,Puri",2025_CELBB_112841_63,EPROCUREMENT TENDER CALL NOTICE PID01 OF 2025-26,"PID-63, Restoration of Benupada right bank from RD 8.090Km. to 8.600Km. near Amrutpur school to Benupada.",1.0,2910456.0,SUBHENDU KHATEI,INR,"3,664,061",30-Jul-2025,"INR 3,133,820",180.0,AMIYA KUMAR SETH,21-Oct-2025 07:53 PM,PID63286P1202526.pdf (621.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2915714,BHAGIRATHI BEHERA,13-May-2025 03:17 PM,Rejected-Finance,Reject,24-Jul-2025 06:54 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2912703,BISWARANJAN RAUTRAY,12-May-2025 11:04 AM,Rejected-Finance,Reject,24-Jul-2025 06:54 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2910074,CHANDAN RAUTARAY,09-May-2025 10:55 AM,Rejected-Finance,Reject,24-Jul-2025 06:54 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2914020,CHANDAN SAHOO,12-May-2025 06:37 PM,Rejected-Finance,Reject,24-Jul-2025 06:54 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,2910675,GANESWAR BEHERA,09-May-2025 07:26 PM,Rejected-Finance,Reject,24-Jul-2025 06:54 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,2914818,KRUSHNA CHANDRA SWAIN,13-May-2025 11:57 AM,Rejected-Finance,Reject,24-Jul-2025 06:54 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,2913574,LIPSA PAIKRAY,12-May-2025 05:03 PM,Rejected-Finance,Reject,24-Jul-2025 06:54 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,2908734,MANAS BHUJABAL,08-May-2025 12:01 PM,Rejected-Finance,Reject,24-Jul-2025 06:54 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,2912495,MANIKANTHA SAHOO,12-May-2025 06:04 PM,Rejected-Finance,Reject,24-Jul-2025 06:54 PM,,,,,,,,,,,,,,,,,AOC
