Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Execution of Reinforcement work of Bheden-II Package R.L. Project under Bheden Block in Bargarh District,Irrigation work,Please refer Tender documents. ,NA ,"8,86,846",Civil Works - Lift Irrigation Schemes,NA ,Tender,60.0,60.0,Bargarh,768028.0,NA ,NA ,NA ,"O/o the Executive Engineer, L.I. Division, Bargarh",No ,No,"4,720",0.0,Nil,Nil,No,Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Bargarh,EE/OLIC/BGH-01/2025-26,2025_OLIC_113447_87,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"8,868",Yes,percentage,1.0%,Nil,Nil,1.0,Date Extended for participate and other clause Modified,Date,,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, GSTIN, PAN, Registration Certificate, Affidavit, and other as per DTCN","Executive Engineer, L.I. Division, Bargarh","O/o the Executive Engineer, L.I. Division, Bargarh",1.0,ICICI BANK,17-May-2025 10:00 AM,31-May-2025 11:00 AM,17-May-2025 10:00 AM,30-May-2025 05:00 PM,17-May-2025 10:00 AM ,29-May-2025 05:00 PM ,17-May-2025 10:00 AM,30-May-2025 05:00 PM,AOC,14-Oct-2025,"INR 753,908",60.0,Surya Narayan Tripathy,14-Oct-2025 11:28 AM,1023MaaDrugaAgency.pdf (320.00 KB),Awarded Bidder,1,2931215,KHARABELA KHAMARI,27-May-2025 05:23 PM,Rejected-Technical,Unsuccessful bidder,10-Sep-2025 06:51 PM,S N Tripathy,Internal,"S Rout, R C Beshra",Surya Narayan Tripathy,10-Sep-2025 06:51 PM,techsummary_539706.pdf (470.63 KB),S N Tripathy,Internal,"S Rout, R C Beshra",Surya Narayan Tripathy,15-Sep-2025 05:58 PM,finsummary_539706.pdf (470.63 KB),Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Bargarh,2025_OLIC_113447_87,EE/OLIC/BGH-01/2025-26,Execution of Reinforcement work of Bheden-II Package R.L. Project under Bheden Block in Bargarh District,1.0,2934481.0,M/S Maa Durga Agancy,INR,"753,908",Finance,Open Bid,SRIKANTA ROUT,11-Jun-2025 04:42 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC,,,,,,,,2,2934481,M/S Maa Durga Agancy,30-May-2025 04:00 AM,Accepted-AOC,Awarded Bidder,14-Oct-2025 11:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2933519,"M/S PVR ENGINEERING WORKS, PROP. PENUMAKA GOPI KRISHNA",27-May-2025 02:22 PM,Rejected-Technical,Unsuccessful bidder,10-Sep-2025 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
