S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
1.0,2936986.0,M/S SAI BALAJI CONSTRUCTION,INR,"1,475,318",Finance,Open Bid,SRIKANTA ROUT,11-Jun-2025 05:57 PM,,BOQ Comparative Chart,S N Tripathy,Internal,"S Rout, R C Beshra",Surya Narayan Tripathy,15-Sep-2025 06:15 PM,finsummary_539720.pdf (470.63 KB),Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Bargarh,2025_OLIC_113447_98,EE/OLIC/BGH-01/2025-26,Execution of Reinforcement work of Gaisilat-III Package R.L. Project under Gaisilat Block in Bargarh District,S N Tripathy,Internal,"S Rout, R C Beshra",Surya Narayan Tripathy,11-Sep-2025 12:32 PM,techsummary_539720.pdf (470.63 KB),1,2940365,BALARAM SAHU,29-May-2025 05:14 PM,Rejected-Technical,Unsuccessful bidder,11-Sep-2025 12:32 PM,10-Oct-2025,"INR 1,475,318",60.0,Surya Narayan Tripathy,10-Oct-2025 01:03 PM,1018SaiBalaji.pdf (813.00 KB),Awarded Bidder,AOC,Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Bargarh,EE/OLIC/BGH-01/2025-26,2025_OLIC_113447_98,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Date Extended for participate and other clause Modified,Date,,17-May-2025 10:00 AM,31-May-2025 11:00 AM,17-May-2025 10:00 AM,30-May-2025 05:00 PM,17-May-2025 10:00 AM ,29-May-2025 05:00 PM ,17-May-2025 10:00 AM,30-May-2025 05:00 PM,"7,080",0.0,Nil,Nil,No,1.0,ICICI BANK,"17,355",Yes,percentage,1.0%,Nil,Nil,Execution of Reinforcement work of Gaisilat-III Package R.L. Project under Gaisilat Block in Bargarh District,Irrigation work,Please refer Tender documents. ,NA ,"17,35,464",Civil Works - Lift Irrigation Schemes,NA ,Tender,60.0,60.0,Bargarh,768028.0,NA ,NA ,NA ,"O/o the Executive Engineer, L.I. Division, Bargarh",No ,No,"Executive Engineer, L.I. Division, Bargarh","O/o the Executive Engineer, L.I. Division, Bargarh",1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, GSTIN, PAN, Registration Certificate, Affidavit, and other as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2935709,KHARABELA KHAMARI,28-May-2025 03:11 PM,Rejected-Technical,Unsuccessful bidder,11-Sep-2025 12:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2940164,LAKSHAPATI MAHANANDA,30-May-2025 01:21 PM,Rejected-Technical,Unsuccessful bidder,11-Sep-2025 12:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2932064,MOHAMMED SALMAN,27-May-2025 06:10 AM,Rejected-Technical,Unsuccessful bidder,11-Sep-2025 12:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2934078,M/S Maa Durga Agancy,30-May-2025 04:43 AM,Rejected-Technical,Unsuccessful bidder,11-Sep-2025 12:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2939051,M/S PRATIBHA CONSTRUCTION,29-May-2025 09:38 AM,Rejected-Technical,Unsuccessful bidder,11-Sep-2025 12:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2936986,M/S SAI BALAJI CONSTRUCTION,29-May-2025 07:37 AM,Accepted-AOC,Awarded Bidder,10-Oct-2025 01:03 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2942742,SEBATEE SAHU,30-May-2025 12:31 PM,Rejected-Technical,Unsuccessful bidder,11-Sep-2025 12:32 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
