Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,Seven bidders are admitted,Rajanikanta Behera,09-Jun-2025 03:46 PM,,BOQ Comparative Chart,24-Oct-2025,"INR 2,989,560",180.0,Rabindra Kumar Pradhan,24-Oct-2025 05:27 PM,AOC_BAZAAR_SAMIA.pdf (333.00 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||BADCHANA Block,2025_PRBCN_113919_37,Tenderonline01 BAD/2025-26/2845/22.05.2025,"Construction of Adarsha Adivasi Gramin bazar at Budhakendua, Raijhar, Samia",1.0,2955888.0,ASIT RANJAN ROUT,INR,"2,541,425",1,2954480,ALOK KUMAR PRUSTY,06-Jun-2025 02:42 PM,Rejected-Finance,Rejected in the transparent lottery,12-Aug-2025 07:56 PM,BDO BADACHANA,Internal,"BFO, AEE, SO, CP,AE/ JE Concerned of Barchana Block",Parthasarathi Panda,12-Aug-2025 07:01 PM,techsummary_541595.pdf (945.70 KB),BDO BADACHANA,Internal,"BFO, AEE, SO, CP,AE/ JE Concerned of Barchana Block",Parthasarathi Panda,12-Aug-2025 07:56 PM,finsummary_541595.pdf (1203.20 KB),AOC,BDO Barchana,PANCHAYAT SAMITI OFFICE BARCHANA,1.0,ICICI BANK,30-May-2025 05:10 PM,09-Jun-2025 11:30 AM,30-May-2025 05:10 PM,09-Jun-2025 11:00 AM,30-May-2025 05:10 PM ,09-Jun-2025 10:00 AM ,30-May-2025 05:10 PM,09-Jun-2025 11:00 AM,"30,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, RC, GSTIN, PAN, NRC and other documents as per DTCN","6,000",Nil,Nil,No,"Construction of Adarsha Adivasi Gramin bazar at Budhakendua, Raijhar, Samia",Building works,Please refer Tender documents. ,NA ,"29,89,560",Civil Works - Buildings,NA ,Tender,90.0,180.0,"Samia GP, Badachana",754296.0,NA ,NA ,NA ,PANCHAYAT SAMITI OFFICE BARCHANA,No ,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||BADCHANA Block,Tenderonline01 BAD/2025-26/2845/22.05.2025,2025_PRBCN_113919_37,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,2,2955888,ASIT RANJAN ROUT,07-Jun-2025 08:47 PM,Accepted-AOC,L1 in the transparent lottery and done agreement submitting all security deposits.,24-Oct-2025 05:27 PM,,,,,,,,,,,,,AOC,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,3,2956239,DIGABIJAY MOHANTY,08-Jun-2025 12:36 PM,Rejected-Finance,Rejected in the transparent lottery,12-Aug-2025 07:56 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,4,2951040,MADHUSMITA ROUT,04-Jun-2025 12:54 PM,Rejected-Finance,Rejected in the transparent lottery,12-Aug-2025 07:56 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,5,2951752,PRADIP KUMAR NAYAK,04-Jun-2025 09:49 PM,Rejected-Finance,Rejected in the transparent lottery,12-Aug-2025 07:56 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,6,2950983,PRASANNA KUMAR ROUT,04-Jun-2025 12:33 PM,Rejected-Finance,Rejected in the transparent lottery,12-Aug-2025 07:56 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,7,2954715,TAPAS RANJAN KADAM,06-Jun-2025 04:44 PM,Rejected-Finance,Rejected in the transparent lottery,12-Aug-2025 07:56 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
