Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
08-Aug-2025 10:00 AM,19-Aug-2025 11:00 AM,08-Aug-2025 10:00 AM,18-Aug-2025 05:00 PM,08-Aug-2025 10:00 AM ,13-Aug-2025 05:00 PM ,08-Aug-2025 10:00 AM,18-Aug-2025 05:00 PM,"S.E, Angul Irr. Divn. Angul","O.O the S.E, Angul Irr. Divn. Angul, At/P.O- Hakimpada, Dist-Angul",Repair and desilting of Lunahandi Distributary and its system of Belpunji Branch Canal of Manjore Irrigation Project.,Repair and desilting of Lunahandi Distributary and its system of Belpunji Branch Canal of Manjore Irrigation Project.,NA ,NA ,,Civil Works - Canal,Canal Works ,Tender,90.0,90.0,Angul,759143.0,NA ,NA ,NA ,"O.O the S.E, Angul Irr. Divn. Angul",No ,No,"4,000",Nil,Nil,Yes,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, GSTIN, PAN, Contractor R.C, Registered under CDMS portal, NRC.","6,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Angul Irrigation Division Angul,SE-AID-5/2025-26,2025_CEBBS_116503_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Superintending Engineer,Internal,"DAO, Estimator",Santoshibala Sahuranta Sahoo,25-Sep-2025 12:30 PM,techsummary_548522.pdf (186.44 KB),Superintending Engineer,Internal,"DAO, Estimator",Santoshibala Sahuranta Sahoo,25-Sep-2025 12:49 PM,finsummary_548522.pdf (433.79 KB),Finance,Bid documents of all the bidders have been downloaded successfully.,Santoshibala Sahuranta Sahoo,22-Aug-2025 04:47 PM,finance_548522.pdf,BOQ Comparative Chart,12-Dec-2025,"INR 507,404",90.0,Samyak Bikash Subudhi,18-Oct-2025 01:30 PM,16WOKamalBhoi.pdf (1315.00 KB),Winner in the transparent lottery system.,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||EE Angul Irrigation Division Angul,2025_CEBBS_116503_16,SE-AID-5/2025-26,Repair and desilting of Lunahandi Distributary and its system of Belpunji Branch Canal of Manjore Irrigation Project.,1.0,3039283.0,Kamal Bhoi,INR,"507,404",1,3039032,Ajit Kumar Acharya,17-Aug-2025 12:43 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 12:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavits, undertakings and any other document as per SBD/DTCN.",,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3038996,Amar Amit Bishi,17-Aug-2025 11:25 AM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 12:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3035019,AMIYARANJAN BEHERAMALI,13-Aug-2025 05:43 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 12:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3031072,ANCHAL AGRAWAL,18-Aug-2025 12:21 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 12:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3034926,ANIL KUMAR BHOI,13-Aug-2025 04:49 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 12:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3038949,ASIT RANJAN PADHI,17-Aug-2025 09:42 AM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 12:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3040118,BIBHUDATTA PRADHAN,18-Aug-2025 02:18 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 12:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3038883,Chadan Maharana,16-Aug-2025 11:26 PM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 12:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3038982,Dhiren Pradhan,17-Aug-2025 11:53 AM,Rejected-Finance,Not won in the transparent lottery system,25-Sep-2025 12:49 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3039283,Kamal Bhoi,17-Aug-2025 06:20 PM,Accepted-AOC,Winner in the transparent lottery system for award of contract.,18-Oct-2025 01:31 PM,AOC
