Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"6,000",0.0,Nil,Nil,No,16-Aug-2025 11:00 AM,01-Sep-2025 11:00 AM,16-Aug-2025 11:00 AM,31-Aug-2025 05:00 PM,NA ,NA ,16-Aug-2025 11:00 AM,31-Aug-2025 05:00 PM,04-Sep-2025 03:00 PM,EXECUTIVE OFFICER,NAC OFFICE CAMPUS,"13,635",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Fee Details, Technical Specification, Licence, Address Proof with ID, Agreement, Undertaking",Boundary Wall,Construction of Mangalpur Crematorium Boundary Wall,Please refer Tender documents. ,NA ,"13,63,507",Civil Works - Others,NA ,Tender,120.0,90.0,Hindol NAC Ward No.13,759022.0,NA ,NA ,NA ,HINDOL NAC OFFICE,No ,No,Municipal Bodies||Hindol NAC,HDL NAC-01/2025-26,2025_ORULB_116937_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1,3047945,ANOJ KUMAR PATTANAIK,26-Aug-2025 11:11 PM,Rejected-Finance,Lottery,12-Sep-2025 12:02 PM,17-Oct-2025,"INR 1,159,117",180.0,Rajiba Lochan Behera,17-Oct-2025 05:27 PM,116937.pdf (469.00 KB),Construction of Mangalpur Crematorium Boundary Wall in Ward No. 13,Finance,Proceeding,Rajiba Lochan Behera,11-Sep-2025 04:41 PM,finance_549365.pdf,BOQ Comparative Chart,EO,Internal,,Rajiba Lochan Behera,04-Sep-2025 02:09 PM,04-Sep-2025 03:00 PM,techsummary_549365.pdf (269.69 KB),EO,Internal,,Rajiba Lochan Behera,12-Sep-2025 12:02 PM,finsummary_549365.pdf (274.42 KB),Municipal Bodies||Hindol NAC,2025_ORULB_116937_1,HDL NAC-01/2025-26,Boundary Wall,Technical,Proceeding,Rajiba Lochan Behera,04-Sep-2025 01:58 PM,technical_549365.pdf,1.0,3057208.0,BIDHUBHUSHAN MISHRA,INR,"1,159,117",AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3044632,BADRI NARAYAN DAS,22-Aug-2025 03:02 PM,Rejected-Finance,Lottery,12-Sep-2025 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3057208,BIDHUBHUSHAN MISHRA,31-Aug-2025 12:33 AM,Accepted-AOC,Lottery,17-Oct-2025 05:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3055509,DILIP KUMAR BEHERA PROP M/S SAI RAM FLY ASH BRICKS,30-Aug-2025 01:27 AM,Rejected-Finance,Lottery,12-Sep-2025 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3054986,JITENDRIYA GOCHHAYAT,29-Aug-2025 05:44 PM,Rejected-Finance,Lottery,12-Sep-2025 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3055093,Krishna Chandra Naik,29-Aug-2025 04:17 PM,Rejected-Finance,Lottery,12-Sep-2025 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3051442,MADAN NAIK (S.C),27-Aug-2025 05:22 PM,Rejected-Finance,Lottery,12-Sep-2025 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3046827,MANOJA KUMAR BISWAL,24-Aug-2025 08:08 PM,Rejected-Finance,Lottery,12-Sep-2025 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3057787,PAPUN BEHERA,31-Aug-2025 04:42 PM,Rejected-Finance,Lottery,12-Sep-2025 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3051548,PRADIP KUMAR NAYAK (SC),27-Aug-2025 09:24 PM,Rejected-Finance,Lottery,12-Sep-2025 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
