EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"70,002",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Repair to Ambabhona-Dunguri road such as Pothole repair in different stretches for the year 2025-26,ROAD WORK (CIVIL),PLEASE REFER THE TENDER DOCUMENTS ,NA ,"70,00,219",Civil Works - Roads,NA ,Tender,90.0,30.0,AMBABHONA,768031.0,NA ,NA ,NA ,O/O THE SUPERINTENDING ENGINEER (R AND B) DIVISION,No ,No,"10,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BARGARH,IFB-SE PWD-09 OF 2025-26,2025_EICCL_117611_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,04-Sep-2025 11:00 AM,16-Sep-2025 11:30 AM,04-Sep-2025 11:00 AM,15-Sep-2025 05:00 PM,04-Sep-2025 11:00 AM ,15-Sep-2025 05:00 PM ,04-Sep-2025 11:00 AM,15-Sep-2025 05:00 PM,22-Sep-2025 09:00 AM,1.0,1ST CORRIGENDUM,Other,,1.0,Fee/PreQual/Technical,.pdf,"Tender Cost, EMD, Bid Declaration Form, GSTIN, PAN, EPF, ESI, Affidavit and other DOC as per DTCN",O/O THE SUPERINTENDING ENGINEER (R AND B) DIVISION,"O/O THE SUPERINTENDING ENGINEER (R AND B) DIVISION BARGARH, AT-NEAR GOVT BUS STAND INFRONT OF WOMENS COLLEGE BARGARH",AOC,31-Oct-2025,"INR 5,950,886",30.0,Arun Kumar Pandey,31-Oct-2025 11:32 AM,AOCAMbabhonadungri.pdf (513.00 KB),1,3080874,AJAYA KUMAR MISHRA,15-Sep-2025 12:41 PM,Rejected-Finance,NOT QUALIFIED FOR TRANSPARENT LOTTERY SYSTEM,31-Oct-2025 11:28 AM,Finance,Total No. of 12 nos bidder accepted for financial evaluation process.,Umesh Chandra Bhoi,22-Sep-2025 11:31 AM,,BOQ Comparative Chart,ARUN KUMAR PANDEY,Internal,1-VINIT KUMAR 2-BASANTA KUMAR DEHURY 3-UMESH CHANDRA BHOI,Arun Kumar Pandey,20-Sep-2025 08:36 PM,22-Sep-2025 09:00 AM,techsummary_551301.pdf (324.17 KB),ARUN KUMAR PANDEY,Internal,1-VINIT KUMAR 2-UMESH CHANDRA BHOI 3-HEIMABATI SA,Arun Kumar Pandey,31-Oct-2025 11:28 AM,finsummary_551301.pdf (512.53 KB),EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BARGARH,2025_EICCL_117611_4,IFB-SE PWD-09 OF 2025-26,Repair to Ambabhona-Dunguri road such as Pothole repair in different stretches for the year 2025-26,Technical,Total No. of 13 nos bidder accepted for technical evaluation process.,Umesh Chandra Bhoi,16-Sep-2025 12:02 PM,,1.0,3070527.0,Balbeer Singh Bains,INR,"5,950,886",AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,AOC,,,,,,,2,3070265,Ashish Kumar Nanda,08-Sep-2025 08:10 PM,Rejected-Technical,Not ful fulfill in minimum qualifying mark in plants and machineries equipment as per DTCN,20-Sep-2025 08:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3080741,ASHOK PANIGRAHI,15-Sep-2025 12:18 PM,Rejected-Finance,NOT QUALIFIED FOR TRANSPARENT LOTTERY SYSTEM,31-Oct-2025 11:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3070527,Balbeer Singh Bains,13-Sep-2025 01:33 AM,Accepted-AOC,WORK AWARDED BY TRANSPARENT LOTTERY SYSTEM,31-Oct-2025 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3078519,BIBHUDATTA JOSHI,14-Sep-2025 06:43 PM,Rejected-AOC,TRANSPARENT LOTTERY SYSTEM,31-Oct-2025 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3078878,BIJAYALAXMI SAHU,14-Sep-2025 11:56 AM,Rejected-AOC,TRANSPARENT LOTTERY SYSTEM,31-Oct-2025 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3077248,GITANJALI PRADHAN,13-Sep-2025 09:19 AM,Rejected-AOC,TRANSPARENT LOTTERY SYSTEM,31-Oct-2025 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3081367,KAMAL LOCHAN NAIK,15-Sep-2025 03:18 PM,Rejected-AOC,TRANSPARENT LOTTERY SYSTEM,31-Oct-2025 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3075990,Mrs. Janhabi Sahu,11-Sep-2025 02:07 PM,Rejected-AOC,TRANSPARENT LOTTERY SYSTEM,31-Oct-2025 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3079959,PIYUSH GUPTA,14-Sep-2025 07:19 PM,Rejected-AOC,TRANSPARENT LOTTERY SYSTEM,31-Oct-2025 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
