Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,000",Nil,Nil,No,1.0,ICICI BANK,"14,700",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,Forest Environment and Climate Change Department||RCCF Rourkela||DFO Keonjhar,FEnCC-DFOT KJR-01_2025-26,2025_DFOKJ_115123_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,08-Jul-2025 10:00 AM,18-Jul-2025 10:00 AM,08-Jul-2025 10:00 AM,17-Jul-2025 05:00 PM,08-Jul-2025 10:00 AM ,17-Jul-2025 05:00 PM ,08-Jul-2025 10:00 AM,17-Jul-2025 05:00 PM,"Construction of Earthen Graded Bund near Balita, Balita KF of Barbil Range","Construction of Earthen Graded Bund near Balita, Balita KF of Barbil Range under OMBADC",Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,120.0,150.0,Balita KF of Barbil Range,758035.0,NA ,NA ,NA ,O/o the Divisional Forest Officer Keonjhar Divisio,No ,No,Divisional Forest Officer,At/Po/Dist- Keonjhar-758001,AOC,29-Sep-2025,"INR 1,471,427",150.0,Dhanraj Hanumant Dhamdhere,03-Oct-2025 03:37 PM,7.pdf (57.00 KB),Work order issue to L1 bidder selected through Lottery,1,3002246,BASANTI JENA,17-Jul-2025 03:48 PM,Rejected-AOC,Not Accepted,03-Oct-2025 03:37 PM,"Dhanraj HD, IFS",Internal,"Jyotirmaya Suar,, Jr Assistant, Narayan Panda, Ic head clark, Ashok Das, ACF, Sudipta Kumar Panda, ACF",Ashok Kumar Das,09-Sep-2025 04:54 PM,techsummary_545128.pdf (499.66 KB),"Dhanraj HD, IFS",Internal,"Jyotirmaya Suar,, Jr Assistant, Narayan Panda, Ic head clark, Ashok Das, ACF, Sudipta Kumar Panda, ACF",Ashok Kumar Das,09-Sep-2025 05:03 PM,finsummary_545128.pdf (187.07 KB),Forest Environment and Climate Change Department||RCCF Rourkela||DFO Keonjhar,2025_DFOKJ_115123_7,FEnCC-DFOT KJR-01_2025-26,"Construction of Earthen Graded Bund near Balita, Balita KF of Barbil Range",1.0,2994530.0,SAGARIKA DAS,INR,"1,471,427",Finance,BOQ chart Comparission,Dhanraj Hanumant Dhamdhere,21-Jul-2025 03:51 PM,finance_545128.pdf,BOQ Comparative Chart,AOC
,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3000587,BIJAY KUMAR SAHOO,17-Jul-2025 12:42 AM,Rejected-Technical,dis-qualify,09-Sep-2025 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2994977,BISHNUPRASAD JENA,10-Jul-2025 08:57 PM,Rejected-AOC,Not Accepted,03-Oct-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2999671,CHAITANYA PANDIT,17-Jul-2025 02:22 PM,Rejected-AOC,Not Accepted,03-Oct-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3002023,CHANDRA SEKHAR MOHANTA,17-Jul-2025 12:30 PM,Rejected-AOC,Not Accepted,03-Oct-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3000883,JIBAN JYOTI BEJ,16-Jul-2025 01:03 PM,Rejected-AOC,Not Accepted,03-Oct-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3002253,MANASI PATTNAIK,17-Jul-2025 01:48 PM,Rejected-AOC,Not Accepted,03-Oct-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2999980,NAMITA JENA,15-Jul-2025 03:28 PM,Rejected-Technical,dis-qualify,09-Sep-2025 04:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2994530,SAGARIKA DAS,11-Jul-2025 12:48 PM,Accepted-AOC,Accepted,03-Oct-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3002307,SAMARJIT PATTNAIK,17-Jul-2025 02:18 PM,Rejected-AOC,Not Accepted,03-Oct-2025 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
