Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"Construction of 4 Nos. of Additional Class Room at Govt. SSD High School, Kailashpur, G.P-Kailashpur, Block-Kolnara",Building works,Please refer Tender documents. ,NA ,"48,18,097",Civil Works - Buildings,NA ,Tender,90.0,90.0,Rayagada,765001.0,NA ,NA ,NA ,PA ITDA RAyagada,No ,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of tender paper, EMD, PAN,GSTIN, Affidavit, Regd. Certificate, and other documents as per DTCN.",1.0,ICICI BANK,"48,200",Yes,fixed,,Nil,Nil,ST and SC Development Deptt||ITDA Rayagada,ITDARGDA 02/2025-26,2025_STSCD_114473_21,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,16-Jun-2025 10:00 AM,27-Jun-2025 11:00 AM,16-Jun-2025 10:00 AM,26-Jun-2025 05:00 PM,16-Jun-2025 10:00 AM ,26-Jun-2025 05:00 PM ,16-Jun-2025 10:00 AM,26-Jun-2025 05:00 PM,PA ITDA RAyagada,PA ITDA RAyagada,AOC,PAITDA,Internal,JE AE AEE and PA ITDA Rayagada,CHANDRAKANTA MAJHI,07-Oct-2025 08:47 PM,finsummary_543166.pdf (780.27 KB),PAITDA,Internal,JE AE AEE and PA ITDA Rayagada,CHANDRAKANTA MAJHI,07-Oct-2025 08:41 PM,techsummary_543166.pdf (780.27 KB),1.0,2979101.0,MELAKA MANIKA RAO,INR,"4,336,769",ST and SC Development Deptt||ITDA Rayagada,2025_STSCD_114473_21,ITDARGDA 02/2025-26,"Construction of 4 Nos. of Additional Class Room at Govt. SSD High School, Kailashpur, G.P-Kailashpur, Block-Kolnara",1,2975750,BRAJAMOHAN HIKAKA,20-Jun-2025 06:37 PM,Rejected-AOC,2nd Lowest,07-Oct-2025 08:57 PM,07-Oct-2025,"INR 4,336,769",90.0,CHANDRAKANTA MAJHI,07-Oct-2025 08:56 PM,Work_order_4_Nos_Addl_Class_Room_at_Kailashpur.pdf (397.00 KB),Letter No 1849 dated 26-09-2025 of PA ITDA Rayagada,Finance,Tender opened,CHANDRAKANTA MAJHI,07-Oct-2025 08:38 PM,finance_543166.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2979101,MELAKA MANIKA RAO,24-Jun-2025 04:56 PM,Accepted-AOC,Selected being a 1st Lowest,07-Oct-2025 08:57 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2979304,SURYA DAS,24-Jun-2025 04:53 PM,Rejected-AOC,3rd Lowest,07-Oct-2025 08:57 PM,,,,,,,,,,,,,,AOC
