Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"E.E., L.I. Division, Balangir","O/O. the E.E., L.I. Division, Balangir","13,230",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"7,080",0.0,Nil,Nil,No,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bolangir,OLIC-BLGR-01/2025-26,2025_OLIC_114438_33,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,17-Jun-2025 11:00 AM,25-Jun-2025 11:00 AM,17-Jun-2025 11:00 AM,24-Jun-2025 05:00 PM,17-Jun-2025 11:00 AM ,23-Jun-2025 05:00 PM ,17-Jun-2025 11:00 AM,24-Jun-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTIN, AFFIDAVIT, EMD, PAPER COST, NO RELATION CERTIFICATE AND OTHER DOCUMENTS AS PER DTCN",Revival of Bharuakani-I defunct L.I.Project under Tureikela Block (State Plan Fund),Revival of Bharuakani-I defunct L.I.Project under Tureikela Block (State Plan Fund),Please refer Tender documents. ,NA ,"13,23,049",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,BALANGIR,767002.0,NA ,NA ,NA ,"O/O. the E.E., L.I. Division, Balangir",No ,No,AOC,1,2976533,ANKIT KUMAR AGRAWAL,21-Jun-2025 04:55 PM,Rejected-Finance,Unsuccess on Lottery System,13-Oct-2025 10:13 AM,13-Oct-2025,"INR 1,323,049",90.0,APARNA MISHRA,13-Oct-2025 10:18 AM,33.pdf (1012.00 KB),Success on Lottery System,EE,Internal,EE and others,APARNA MISHRA,13-Oct-2025 10:07 AM,techsummary_543090.pdf (194.73 KB),EE,Internal,EE and others,APARNA MISHRA,13-Oct-2025 10:13 AM,finsummary_543090.pdf (1012.23 KB),Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bolangir,2025_OLIC_114438_33,OLIC-BLGR-01/2025-26,Revival of Bharuakani-I defunct L.I.Project under Tureikela Block (State Plan Fund),1.0,2977468.0,RAJKUMAR SINGH PATRA,INR,"1,124,724",Finance,5 Nos.,APARNA MISHRA,13-Oct-2025 08:21 AM,finance_543090.pdf,BOQ Comparative Chart,AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,AOC,2,2975963,KAPIL KUMAR JAIN,21-Jun-2025 07:05 PM,Rejected-Finance,Unsuccess on Lottery System,13-Oct-2025 10:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2976365,MS Shree Shyam and Co,23-Jun-2025 12:46 PM,Rejected-Finance,Unsuccess on Lottery System,13-Oct-2025 10:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2977468,RAJKUMAR SINGH PATRA,22-Jun-2025 08:12 PM,Accepted-AOC,Success on Lottery System,13-Oct-2025 10:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2978753,RATHA MEHER,24-Jun-2025 12:01 AM,Rejected-Finance,Unsuccess on Lottery System,13-Oct-2025 10:13 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
