Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Chief General Manager-III,"Vikash Bhawan, Nilakantha nagar, Bhubaneswar",12-Mar-2025 09:00 AM,05-Apr-2025 12:00 PM,12-Mar-2025 09:00 AM,04-Apr-2025 05:00 PM,12-Mar-2025 09:00 AM ,17-Mar-2025 05:00 PM ,12-Mar-2025 09:00 AM,04-Apr-2025 05:00 PM,10-Jun-2025 12:30 PM,1.0,Corrigendum_01,Other,,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,RC GST PAN and other documents as per RFP 1,Orissa Bridge and Construction Corporation Ltd,27/Tender/OBCC/2024-25,2025_OBCC_111563_1,Yes,National Competitive Bid,Lump-sum,Services,2.0,No,No,Online,No,No,No,"3,60,000",No,fixed,,Nil,Nil,Selection of an Agency for preparation of DPR for Development of 6 lane Highway with the provision of 2 lane service roads on either side of Joda to Bamebari to Palaspanga in the district of Keonjhar Odisha,Selection of an Agency for preparation of DPR for Development of 6 lane Highway with the provision of 2 lane service roads on either side of Joda to Bamebari to Palaspanga in the district of Keonjhar Odisha,Please refer Tender documents. ,NA ,,Consultancy Services,NA ,Tender,120.0,180.0,Keonjhar,758034.0,Through video conference ,"Vikash Bhawan, Nilakantha nagar, Bhubaneswar ",18-Mar-2025 12:30 PM ,"Vikash Bhawan, Nilakantha nagar, Bhubaneswar",No ,No,"11,800",0.0,Nil,Nil,No,AOC,Technical,Total 5 nos technical bids received and opened.,Anujna Mohanty,07-Apr-2025 01:00 PM,,1.0,2874224.0,ARKITECHNO Consultants (India) Pvt. Ltd.,04-Apr-2025 03:27 PM,Rejected-Finance,L2 bidder,28-Oct-2025 02:21 PM,Finance,Three nos of financial bids opened.,Anujna Mohanty,10-Jun-2025 01:00 PM,,BOQ Comparative Chart,EIC-cum-Managing Director,Internal,,Anujna Mohanty,28-Oct-2025 02:21 PM,finsummary_532915.pdf (105.09 KB),28-Oct-2025,"INR 6,500,000",180.0,Anujna Mohanty,28-Oct-2025 02:26 PM,Agreement.pdf (863.00 KB),EIC-cum-Managing Director,Internal,,Anujna Mohanty,06-Jun-2025 06:23 PM,10-Jun-2025 12:30 PM,techsummary_532915.pdf (101.81 KB),1.0,2875235.0,M/s. CADD CONSULTING ENGINEERS PRIVATE LIMITED,INR,"6,500,000",Orissa Bridge and Construction Corporation Ltd,2025_OBCC_111563_1,27/Tender/OBCC/2024-25,Selection of an Agency for preparation of DPR for Development of 6 lane Highway with the provision of 2 lane service roads on either side of Joda to Bamebari to Palaspanga in the district of Keonjhar Odisha,AOC
,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Other documents as per RFP 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2.0,2874951.0,mars planning & engineering services pvt ltd,04-Apr-2025 02:03 PM,Rejected-Technical,Not Qualified,06-Jun-2025 06:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per RFP 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,3.0,2875235.0,M/s. CADD CONSULTING ENGINEERS PRIVATE LIMITED,04-Apr-2025 04:37 PM,Accepted-AOC,L1 bidder,28-Oct-2025 02:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per RFP 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,4.0,2875715.0,Newgen Techno Service Engineers (P) LTD,04-Apr-2025 02:15 PM,Rejected-Technical,Not Qualified,06-Jun-2025 06:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per RFP 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,5.0,2874834.0,S.M. Consultants Pvt. Ltd.,04-Apr-2025 04:12 PM,Rejected-Finance,L2 bidder,28-Oct-2025 02:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per RFP 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
