S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Regarding Performance Certificate,Other,,Construction of Dispensary Building and Boundary Wall of Govt Homeopathic Dispensary at Dhodrasimuda in the District of nabarangpur,Construction of Dispensary Building and Boundary Wall of Govt Homeopathic Dispensary at Dhodrasimuda in the District of nabarangpur,NA ,NA ,"58,82,613",Civil Works - Buildings,NA ,Tender,90.0,180.0,Umerkote,764073.0,NA ,NA ,NA ,"O/o the Executive Engineer, RW Division, Umerkote",No ,No,"58,827",Yes,fixed,,Nil,Nil,"Executive Engineer, RW Division, Umerkote","EXECUTIVE ENGINEER, RURAL WORKS DIVISION-II, NAWARANGPUR, UMERKOTE","10,000",0.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,"License, PAN, GST, Caste Certificate, Affidavit, Machinery and other documents as per DTCN",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,Online Tender 06 RWD-UKT 2025-26,2025_CERWI_115907_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,ICICI BANK,23-Jul-2025 11:00 AM,01-Aug-2025 11:00 AM,23-Jul-2025 11:00 AM,31-Jul-2025 05:00 PM,23-Jul-2025 11:00 AM ,30-Jul-2025 01:00 PM ,23-Jul-2025 11:00 AM,31-Jul-2025 05:00 PM,22-Aug-2025 01:45 PM,AOC,1,3018880,dillipmandal,31-Jul-2025 09:26 AM,Rejected-AOC,Disqualified in transparent lottery,17-Oct-2025 05:30 PM,17-Oct-2025,"INR 5,000,809",180.0,Gobinda Chandra Tudu,17-Oct-2025 05:30 PM,Agmt01.pdf (696.00 KB),Agmt value,Finance,all bidders are qualified,Rupabanya Naik,22-Aug-2025 01:54 PM,finance_546951.pdf,BOQ Comparative Chart,Excutive Engineer,Internal,"Executive Engineer, DAO-I, Estimator",Gobinda Chandra Tudu,22-Aug-2025 01:37 PM,22-Aug-2025 01:45 PM,techsummary_546951.pdf (114.82 KB),Executive Engineer,Internal,"Estimator,DAO-I,Executive Engineer",Gobinda Chandra Tudu,17-Oct-2025 05:22 PM,finsummary_546951.pdf (84.05 KB),Technical,All bidders are qualified,Gobinda Chandra Tudu,22-Aug-2025 01:31 PM,technical_546951.pdf,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,2025_CERWI_115907_1,Online Tender 06 RWD-UKT 2025-26,Construction of Dispensary Building and Boundary Wall of Govt Homeopathic Dispensary at Dhodrasimuda in the District of nabarangpur,1.0,3018231.0,SRI KALU CHARAN BISWAL,INR,"5,000,809",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,AOC,2,3018231,SRI KALU CHARAN BISWAL,31-Jul-2025 09:33 AM,Accepted-AOC,Qualified in transparent lottery,17-Oct-2025 05:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
