Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,2 NOS BIDDER,Madhusmita Mohanty,29-Nov-2023 07:45 PM,finance_466010.pdf,BOQ Comparative Chart,SUSHIL CHANDRA SAMANTARAY,Internal,EE ESTIMATOR DAO,Sushil Chandra Samantaray,01-Nov-2023 07:08 PM,04-Nov-2023 11:00 AM,techsummary_466010.pdf (750.40 KB),18-Oct-2025,"INR 23,001,492.98",210.0,Sujit Behera,18-Oct-2025 01:14 PM,TECH.pdf (26.00 KB),AOC,1,2290496,AKASH PANDA,17-Oct-2023 02:43 PM,Rejected-Finance,L2 BIDDER,18-Oct-2025 01:11 PM,1.0,2288571.0,M/S SREEMAA CONSTRUCTION,INR,"23,001,492.98",Sujit Behera,Internal,EE ESTIMATOR DAO,Sujit Behera,18-Oct-2025 01:11 PM,finsummary_466010.pdf (26.18 KB),Technical,2 NOS BIDDER,Mousumee Patel,18-Oct-2023 05:04 PM,technical_466010.pdf,CE RW I||RWCIRCLE-SAMBALPUR,2023_CERWI_95264_12,Road Tender Online RWCSBP-35/2023-24,Improvement to Ravanguda to Daleipali road in the district of Bargarh under Improvement to Existing RD road for the year 2023-24.,AOC,"2,34,374",Yes,percentage,1.0%,Nil,Nil,06-Oct-2023 05:00 PM,18-Oct-2023 10:00 AM,06-Oct-2023 05:00 PM,17-Oct-2023 05:30 PM,06-Oct-2023 05:00 PM ,13-Oct-2023 05:00 PM ,06-Oct-2023 05:00 PM,17-Oct-2023 05:30 PM,04-Nov-2023 11:00 AM,1,ICICI BANK,1,Fee/PreQual/Technical,.pdf,"Online copy of Tender cost, EMD, GSTIN, PAN, RC, Affidavit and other document as per DTCN",CCE RW CIRCLE SAMBALPUR,CCE RW CIRCLE SAMBALPUR,Improvement to Ravanguda to Daleipali road in the district of Bargarh under Improvement to Existing RD road for the year 2023-24.,Improvement to Ravanguda to Daleipali road in the district of Bargarh under Improvement to Existing RD road for the year 2023-24.,Please refer Tender documents. ,NA ,"2,34,37,429",Civil Works - Roads,NA ,Tender,90.0,210.0,Bargarh,768028.0,NA ,NA ,NA ,CCE RW CIRCLE SAMBALPUR,No ,No,CE RW I||RWCIRCLE-SAMBALPUR,Road Tender Online RWCSBP-35/2023-24,2023_CERWI_95264_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,2,2288571,M/S SREEMAA CONSTRUCTION,16-Oct-2023 11:54 AM,Accepted-AOC,AOC,18-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,2,Finance,.xls,BILL OF QUANTITIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
