Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,Seven bidders are qualified and Four bidder is disqualified in financial evaluation,Gobinda Chandra Tudu,27-Oct-2025 01:09 PM,finance_545840.pdf,BOQ Comparative Chart,Excutive Engineer,Internal,"Estimator, DAO-I, Executive Engineer",Rupabanya Naik,22-Sep-2025 01:47 PM,22-Sep-2025 04:00 PM,techsummary_545840.pdf (89.60 KB),27-Oct-2025,"INR 5,501,934",120.0,Gobinda Chandra Tudu,27-Oct-2025 01:25 PM,Agmt02.pdf (729.00 KB),Agmt value,1,3008907,ANAND KUMAR MODI,22-Jul-2025 04:40 PM,Rejected-Technical,Technically Disqualified,22-Sep-2025 01:47 PM,1.0,3008700.0,SANKAR NARAYAN MOHANTY,INR,"5,501,934",Executive Engineer,Internal,"Estimator,DAO-I,Executive Engineer",Gobinda Chandra Tudu,27-Oct-2025 01:18 PM,finsummary_545840.pdf (82.06 KB),Technical,All bidders are accepted for technical evaluation.,Rupabanya Naik,22-Sep-2025 01:29 PM,technical_545840.pdf,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,2025_CERWI_115452_2,Online Tender-05/RWD-UKT/2025-26,Construction of road from PWD Road to IRBN Camp Chandahandi under Special Initiative Programme (SIP) in the District of Nabarangpur for the year 2025-26.,AOC,1.0,Fee/PreQual/Technical,.pdf,"Valid License, Pan, GST, Caste, Experience, Affidavits and Machineries as per DTCN","10,000",0.0,Nil,Nil,No,"64,721",Yes,percentage,1.0%,Nil,Nil,11-Jul-2025 03:00 PM,23-Jul-2025 11:00 AM,11-Jul-2025 03:00 PM,22-Jul-2025 05:00 PM,11-Jul-2025 03:00 PM ,21-Jul-2025 01:00 PM ,11-Jul-2025 03:00 PM,22-Jul-2025 05:00 PM,22-Sep-2025 04:00 PM,1.0,ICICI BANK,"Executive Engineer, R.W. Division, Umerkote","O/o the Executive Engineer, R.W. Division, Nabarangpur-II, Umerkote",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,Online Tender-05/RWD-UKT/2025-26,2025_CERWI_115452_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of road from PWD Road to IRBN Camp Chandahandi under Special Initiative Programme (SIP) in the District of Nabarangpur for the year 2025-26.,Construction of road from PWD Road to IRBN Camp Chandahandi under Special Initiative Programme (SIP) in the District of Nabarangpur for the year 2025-26.,Please refer Tender documents. ,NA ,"64,72,103",Civil Works - Roads,NA ,Tender,90.0,120.0,Umerkote,764073.0,NA ,NA ,NA ,"O/o Executive Engineer, R.W. Division, Umerkote",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,2,3008699,BASUDEV SETHI,22-Jul-2025 03:09 PM,Rejected-Technical,Technically Disqualified,22-Sep-2025 01:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,3008438,dillipmandal,22-Jul-2025 02:01 PM,Rejected-AOC,Disqualified in transparent lottery,27-Oct-2025 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3007197,Geeta Rani Patro,21-Jul-2025 08:20 PM,Rejected-Technical,Technically Disqualified,22-Sep-2025 01:47 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3008716,HANUMAN PRASAD AGRAWAL,22-Jul-2025 03:42 PM,Rejected-AOC,Disqualified in transparent lottery,27-Oct-2025 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3002843,NILAMADHAB NAIK,18-Jul-2025 10:40 AM,Rejected-AOC,Disqualified in transparent lottery,27-Oct-2025 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3008793,RAHUL BOSE,22-Jul-2025 03:33 PM,Rejected-AOC,Disqualified in transparent lottery,27-Oct-2025 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3008257,Samiranjan Ray,22-Jul-2025 01:35 PM,Rejected-AOC,Disqualified in transparent lottery,27-Oct-2025 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3008700,SANKAR NARAYAN MOHANTY,22-Jul-2025 02:37 PM,Accepted-AOC,Qualified in transparent lottery,27-Oct-2025 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3008790,SANTOSH KUMAR MAHANKUDA,22-Jul-2025 03:52 PM,Rejected-AOC,Disqualified in transparent lottery,27-Oct-2025 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
