Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
10-Jul-2024 10:00 AM,13-Aug-2024 11:30 AM,10-Jul-2024 10:00 AM,12-Aug-2024 05:30 PM,NA ,NA ,10-Jul-2024 10:00 AM,12-Aug-2024 05:30 PM,01-May-2025 11:30 AM,Improvement of Parvatipur-Laxmipur road from 12/600 km to 68/800 km in the district of Koraput under State Plan,Improvement of Parvatipur-Laxmipur road from 12/600 km to 68/800 km in the district of Koraput under State Plan,Please refer Tender documents. ,NA ,"40,59,23,647",Civil Works - Roads,NA ,Tender,90.0,730.0,In Koraput Dist,751001.0,NA ,NA ,NA ,"O/o the E.I.C. Civil, Odisha, Bhubaneswar",No ,No,"40,59,000",Yes,fixed,,Nil,Nil,1.0,2nd Corrigendum,Date,,"10,000",0.0,Nil,Nil,No,"Chief Engineer, DPI and Roads, Odisha","Office of the E.I.C. Civil, Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar",EIC-CIVIL,CE-DPI AND R- 01/2024-25,2024_EICCL_103432_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost and EMD, GSTIN, PAN, RC and Affidavit",1.0,ICICI BANK,AOC,CE Roads-I Odisha,Internal,,Pradipta Kumar Nayak,31-Jul-2025 01:15 PM,finsummary_502320.pdf (302.31 KB),EIC-CIVIL,2024_EICCL_103432_8,CE-DPI AND R- 01/2024-25,Improvement of Parvatipur-Laxmipur road from 12/600 km to 68/800 km in the district of Koraput under State Plan,Technical,Opening,Pradipta Kumar Nayak,13-Aug-2024 12:18 PM,,1.0,2516890.0,M/S Saroj Kumar Sharma,INR,"345,075,693",1,2525081,Bhagabati build and constructions Pvt Ltd,12-Aug-2024 04:28 PM,Rejected-AOC,L2 bidder,09-Oct-2025 07:24 PM,10-Sep-2025,"INR 345,075,693",730.0,Pradipta Kumar Nayak,09-Oct-2025 07:24 PM,AgtParvatipur.pdf (317.00 KB),102P1 of 2025-26,Finance,Finance opening,Pradipta Kumar Nayak,01-May-2025 11:35 AM,,BOQ Comparative Chart,EIC Civil Odisha,Internal,,Pradipta Kumar Nayak,28-Apr-2025 07:01 PM,01-May-2025 11:30 AM,techsummary_502320.pdf (323.85 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and work experience,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,2,2514046,MADHURAM CONSTRUCTION CO.,17-Jul-2024 07:16 PM,Rejected-Technical,Disqualified,28-Apr-2025 07:01 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2516890,M/S Saroj Kumar Sharma,25-Jul-2024 12:49 PM,Accepted-AOC,L1 bidder,09-Oct-2025 07:24 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2518523,NANDA INFRA CONSTRUCTION PRIVATE LIMITED,25-Jul-2024 01:33 PM,Rejected-Technical,Disqualified,28-Apr-2025 07:01 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2516945,Shivam Condev Private Limited,25-Jul-2024 11:03 AM,Rejected-Finance,Other than L1 and L2 bidder,31-Jul-2025 01:15 PM,,,,,,,,,,,,,,,,,,,,,AOC
