S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
1.0,3021792.0,SANJAY KUMAR CHAUDHURY,INR,"21,658,106",Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_115875_34,08/OPHWC/2025-26,Constn. of 8 F type Staff Qtrs. at Gunupur Fire Station in Rayagada District,1,3026136,ABHIMANYU NAIK,07-Aug-2025 07:01 PM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,13-Sep-2025 07:23 PM,10-Oct-2025,"INR 21,658,106",300.0,Bikram Keshari Malla,10-Oct-2025 01:27 PM,GUNUPUR_WORK.pdf (542.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 09.10.2025,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,Srikanta Samal,13-Sep-2025 07:23 PM,15-Sep-2025 10:30 AM,techsummary_547101.pdf (237.55 KB),Finance,financial bid opened,Bikram Keshari Malla,15-Sep-2025 11:30 AM,,BOQ Comparative Chart,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,10-Oct-2025 01:22 PM,finsummary_547101.pdf (369.31 KB),Technical,8 Nos. of bidders have been participated,Bikram Keshari Malla,14-Aug-2025 01:06 PM,,AOC,24-Jul-2025 09:00 AM,11-Aug-2025 10:30 AM,24-Jul-2025 09:00 AM,08-Aug-2025 05:00 PM,NA ,NA ,24-Jul-2025 09:00 AM,08-Aug-2025 05:00 PM,15-Sep-2025 10:30 AM,Constn. of 8 F type Staff Qtrs. at Gunupur Fire Station in Rayagada District,Building Work,Please refer Tender documents  ,NA ,"2,40,67,237",Civil Works - Buildings,NA ,Tender,90.0,300.0,Rayagada,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,"11,800",0.0,Nil,Nil,No,Orissa State Police Housing and Welfare Corporation Ltd,08/OPHWC/2025-26,2025_OSPHW_115875_34,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"2,40,700",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,2,3028763,DIBYASUNDAR SAHOO,08-Aug-2025 04:27 PM,Rejected-Technical,Non submission of adequate similar nature of work as per DTCN Cl. No. 11 and 110(k),13-Sep-2025 07:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,3,3027631,DIPTIMAYEE SAHU,08-Aug-2025 01:35 PM,Rejected-Technical,Non submission of adequate similar nature of work during consideration period as per DTCN Cl. No. 11 and 110(k) and adequate valid document to secure qualifying marks in Sch c as per DTCN Cl. 13 and 110(f),13-Sep-2025 07:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,AOC
,,,,,,,,,4,3028773,KANHU CHARAN SAHU,08-Aug-2025 04:51 PM,Rejected-Technical,Non submission of adequate similar nature of work as per DTCN Cl. No. 11 and 110(k),13-Sep-2025 07:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,3025619,Purna Chndra Senapati,06-Aug-2025 01:27 PM,Rejected-Finance,DUE TO L2 BIDDER,10-Oct-2025 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,3027581,Radha Kanta Panda,07-Aug-2025 11:12 PM,Rejected-Technical,non securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m),13-Sep-2025 07:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,3021792,SANJAY KUMAR CHAUDHURY,07-Aug-2025 06:59 PM,Accepted-AOC,QUALIFIED BIDDER,10-Oct-2025 01:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,8,3026154,T. Srinivas Rao,06-Aug-2025 07:22 PM,Rejected-Technical,non securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m),13-Sep-2025 07:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
