Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
"Additional Chief Engineer, P.H. Circle, Cuttack",Internal,,Binaya Kumar Rout,24-May-2023 05:25 PM,25-May-2023 12:30 PM,techsummary_435935.pdf (396.53 KB),1,2139340,LAXMIDHAR BHOL,15-May-2023 05:10 PM,Rejected-AOC,L2,15-Oct-2025 03:59 PM,PHEO||SEPH-CIRCLE-CUTTACK,2023_PHEO_88457_1,ACEPHCTC-01/2023-24 dt.20.04.2023,Construction of MBR and Laying of Clear water Rising main to different Zonal OGRs in Kamakhyanagar NAC Under AMRUT 2.0.,Technical,Opened.,Binaya Kumar Rout,16-May-2023 03:27 PM,technical_435935.pdf,"Additional Chief Engineer, P.H. Circle, Cuttack",Internal,,Manoranjan Jena,15-Oct-2025 03:43 PM,finsummary_435935.pdf (225.48 KB),1.0,2137482.0,NABIN KUMAR AGRAWAL,INR,"37,318,963",15-Oct-2025,"INR 37,318,963",180.0,Manoranjan Jena,15-Oct-2025 03:59 PM,AOCKmnagar.pdf (493.00 KB),Finance,Opened.,Binaya Kumar Rout,29-May-2023 01:54 PM,finance_435935.pdf,BOQ Comparative Chart,AOC,1,ICICI BANK,"10,000",0.0,Nil,Nil,No,Construction of MBR and Laying of Clear water Rising main to different Zonal OGRs in Kamakhyanagar NAC Under AMRUT 2.0.,Construction of MBR and Laying of Clear water Rising main to different Zonal OGRs in Kamakhyanagar NAC Under AMRUT 2.0.,Please refer Tender documents. ,NA ,"4,14,65,000",Civil Works - Water Works,NA ,Tender,120.0,180.0,Kamakhyanagar,753004.0,NA ,NA ,NA ,"o/o Additional Chief Engineer, P.H. Circle, Ctc.",No ,No,28-Apr-2023 11:00 AM,16-May-2023 12:30 PM,28-Apr-2023 11:00 AM,15-May-2023 05:30 PM,28-Apr-2023 11:00 AM ,06-May-2023 05:30 PM ,28-Apr-2023 11:00 AM,15-May-2023 05:30 PM,25-May-2023 12:30 PM,"o/o Additional Chief Engineer, P.H. Circle, Ctc.","o/o Additional Chief Engineer, P.H. Circle, Ctc.",PHEO||SEPH-CIRCLE-CUTTACK,ACEPHCTC-01/2023-24 dt.20.04.2023,2023_PHEO_88457_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,"Regd. Certificate, GST, PAN, EMD, affidavit etc. and other documents as per DTCN.","4,15,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,2,2137482,NABIN KUMAR AGRAWAL,13-May-2023 01:09 PM,Accepted-AOC,L1,15-Oct-2025 03:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Bill of Quantity,,,,,,,AOC
