Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Addl. Chief Engineer, P.H. Circle, Cuttack","o/o Addl. Chief Engineer, P.H. Circle, Cuttack",Construction of Collector Well at Brahmani Headworks in the District of Dhenkanal,Construction of Collector Well at Brahmani Headworks in the District of Dhenkanal,Please refer Tender documents. ,NA ,"6,80,68,000",Civil Works - Water Works,NA ,Tender,120.0,330.0,Dhenkanal,753004.0,NA ,NA ,NA ,"o/o Addl. Chief Engineer, P.H. Circle, Cuttack",No ,No,"6,81,000",Yes,fixed,,Nil,Nil,20-Mar-2025 11:00 AM,05-Apr-2025 12:30 PM,20-Mar-2025 11:00 AM,04-Apr-2025 05:30 PM,20-Mar-2025 11:00 AM ,27-Mar-2025 05:30 PM ,20-Mar-2025 11:00 AM,04-Apr-2025 05:30 PM,17-Apr-2025 03:30 PM,1,ICICI BANK,1,Fee/PreQual/Technical,.pdf,"Regd. Certificate, PAN, GST, Affidavits and other documents as per DTCN.","10,000",0.0,Nil,Nil,No,PHEO||SEPH-CIRCLE-CUTTACK,ACEPHCTC-03/2024-25 Dtd.11.03.2025,2025_PHEO_111786_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Technical,Opening,Kabita Pradhan,08-Apr-2025 02:09 PM,technical_533736.pdf,1,2867272,RAJAT SAHANI,02-Apr-2025 12:18 PM,Accepted-AOC,L1,16-Oct-2025 12:17 PM,Finance,Opening,Kabita Pradhan,19-Apr-2025 04:41 PM,finance_533736.pdf,BOQ Comparative Chart,16-Oct-2025,"INR 64,869,012",330.0,Manoranjan Jena,16-Oct-2025 12:17 PM,AOC.pdf (561.00 KB),"Additional Chief Engineer, P.H. Circle, Cuttack",Internal,,Manoranjan Jena,16-Oct-2025 12:13 PM,finsummary_533736.pdf (492.59 KB),Er. Manoranjan Jena,Internal,,Kabita Pradhan,16-Apr-2025 02:43 PM,17-Apr-2025 03:30 PM,techsummary_533736.pdf (1388.17 KB),PHEO||SEPH-CIRCLE-CUTTACK,2025_PHEO_111786_1,ACEPHCTC-03/2024-25 Dtd.11.03.2025,Construction of Collector Well at Brahmani Headworks in the District of Dhenkanal,1.0,2867272.0,RAJAT SAHANI,INR,"64,869,012",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,2,Finance,.xls,Bill of Quantity.,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2,2875996,RAKESH KUMAR ROUTRAY,04-Apr-2025 04:27 PM,Rejected-Technical,Technically disqualified,16-Apr-2025 02:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
