Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
07-May-2025 11:00 AM,17-May-2025 11:00 AM,07-May-2025 11:00 AM,16-May-2025 05:00 PM,07-May-2025 11:00 AM ,14-May-2025 05:00 PM ,07-May-2025 11:00 AM,16-May-2025 05:00 PM,"Executive Engineer, L.I.Division, Bhawanipatna",At - Infront of GOVT. ITI Po - Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,OLIC-BPT-02/2025-26 Dt.01.05.2025,2025_OLIC_113047_26,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"37,840",Yes,fixed,,Nil,Nil,"INSTALLATION AND ENERGISATION OF REVIVAL CLIPS INCLUDING POWER SUPPLY WORK FOR BANDAGAON-I, BANDAGAON-II AND KUMARI-II L.I. PROJECT UNDER GOLAMUNDA BLOCK IN KALAHANDI DISTRICT","INSTALLATION AND ENERGISATION OF REVIVAL CLIPS INCLUDING POWER SUPPLY WORK FOR BANDAGAON-I, BANDAGAON-II AND KUMARI-II L.I. PROJECT UNDER GOLAMUNDA BLOCK IN KALAHANDI DISTRICT",Please refer to Tender Documents ,NA ,"37,84,000",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,60.0,GOLAMUNDA,766016.0,NA ,NA ,NA ,"O/O The Executive Engineer L.I.Division,Bhawanipat",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TenderPaperCost,EMD,GSTChallan,GSTIN,PAN,Affidavit,CivilandHTLicenseJointVenture, Others as per DTCN","7,080",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC,Bipra Soren,Internal,Bipra Soren Santosh Kumar Kisan Dyllod Nag Jagannath Das,BIPRA SOREN,20-Aug-2025 03:31 PM,finsummary_538484.pdf (2850.44 KB),Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,2025_OLIC_113047_26,OLIC-BPT-02/2025-26 Dt.01.05.2025,"INSTALLATION AND ENERGISATION OF REVIVAL CLIPS INCLUDING POWER SUPPLY WORK FOR BANDAGAON-I, BANDAGAON-II AND KUMARI-II L.I. PROJECT UNDER GOLAMUNDA BLOCK IN KALAHANDI DISTRICT",1.0,2918453.0,RATHA MEHER,INR,"3,216,778",Finance,Bid Opening summary uploaded as per bidding. The L1 bidder will be accepted after Technical evaluation.,BIPRA SOREN,30-Jun-2025 03:45 PM,finance_538484.pdf,BOQ Comparative Chart,1,2916391,AGRAWALLA POWER INFRASTRUCTURE,16-May-2025 10:28 AM,Rejected-Finance,L3 not Selected,20-Aug-2025 03:31 PM,25-Aug-2025,"INR 3,216,778",60.0,BIPRA SOREN,14-Oct-2025 05:35 PM,26bandhagaon.pdf (4953.00 KB),AWARD OF CONTRACT,Bipra Soren,Internal,Bipra Soren Santosh Kumar Kisan Krushna Ch. Sahu Dyllod Nag Jagannath Das,BIPRA SOREN,19-Jul-2025 12:04 PM,techsummary_538484.pdf (3067.81 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,2918695,BIKASH CHANDRA PANDA,15-May-2025 08:28 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 03:31 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2911183,BISHAL AGRAWALLA,11-May-2025 06:25 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 03:31 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2917489,Biswajit Mund,15-May-2025 08:01 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 03:31 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2919744,DHARMENDRA KUMAR JOSHI,16-May-2025 11:23 AM,Rejected-Finance,L3 not Selected,20-Aug-2025 03:31 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2918332,GITANJALI PADHAN,16-May-2025 11:45 AM,Rejected-Finance,L3 not Selected,20-Aug-2025 03:31 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2917035,MANISHA AGRAWAL,14-May-2025 05:49 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 03:31 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2910089,"M/S SHIVANI INFRASTRUCTURE AND SUPPLIERS, PROP. YASH AGRAWAL",13-May-2025 09:15 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 03:31 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2918553,PAYAL AGRAWAL,16-May-2025 09:04 AM,Rejected-AOC,L2 not Selected,14-Oct-2025 05:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2916952,PRADEEP KUMAR AGRAWALLA,16-May-2025 02:20 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 03:31 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,2918453,RATHA MEHER,15-May-2025 11:27 PM,Accepted-AOC,L1 and Accepted,14-Oct-2025 05:36 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,2920497,SHASHIKALA AGRAWAL,16-May-2025 03:38 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 03:31 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,2916348,S KRISHNA KUMARI REDDY,13-May-2025 03:45 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 03:31 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,2919637,SURENDRA KUMAR AGRAWAL,15-May-2025 10:54 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 03:31 PM,,,,,,,,,,,,,,AOC
