Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,EO,Basudevpur Municipality,const of rcc drain from ichhapur road towards Azad club in ward 13,const of rcc drain from ichhapur road towards Azad club in ward 13,Please refer Tender documents. ,NA ,"7,53,721",Civil Works - Others,NA ,Tender,90.0,45.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,EMD exemption allowed,Fee,,05-Jul-2025 10:00 AM,14-Jul-2025 11:00 AM,05-Jul-2025 10:00 AM,11-Jul-2025 05:00 PM,NA ,NA ,05-Jul-2025 10:00 AM,11-Jul-2025 05:00 PM,Municipal Bodies||Basudevpur Municipality,BSP_2025-26_07,2025_ORULB_114987_60,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,537",Yes,fixed,,Nil,Nil,AOC,Nibedita Behera,Internal,"EO,ME,JE,ACCT",SUDHANSU MOHAN,16-Oct-2025 03:41 PM,techsummary_544861.pdf (8869.81 KB),Nibedita Behera,Internal,"EO,ME,JE,ACCT",SUDHANSU MOHAN,23-Oct-2025 10:35 AM,finsummary_544861.pdf (8869.81 KB),Finance,ok,SUDHANSU MOHAN,18-Jul-2025 02:36 PM,finance_544861.pdf,BOQ Comparative Chart,1,2995017,Bishnu Mohan Palitta,10-Jul-2025 01:38 PM,Accepted-AOC,ok,23-Oct-2025 12:06 PM,1,2993424,SATYAPRIYA SAHOO,INR,"576,071",Municipal Bodies||Basudevpur Municipality,2025_ORULB_114987_60,BSP_2025-26_07,const of rcc drain from ichhapur road towards Azad club in ward 13,23-Oct-2025,"INR 576,071",45.0,SUDHANSU MOHAN,23-Oct-2025 12:06 PM,60.pdf (216.00 KB),ok,AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2996212,BISWANATH PANDA,11-Jul-2025 01:39 PM,Accepted-AOC,ok,23-Oct-2025 12:06 PM,2,2993874,Susmita Sethi,INR,"576,071",,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,2995762,BRAHMANANDA SAHOO,11-Jul-2025 04:11 PM,Accepted-AOC,ok,23-Oct-2025 12:06 PM,3,2994376,Rakesh Ranjan Nayak,INR,"576,071",,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,2994954,MADHUSUDAN PATRA(SC),11-Jul-2025 09:46 AM,Accepted-AOC,ok,23-Oct-2025 12:06 PM,4,2994954,MADHUSUDAN PATRA(SC),INR,"576,071",,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,2996217,NIRANJAN MAHAPRASAD,11-Jul-2025 01:34 PM,Accepted-AOC,ok,23-Oct-2025 12:06 PM,5,2995017,Bishnu Mohan Palitta,INR,"576,071",,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,2995468,Pradeep Kumar Das,10-Jul-2025 06:53 PM,Accepted-AOC,ok,23-Oct-2025 12:06 PM,6,2995104,SK IMRAN,INR,"576,071",,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,2994376,Rakesh Ranjan Nayak,09-Jul-2025 06:27 PM,Accepted-AOC,ok,23-Oct-2025 12:06 PM,7,2995468,Pradeep Kumar Das,INR,"576,071",,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,2993424,SATYAPRIYA SAHOO,10-Jul-2025 10:42 AM,Accepted-AOC,ok,23-Oct-2025 12:06 PM,8,2995762,BRAHMANANDA SAHOO,INR,"576,071",,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,2995104,SK IMRAN,10-Jul-2025 07:22 PM,Accepted-AOC,ok,23-Oct-2025 12:06 PM,9,2996212,BISWANATH PANDA,INR,"576,071",,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,2993874,Susmita Sethi,09-Jul-2025 12:59 PM,Accepted-AOC,ok,23-Oct-2025 12:06 PM,10,2996217,NIRANJAN MAHAPRASAD,INR,"576,071",,,,,,,,,,,,AOC
