Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Revival of Sargunamunda-I and II defunct L.I.Projects under Titilagarh Block (State Plan Fund),Revival of Sargunamunda-I and II defunct L.I.Projects under Titilagarh Block (State Plan Fund),Please refer Tender documents. ,NA ,"28,35,010",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,BALANGIR,767002.0,NA ,NA ,NA ,"O/O. the E.E., L.I. Division, Balangir",No ,No,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bolangir,OLIC-BLGR-01/2025-26,2025_OLIC_114438_32,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTIN, AFFIDAVIT, EMD, PAPER COST, NO RELATION CERTIFICATE AND OTHER DOCUMENTS AS PER DTCN","28,350",Yes,percentage,1.0%,Nil,Nil,17-Jun-2025 11:00 AM,25-Jun-2025 11:00 AM,17-Jun-2025 11:00 AM,24-Jun-2025 05:00 PM,17-Jun-2025 11:00 AM ,23-Jun-2025 05:00 PM ,17-Jun-2025 11:00 AM,24-Jun-2025 05:00 PM,1.0,ICICI BANK,"7,080",0.0,Nil,Nil,No,"E.E., L.I. Division, Balangir","O/O. the E.E., L.I. Division, Balangir",AOC,1,2979266,Ankit Sharma,24-Jun-2025 04:07 PM,Rejected-Finance,Success on Lottery System,13-Oct-2025 09:53 AM,13-Oct-2025,"INR 2,835,010",90.0,APARNA MISHRA,13-Oct-2025 09:58 AM,32.pdf (1014.00 KB),Success on Lottery System,EE,Internal,EE and others,APARNA MISHRA,13-Oct-2025 09:48 AM,techsummary_543089.pdf (198.60 KB),EE,Internal,EE and others,APARNA MISHRA,13-Oct-2025 09:53 AM,finsummary_543089.pdf (198.60 KB),Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bolangir,2025_OLIC_114438_32,OLIC-BLGR-01/2025-26,Revival of Sargunamunda-I and II defunct L.I.Projects under Titilagarh Block (State Plan Fund),1.0,2976363.0,MS Shree Shyam and Co,INR,"2,410,042",Finance,10 Nos.,APARNA MISHRA,13-Oct-2025 08:11 AM,finance_543089.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,AOC,2,2978904,BIJAYA KUMAR JAIN,24-Jun-2025 11:56 AM,Rejected-Finance,Success on Lottery System,13-Oct-2025 09:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2978201,DEBADATTA KHAMARI,24-Jun-2025 01:24 PM,Rejected-Finance,Success on Lottery System,13-Oct-2025 09:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2975955,KAPIL KUMAR JAIN,21-Jun-2025 07:08 PM,Rejected-Finance,Success on Lottery System,13-Oct-2025 09:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2976038,KARAN JAIN,21-Jun-2025 09:09 PM,Rejected-Finance,Success on Lottery System,13-Oct-2025 09:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2976363,MS Shree Shyam and Co,23-Jun-2025 12:44 PM,Accepted-AOC,Success on Lottery System,13-Oct-2025 09:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2978030,NILESH KUMAR JAIN,23-Jun-2025 09:04 PM,Rejected-Finance,Success on Lottery System,13-Oct-2025 09:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2977515,NITESH KUMAR SINHA,23-Jun-2025 02:07 PM,Rejected-Finance,Success on Lottery System,13-Oct-2025 09:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2978729,RATHA MEHER,23-Jun-2025 11:57 PM,Rejected-Finance,Success on Lottery System,13-Oct-2025 09:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2978787,SURENDRA KUMAR AGRAWAL,24-Jun-2025 12:38 AM,Rejected-Finance,Success on Lottery System,13-Oct-2025 09:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
