Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Technical,08 (Eight) bids has been received subjected to evaluation by committee,Shreejit Das,15-Jul-2025 12:50 PM,,R K PANDA,Internal,S JENA S PADHI BANITA PATRA,Satyajit Jena,28-Oct-2025 12:27 PM,finsummary_544259.pdf (317.76 KB),Orissa Mining Corporation,2025_OMC_114814_4,NIT No.01/OMC/ELECTRICAL/2025,Supply and installation of power distribution Panel and safety improvement works Unchabali Iron Ore Mines in the district of Keonjhar.,28-Oct-2025,"INR 1,230,964.18",90.0,Satyajit Jena,28-Oct-2025 01:07 PM,2025_OMC_114814_4.pdf (853.00 KB),Supply and installation of power distribution Panel and safety improvement works Unchabali Iron Ore Mines in the district of Keonjhar.,Finance,Financial bid of 05 (Five) qualified bidders had been open,Shreejit Das,30-Jul-2025 05:31 PM,,BOQ Comparative Chart,1.0,2993907.0,saraswati telesolutions,INR,"1,230,964.18",1,2994066,AKSHAYA KUMAR DAS,09-Jul-2025 01:49 PM,Rejected-Finance,NOT BEING L1,28-Oct-2025 12:27 PM,R K PANDA,Internal,S JENA S PADHI BANITA PATRA,Satyajit Jena,29-Jul-2025 05:36 PM,30-Jul-2025 04:30 PM,techsummary_544259.pdf (1504.46 KB),AOC,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"RC, EPF Regd., GSTN, PAN, License issued by ELBO, Affidavits, experience, etc. as per DTCN requireme",Orissa Mining Corporation,NIT No.01/OMC/ELECTRICAL/2025,2025_OMC_114814_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,CORRIGENDUM-2,Date,,Supply and installation of power distribution Panel and safety improvement works Unchabali Iron Ore Mines in the district of Keonjhar.,Supply and installation of power distribution Panel and safety improvement works Unchabali Iron Ore Mines in the district of Keonjhar.,"RC, EPF Regd., GSTN, PAN, License issued by ELBO, Affidavits, experience, etc. as per DTCN requirements. ",NA ,"14,49,000",Electrical Works,NA ,Tender,180.0,90.0,UNCHABALI,758086.0,NA ,NA ,NA ,"OMC Ltd., Bhubaneswar",No ,No,"GM(ELECTRICAL), OMC Ltd.","Office of the GM(ELECTRICAL), OMC Ltd., Bhubaneswar","7,080",0.0,Nil,Nil,No,24-Jun-2025 06:00 PM,15-Jul-2025 11:00 AM,24-Jun-2025 06:00 PM,14-Jul-2025 05:00 PM,NA ,NA ,24-Jun-2025 06:00 PM,14-Jul-2025 05:00 PM,30-Jul-2025 04:30 PM,"14,490",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2993884,BABA LALITESWARA AGENCY,09-Jul-2025 12:24 PM,Rejected-Technical,Disqalified due to non submission of EMD,29-Jul-2025 05:36 PM,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,FINANCIAL,,,,,,,,,,,,,,,2.0,CORRIGENDUM-1,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2994211,BAIBHAVI ELECTRICALS AND CONSTRUCTION PRIVATE LIMITED,09-Jul-2025 04:46 PM,Rejected-Technical,Disqalified due to non submission of EMD,29-Jul-2025 05:36 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2988043,M/s BASANTI ELECTRICALS AND CONSTRUCTION,03-Jul-2025 06:37 PM,Rejected-Technical,Disqalified due to non submission of EMD,29-Jul-2025 05:36 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2992335,RNS POWER AND INFRA,07-Jul-2025 07:48 PM,Rejected-Finance,NOT BEING L1,28-Oct-2025 12:27 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2993907,saraswati telesolutions,09-Jul-2025 12:56 PM,Accepted-AOC,L1,28-Oct-2025 01:07 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2993835,SARITA DAS,09-Jul-2025 12:05 PM,Rejected-Finance,NOT BEING L1,28-Oct-2025 12:27 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2994116,SUPER MAGMA CONTRACTORS PRIVATE LIMITED,09-Jul-2025 02:35 PM,Rejected-Finance,NOT BEING L1,28-Oct-2025 12:27 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
