Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"ADDL. CHIEF ENGINEER, MECHANICAL CIRCLE, BHUBANESWAR",Internal,,KISHORE KUMAR BEHERA,18-Sep-2025 11:08 AM,techsummary_547899.pdf (547.04 KB),19-Sep-2025,"INR 1,516,540",60.0,KISHORE KUMAR BEHERA,27-Oct-2025 03:53 PM,aocmdc30.pdf (162.00 KB),1,3031509,ABHISEKH ENTERPRISERS,11-Aug-2025 02:49 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 05:19 PM,Finance,ALL BID DOCUMENTS ARE DOWNLOADED.,KISHORE KUMAR BEHERA,13-Aug-2025 12:09 PM,,BOQ Comparative Chart,1.0,3020123.0,SUSHIL KUMAR DAS,INR,"1,516,540",Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,2025_CEMWR_116288_1,ACEM/MDC-30/2025-26,"Fitting, and Fixing of new shutter gate on Dhoti WHS on Sidhala Rankei D/C under Superintending Engineer, Jagatsinghpur Drainage Division, Jagatsinghpur for the year 2025-26.","ADDL. CHIEF ENGINEER, MECHANICAL CIRCLE, BHUBANESWAR",Internal,,KISHORE KUMAR BEHERA,18-Sep-2025 05:19 PM,finsummary_547899.pdf (429.04 KB),AOC,"Fitting, and Fixing of new shutter gate on Dhoti WHS on Sidhala Rankei D/C under Superintending Engineer, Jagatsinghpur Drainage Division, Jagatsinghpur for the year 2025-26.","Fitting, and Fixing of new shutter gate on Dhoti WHS on Sidhala Rankei D/C under Superintending Engineer, Jagatsinghpur Drainage Division, Jagatsinghpur for the year 2025-26.",Please refer Tender documents. ,NA ,"17,83,955",Mechanical Works,NA ,Tender,90.0,60.0,"DHOTI WHS, SINDHAL RANKEI, JAGATSINGHPUT",754106.0,NA ,NA ,NA ,BHUBANESWAR,No ,No,"ADDL.CHIEF ENGINEER, MECHANICAL CIRCLE,BHUBANESWAR","O/O THE ADDL.CHIEF ENGINEER, MECHANICAL CIRCLE,BHUBANESWAR, DELTA SQUARE",01-Aug-2025 10:00 AM,12-Aug-2025 12:00 PM,01-Aug-2025 10:00 AM,11-Aug-2025 05:30 PM,01-Aug-2025 10:00 AM ,11-Aug-2025 05:30 PM ,01-Aug-2025 10:00 AM,11-Aug-2025 05:30 PM,1.0,ICICI BANK,"17,900",No,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN",Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,ACEM/MDC-30/2025-26,2025_CEMWR_116288_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,2,3027492,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",07-Aug-2025 07:09 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 05:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3024278,BANASHREE BHUYAN,10-Aug-2025 09:47 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 05:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3024172,LAXMIDHRA BHUYAN,10-Aug-2025 10:57 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 05:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3024129,M/S Abirvab Steel Product,11-Aug-2025 12:36 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 05:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3020085,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,09-Aug-2025 09:12 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 05:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3022830,M/S Ashreebad Fabricators,11-Aug-2025 04:10 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 05:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3020064,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,09-Aug-2025 09:05 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 05:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3031207,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,11-Aug-2025 01:51 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 05:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3029093,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,09-Aug-2025 07:57 AM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 05:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
