EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"22,600",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,25-Jul-2025 05:00 PM,11-Aug-2025 11:00 AM,25-Jul-2025 05:00 PM,08-Aug-2025 05:00 PM,NA ,NA ,25-Jul-2025 05:00 PM,08-Aug-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd Certificate, GSTIN, PAN, Affidavit and other mandatory documents as per DTCN","S/R to Cuttack City Internal Road from Ranihat-Highcourt via Dolomundai, Khannagar and Kathajodi embankment in the district of Cuttack such as periodical renewal from 1/300 to 1/800km (Both side) for the year 2025-26",Road work,As per DTCN ,NA ,"22,53,055",Civil Works - Roads,NA ,Tender,90.0,30.0,Cuttack,753001.0,NA ,NA ,NA ,O/O SE Cuttack RandB Division No.I Cuttack,No ,No,SE Cuttack RandB Division No.I,O/O SE Cuttack RandB Division No.I Cuttack,"6,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,SE CTC (RandB)-22 of 2025-26,2025_EICCL_116114_9,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,30-Oct-2025,"INR 1,915,322",30.0,Mohammed Shahbaz,30-Oct-2025 02:04 PM,116114_9_A.pdf (418.00 KB),The agency has been finalised on transparent lottery system and the date of commencement may be treated as 17.09.2025 to complete the work by 16.10.2025 in all respect,1,3028310,ADITYA KUMAR DAS,08-Aug-2025 01:34 PM,Rejected-AOC,Rejected,30-Oct-2025 02:04 PM,Er Md Shahbaz SE,Internal,Er Nirupama Sahoo AE Estr Er Amiya Ranjan Sinha EE(OSD) Mr N Srinibas Sr DAO,Mohammed Shahbaz,22-Aug-2025 01:49 PM,techsummary_547475.pdf (888.68 KB),Er. Md Shahbaz SE,Internal,Er Nirupama Sahoo AE Estr Er Amiya Ranjan Sinha EE(OSD) Mr N Srinibash Sr DAO,Mohammed Shahbaz,30-Oct-2025 02:00 PM,finsummary_547475.pdf (886.47 KB),EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,2025_EICCL_116114_9,SE CTC (RandB)-22 of 2025-26,"S/R to Cuttack City Internal Road from Ranihat-Highcourt via Dolomundai, Khannagar and Kathajodi embankment in the district of Cuttack such as periodical renewal from 1/300 to 1/800km (Both side) for the year 2025-26",1.0,3027695.0,"MANAS KUMAR PRADHAN,PROP.-MAA HINGULA STONE SUPPLIER",INR,"1,915,322",Finance,14nos bids received,Mohammed Shahbaz,11-Aug-2025 02:08 PM,,BOQ Comparative Chart,AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3028772,AKS MINING INFRACON,08-Aug-2025 04:28 PM,Rejected-Technical,Disqualified due to non submission of Schedule-A in proper format,22-Aug-2025 01:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3022179,AMITABH SWAIN,03-Aug-2025 01:05 PM,Rejected-AOC,Rejected,30-Oct-2025 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3020571,AMIYA SAMANTRAY,07-Aug-2025 12:58 PM,Rejected-AOC,Rejected,30-Oct-2025 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3021027,ASHIS DAS,04-Aug-2025 10:20 PM,Rejected-AOC,Rejected,30-Oct-2025 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3028782,BHAGIRATHI BISWAL,08-Aug-2025 04:30 PM,Rejected-AOC,Rejected,30-Oct-2025 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3028828,BIJAY KUMAR PARIDA,08-Aug-2025 04:51 PM,Rejected-AOC,Rejected,30-Oct-2025 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3027803,"GANGADHAR PRADHAN,PROP.-PRADHAN GENERAL SUPPLIER",07-Aug-2025 09:50 PM,Rejected-AOC,Rejected,30-Oct-2025 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3025154,GIRIJA PRASAD SWAIN,06-Aug-2025 03:45 PM,Rejected-AOC,Rejected,30-Oct-2025 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3026457,ITISHREE MOHANTY,06-Aug-2025 11:11 PM,Rejected-AOC,Rejected,30-Oct-2025 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,3027825,JAGATJYOTI PATTANAIK,07-Aug-2025 10:20 PM,Rejected-AOC,Rejected,30-Oct-2025 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12,3018652,KISHORE KUMAR MUDULI,30-Jul-2025 07:36 PM,Rejected-AOC,Rejected,30-Oct-2025 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,13,3027695,"MANAS KUMAR PRADHAN,PROP.-MAA HINGULA STONE SUPPLIER",07-Aug-2025 08:10 PM,Accepted-AOC,Accepted,30-Oct-2025 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,14,3019617,SATYABRATA PATTANAIK,31-Jul-2025 06:58 PM,Rejected-AOC,Rejected,30-Oct-2025 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
