S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,3008889.0,Bulu Prasad Malik,INR,"706,435",Finance,On Opening the bids total 9nos. of bids were found to be received online. Hence 9nos. of bids were found to be valid.,Nihar Ranjan Behera,18-Oct-2025 12:58 PM,finance_545631.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,,Nihar Ranjan Behera,18-Oct-2025 01:06 PM,finsummary_545631.pdf (101.11 KB),"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",2025_CEMIB_115377_6,MIDJEY02/2025-26,Improvement to Langiguda MIP in Semiliguda Block of Koraput District under ERM Grant 2024-25,Superintending Engineer,Internal,,Nihar Ranjan Behera,18-Oct-2025 01:02 PM,techsummary_545631.pdf (101.11 KB),1,3008889,Bulu Prasad Malik,22-Jul-2025 04:59 PM,Accepted-AOC,Accept,18-Oct-2025 03:06 PM,18-Oct-2025,"INR 706,435",60.0,Nihar Ranjan Behera,18-Oct-2025 03:06 PM,Langigudaaoc.pdf (156.00 KB),AOC,AOC,Improvement to Langiguda MIP in Semiliguda Block of Koraput District under ERM Grant 2024-25,Improvement to Langiguda MIP in Semiliguda Block of Koraput District under ERM Grant 2024-25,Please refer tender documents ,NA ,"8,31,003",Civil Works - Water Works,NA ,Tender,90.0,60.0,Semiliguda,764036.0,NA ,NA ,NA ,"Superintending Engineer, M.I. Division, Jeypore",No ,No,Superintending Engineer,"Superintending Engineer, M.I. Division, Jeypore","8,400",Yes,fixed,,Nil,Nil,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",MIDJEY02/2025-26,2025_CEMIB_115377_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,14-Jul-2025 10:00 AM,24-Jul-2025 11:00 AM,14-Jul-2025 10:00 AM,23-Jul-2025 05:00 PM,NA ,NA ,14-Jul-2025 10:00 AM,23-Jul-2025 05:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN GSTIN, License, Affidavit and as per DTCN","4,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3010197,Dasaratha Khillo,23-Jul-2025 04:48 PM,Rejected-AOC,Reject,18-Oct-2025 03:06 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3003985,DEBABRATA ROUT,19-Jul-2025 01:01 PM,Rejected-AOC,Reject,18-Oct-2025 03:06 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3009710,GHANASYAM BISOI,23-Jul-2025 02:07 PM,Rejected-AOC,Reject,18-Oct-2025 03:06 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3010168,GHENU DURIA,23-Jul-2025 04:16 PM,Rejected-AOC,Reject,18-Oct-2025 03:06 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3009124,Jagabandhu Hantal,22-Jul-2025 06:58 PM,Rejected-AOC,Reject,18-Oct-2025 03:06 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3004896,KAILASH CHANDRA CHOUDHURY,20-Jul-2025 12:22 PM,Rejected-AOC,Reject,18-Oct-2025 03:06 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3005603,Laxman Hantal,20-Jul-2025 08:33 PM,Rejected-AOC,Reject,18-Oct-2025 03:06 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3003456,SAROJ MAHANANDIA,18-Jul-2025 07:36 PM,Rejected-AOC,Reject,18-Oct-2025 03:06 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
