Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
03-Sep-2025 10:00 AM,11-Sep-2025 10:00 AM,03-Sep-2025 10:00 AM,10-Sep-2025 04:00 PM,NA ,NA ,03-Sep-2025 10:00 AM,10-Sep-2025 04:00 PM,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"Repair of NH-5 to College Chhak via Itua, Muleswar, Kajimahal and Lingapada under ULB road from 0.100 km to 0.200 km, 1.450 km to 1.500 km, 1.500 to 1.700 and 1.760 km to 1.900 km Such as pot hole repair , RCC Cover slab and Construction of PCC)","Repair of NH-5 to College Chhak via Itua, Muleswar, Kajimahal and Lingapada under ULB road from 0.100 km to 0.200 km, 1.450 km to 1.500 km, 1.500 to 1.700 and 1.760 km to 1.900 km Such as pot hole repair , RCC Cover slab and Construction of PCC)",Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,90.0,30.0,Balasore,756001.0,"Superintending Engineer, Balasore(R and B)Divisio ","At-Padhuanpada,Dist-Balasore ",03-Sep-2025 10:00 AM ,"Superintending Engineer, Balasore(R and B)Divisio",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"EMD, GSTIN, Valid RC, Affidavit and other connected documents as per DTCN",Superintending Engineer,"At-Padhuanpada,Dist-Balasore","13,000",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BALASORE,SE(RandB)BLS-Divn-1-24/2025-26,2025_EICCL_117581_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"SE,DAO,AEE",Internal,,Jyotiprakash Panda,12-Sep-2025 01:29 PM,techsummary_551139.pdf (122.73 KB),"SE,DAO,AEE",Internal,,Jyotiprakash Panda,09-Oct-2025 10:02 AM,finsummary_551139.pdf (97.61 KB),Finance,CS,Jyotiprakash Panda,12-Sep-2025 01:27 PM,finance_551139.pdf,BOQ Comparative Chart,09-Oct-2025,"INR 1,298,235.16",30.0,Jyotiprakash Panda,09-Oct-2025 10:06 AM,344.pdf (156.00 KB),1.0,3072925.0,ANANTA BEHERA,INR,"1,103,629.71",EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-BALASORE,2025_EICCL_117581_19,SE(RandB)BLS-Divn-1-24/2025-26,"Repair of NH-5 to College Chhak via Itua, Muleswar, Kajimahal and Lingapada under ULB road from 0.100 km to 0.200 km, 1.450 km to 1.500 km, 1.500 to 1.700 and 1.760 km to 1.900 km Such as pot hole repair , RCC Cover slab and Construction of PCC)",1,3072925,ANANTA BEHERA,09-Sep-2025 09:30 PM,Accepted-AOC,Lucky draw winner,09-Oct-2025 10:06 AM,AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3073200,ANUPAMA DAS,10-Sep-2025 09:26 AM,Rejected-AOC,Not qualified for Lucky draw,09-Oct-2025 10:06 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3072198,BINAYA KUMAR RANA,09-Sep-2025 04:00 PM,Rejected-AOC,Not qualified for Lucky draw,09-Oct-2025 10:06 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3072263,CHANDAN KUMAR MOHANTY,09-Sep-2025 04:14 PM,Rejected-AOC,Not qualified for Lucky draw,09-Oct-2025 10:06 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3068392,KAILASH MANDAL,10-Sep-2025 02:46 PM,Rejected-AOC,Not qualified for Lucky draw,09-Oct-2025 10:06 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3067826,MAHASWETA MALIK,07-Sep-2025 08:05 PM,Rejected-AOC,Not qualified for Lucky draw,09-Oct-2025 10:06 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3074048,MANARANJAN PRADHAN,10-Sep-2025 02:22 PM,Rejected-AOC,Not qualified for Lucky draw,09-Oct-2025 10:06 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3072484,MONALI PRAVA MUNDA,10-Sep-2025 02:05 PM,Rejected-AOC,Not qualified for Lucky draw,09-Oct-2025 10:06 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3073374,PRAFULLA KUMAR MALIK,10-Sep-2025 03:33 PM,Rejected-AOC,Not qualified for Lucky draw,09-Oct-2025 10:06 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3071006,RAMAKANTA BEHERA,09-Sep-2025 11:15 AM,Rejected-AOC,Not qualified for Lucky draw,09-Oct-2025 10:06 AM,AOC
