S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,05-Jul-2025 11:00 AM,11-Jul-2025 05:30 PM,05-Jul-2025 11:00 AM,11-Jul-2025 05:00 PM,05-Jul-2025 11:00 AM ,10-Jul-2025 05:00 PM ,05-Jul-2025 11:00 AM,11-Jul-2025 05:00 PM,"10,100",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION II-KENDRAPARA,Online tender KPD 2 of 2025 2026,2025_CERWI_115118_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, Affidavit and other documents as per DTCN","6,000",0.0,Nil,Nil,No,Divisional Officer,"RURAL WORKS DIVISION NO.II, KENDRAPARA","S/R to JMFC Court Building for construction of retaining wall at Ostia, under Rajkanika Block","S/R to JMFC Court Building for construction of retaining wall at Ostia, under Rajkanika Block",NA ,NA ,"10,02,569",Civil Works - Buildings,NA ,Tender,90.0,90.0,Kendrapara,754212.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, KENDRAPARA",No ,No,AOC,1,2995765,ABHAYA KUMAR DAS,11-Jul-2025 07:28 AM,Accepted-AOC,Qualified,31-Oct-2025 07:48 PM,31-Oct-2025,"INR 852,284",90.0,Suraj Biswal,31-Oct-2025 07:48 PM,jmfc.pdf (248.00 KB),"SE RW Division-II, Kendrapara",Internal,,Suraj Biswal,31-Oct-2025 07:40 PM,techsummary_545078.pdf (248.01 KB),"SE RW Division-II, Kendrapara",Internal,,Suraj Biswal,31-Oct-2025 07:43 PM,finsummary_545078.pdf (248.01 KB),CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION II-KENDRAPARA,2025_CERWI_115118_1,Online tender KPD 2 of 2025 2026,"S/R to JMFC Court Building for construction of retaining wall at Ostia, under Rajkanika Block",1.0,2995765.0,ABHAYA KUMAR DAS,INR,"852,284",Finance,all are qualified,Suraj Biswal,31-Oct-2025 07:37 PM,finance_545078.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2996378,Debidutta Kuanr,11-Jul-2025 03:27 PM,Rejected-AOC,Not Qualified,31-Oct-2025 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2994019,DILLIP KUMAR BEHURA,09-Jul-2025 02:07 PM,Rejected-AOC,Not Qualified,31-Oct-2025 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2993556,JYOTI PRAKASH ROUT,08-Jul-2025 07:05 PM,Rejected-AOC,Not Qualified,31-Oct-2025 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2995629,Mr. Anjan Kumar Rout,10-Jul-2025 09:02 PM,Rejected-AOC,Not Qualified,31-Oct-2025 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2996283,PAYAL CONSTRUCTION PROP. SMT PRAMODINI ROUT,11-Jul-2025 04:48 PM,Rejected-AOC,Not Qualified,31-Oct-2025 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2996348,Samira Ranjan Sahoo,11-Jul-2025 02:56 PM,Rejected-AOC,Not Qualified,31-Oct-2025 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2993508,SANGRAM SAMAL,08-Jul-2025 04:40 PM,Rejected-AOC,Not Qualified,31-Oct-2025 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2996530,SAROJ KANTA NAYAK,11-Jul-2025 04:57 PM,Rejected-AOC,Not Qualified,31-Oct-2025 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2995181,SK SAIFULLAH,10-Jul-2025 02:53 PM,Rejected-AOC,Not Qualified,31-Oct-2025 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2995252,SOMINA LENKA,10-Jul-2025 03:44 PM,Rejected-AOC,Not Qualified,31-Oct-2025 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,2996255,Sukanti Mohapatra,11-Jul-2025 01:58 PM,Rejected-AOC,Not Qualified,31-Oct-2025 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,2994493,Sumanta Pattanayak,09-Jul-2025 07:54 PM,Rejected-AOC,Not Qualified,31-Oct-2025 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,2995205,SUNIL KUMAR NAYAK,10-Jul-2025 03:32 PM,Rejected-AOC,Not Qualified,31-Oct-2025 07:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
