Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Superintending Engineer,Internal,Divisional Accounts Officer JE Estimator,Debarsi Naik,22-Sep-2025 06:28 PM,techsummary_551324.pdf (349.95 KB),1,3067348,AMIT PRATAP SINGH,10-Sep-2025 01:17 AM,Rejected-AOC,Reject,27-Oct-2025 05:26 PM,13-Oct-2025,"INR 288,029",30.0,Debarsi Naik,27-Oct-2025 05:26 PM,6921.pdf (699.00 KB),AOC,Finance,Bid opened,Debarsi Naik,17-Sep-2025 06:25 PM,finance_551324.pdf,BOQ Comparative Chart,1.0,3079358.0,BINAPANI PATEL,INR,"288,029",CE RW I||RWCIRCLE-SAMBALPUR||RW Division Kuchinda,2025_CERWI_117626_1,online Tender 03 RWD Kuchinda 2025 26,"S/R to D-type Building Quarter at R.W. Sub-Division, Kuchinda for the year 2025-26.",Superintending Engineer,Internal,"Divisional Accounts Officer, JE Estimators",Debarsi Naik,23-Sep-2025 02:10 PM,finsummary_551324.pdf (349.95 KB),AOC,"2,000",0.0,Nil,Nil,No,Superintending Engineer,"RURAL WORKS DIVISION, KUCHINDA",1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD,AFFIDAVIT,RC,GSTIN,PAN,DOCUMENT AS PER DTCN",CE RW I||RWCIRCLE-SAMBALPUR||RW Division Kuchinda,online Tender 03 RWD Kuchinda 2025 26,2025_CERWI_117626_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,04-Sep-2025 11:00 AM,16-Sep-2025 11:00 AM,04-Sep-2025 11:00 AM,15-Sep-2025 05:00 PM,04-Sep-2025 11:00 AM ,13-Sep-2025 05:00 PM ,04-Sep-2025 11:00 AM,15-Sep-2025 05:00 PM,"3,388",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"S/R to D-type Building Quarter at R.W. Sub-Division, Kuchinda for the year 2025-26.","S/R to D-type Building Quarter at R.W. Sub-Division, Kuchinda for the year 2025-26.",NA ,NA ,"3,38,818",Civil Works - Buildings,NA ,Tender,90.0,30.0,Kuchinda,768222.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, KUCHINDA",No ,No,AOC
,,,,,,2,3080292,BHESAJA KUMAR PATTA,15-Sep-2025 12:48 AM,Rejected-AOC,Reject,27-Oct-2025 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3079358,BINAPANI PATEL,14-Sep-2025 12:15 PM,Accepted-AOC,Accepted through transparent lottery,27-Oct-2025 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3078159,Binata Pandey,14-Sep-2025 06:27 AM,Rejected-AOC,Reject,27-Oct-2025 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3080176,BISHAL AGRAWAL,15-Sep-2025 01:03 AM,Rejected-AOC,Reject,27-Oct-2025 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3079713,MAHAKUL CONSTRUCTION,14-Sep-2025 04:51 PM,Rejected-AOC,Reject,27-Oct-2025 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3080800,PINTU NAIK,15-Sep-2025 01:33 PM,Rejected-AOC,Reject,27-Oct-2025 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3079055,PUJARANI SAMAL,14-Sep-2025 05:29 PM,Rejected-AOC,Reject,27-Oct-2025 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3072528,RAJESH KUMAR PATEL,09-Sep-2025 06:16 PM,Rejected-AOC,Reject,27-Oct-2025 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3081394,SUJIT KUMAR AGARWAL,15-Sep-2025 03:27 PM,Rejected-AOC,Reject,27-Oct-2025 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,11,3080358,USHARANI NAIK,15-Sep-2025 08:03 AM,Rejected-AOC,Reject,27-Oct-2025 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
