Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
10-Oct-2025,"INR 947,237",60.0,Surya Narayan Tripathy,10-Oct-2025 01:14 PM,1018SaiBalaji.pdf (813.00 KB),Awarded Bidder,1.0,2937037.0,M/S SAI BALAJI CONSTRUCTION,INR,"947,237",Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Bargarh,2025_OLIC_113447_102,EE/OLIC/BGH-01/2025-26,Execution of Reinforcement work of Paikmal-I Package R.L. Project under Paikmal Block in Bargarh District,1,2936771,CHANDRASEKHAR BARIHA,29-May-2025 07:59 PM,Rejected-Technical,Unsuccessful bidder,10-Sep-2025 05:47 PM,Finance,Open Bid,SRIKANTA ROUT,11-Jun-2025 06:26 PM,,BOQ Comparative Chart,S N Tripathy,Internal,"S Rout, R C Beshra",Surya Narayan Tripathy,15-Sep-2025 06:19 PM,finsummary_539725.pdf (470.63 KB),S N Tripathy,Internal,"S Rout, R C Beshra",Surya Narayan Tripathy,10-Sep-2025 05:47 PM,techsummary_539725.pdf (470.63 KB),AOC,Execution of Reinforcement work of Paikmal-I Package R.L. Project under Paikmal Block in Bargarh District,Irrigation work,Please refer Tender documents. ,NA ,"11,14,265",Civil Works - Lift Irrigation Schemes,NA ,Tender,60.0,60.0,Bargarh,768028.0,NA ,NA ,NA ,"O/o the Executive Engineer, L.I. Division, Bargarh",No ,No,1.0,ICICI BANK,"7,080",0.0,Nil,Nil,No,Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Bargarh,EE/OLIC/BGH-01/2025-26,2025_OLIC_113447_102,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Date Extended for participate and other clause Modified,Date,,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, GSTIN, PAN, Registration Certificate, Affidavit, and other as per DTCN","Executive Engineer, L.I. Division, Bargarh","O/o the Executive Engineer, L.I. Division, Bargarh",17-May-2025 10:00 AM,31-May-2025 11:00 AM,17-May-2025 10:00 AM,30-May-2025 05:00 PM,17-May-2025 10:00 AM ,29-May-2025 05:00 PM ,17-May-2025 10:00 AM,30-May-2025 05:00 PM,"11,143",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2,2941699,DEBANAND BARIHA,30-May-2025 09:39 AM,Rejected-Technical,Unsuccessful bidder,10-Sep-2025 05:47 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,2935755,KHARABELA KHAMARI,28-May-2025 03:18 PM,Rejected-Technical,Unsuccessful bidder,10-Sep-2025 05:47 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,2932103,MOHAMMED SALMAN,27-May-2025 07:18 PM,Rejected-Technical,Unsuccessful bidder,10-Sep-2025 05:47 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,2934519,M/S Maa Durga Agancy,30-May-2025 04:55 AM,Rejected-Technical,Unsuccessful bidder,10-Sep-2025 05:47 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,2937037,M/S SAI BALAJI CONSTRUCTION,29-May-2025 07:42 AM,Accepted-AOC,Awarded Bidder,10-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
