Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Name,Address,Tender Stage
28-Oct-2025,"INR 20,111,942.48",270.0,Sudarsan Behera,28-Oct-2025 04:24 PM,1829.pdf (336.00 KB),it was put into lottery in presence of the bidders where Sri Sanjaya Kumar Panda came as the winner.,1,2922176,ANTARYAMI NAYAK,27-May-2025 06:52 PM,Rejected-Finance,"it was put into lottery in presence of the bidders where Manorama Trade Link, Prop-Aswini Kumar Acharya came as the winner",28-Oct-2025 03:53 PM,ST and SC Development Deptt||ITDA Baliguda,2025_STSCD_113293_23,PA (ITDA)-BLG-1/25-26,Construction of 100 Seated Boys Hostel Building at Gurukul Sanskrit Mahavidyalaya under Chakapad Block,1.0,2930925.0,"MANORAMA TRADE LINK, PROP-ASWINI KUMAR ACHARYA",INR,"20,111,942.48",Technical,Total Fifteen Bidder,Sudarsan Behera,05-Jul-2025 12:43 PM,technical_539100.pdf,PA ITDA BALLIGUDA,Internal,AEE ITDA BALLIGUDA,Sudarsan Behera,28-Oct-2025 03:53 PM,finsummary_539100.pdf (210.56 KB),Finance,Total Thirteen Bidders,Sudarsan Behera,12-Sep-2025 09:03 AM,finance_539100.pdf,BOQ Comparative Chart,PA ITDA Balliguda,Internal,AEE ITDA Balliguda,Sudarsan Behera,05-Jul-2025 01:46 PM,05-Jul-2025 01:50 PM,techsummary_539100.pdf (210.56 KB),AOC,10-May-2025 09:00 AM,29-May-2025 11:00 AM,10-May-2025 09:00 AM,28-May-2025 05:00 PM,NA ,NA ,10-May-2025 09:00 AM,28-May-2025 05:00 PM,05-Jul-2025 01:50 PM,1.0,Fee/PreQual/Technical,.pdf,DETAIL TENDER CALL NOTICE,1.0,Change of Date,Date,,"2,36,583",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,Yes,Construction of 100 Seated Boys Hostel Building at Gurukul Sanskrit Mahavidyalaya under Chakapad Block,Construction of 100 Seated Boys Hostel Building at Gurukul Sanskrit Mahavidyalaya under Chakapad Block,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,270.0,270.0,Gurukul Sanskrit Mahavidyalaya under Chakapad Bloc,762103.0,NA ,NA ,NA ,PA ITDA BALLIGUDA,No ,No,ST and SC Development Deptt||ITDA Baliguda,PA (ITDA)-BLG-1/25-26,2025_STSCD_113293_23,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,PA ITDA BALLIGUDA,PA ITDA BALLIGUDA,AOC
,,,,,,,2,2921430,BABAMANI SAHU,25-May-2025 04:37 PM,Rejected-Finance,"it was put into lottery in presence of the bidders where Manorama Trade Link, Prop-Aswini Kumar Acharya came as the winner",28-Oct-2025 03:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,Finance,.xls,Bills of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,,3,2924131,Debasish Mishra,19-May-2025 06:59 AM,Rejected-Finance,"it was put into lottery in presence of the bidders where Manorama Trade Link, Prop-Aswini Kumar Acharya came as the winner",28-Oct-2025 03:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,2936073,HIMANSHU SEKHAR PRADHAN,28-May-2025 11:31 AM,Rejected-Finance,"it was put into lottery in presence of the bidders where Manorama Trade Link, Prop-Aswini Kumar Acharya came as the winner",28-Oct-2025 03:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,2921290,HIMANSU KUMAR DAS,16-May-2025 05:59 PM,Rejected-Finance,"it was put into lottery in presence of the bidders where Manorama Trade Link, Prop-Aswini Kumar Acharya came as the winner",28-Oct-2025 03:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,2937481,KRISHNA CHANDRA NIMALU,28-May-2025 04:47 PM,Rejected-Finance,"it was put into lottery in presence of the bidders where Manorama Trade Link, Prop-Aswini Kumar Acharya came as the winner",28-Oct-2025 03:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,2930925,"MANORAMA TRADE LINK, PROP-ASWINI KUMAR ACHARYA",25-May-2025 02:19 PM,Accepted-AOC,it was put into lottery in presence of the bidders where Sri Sanjaya Kumar Panda came as the winner.,28-Oct-2025 04:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,2922504,PRABHAT KUMAR SAHU,27-May-2025 06:33 AM,Rejected-Finance,"it was put into lottery in presence of the bidders where Manorama Trade Link, Prop-Aswini Kumar Acharya came as the winner",28-Oct-2025 03:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,2937397,PRASHANTA KUMAR PANDA,28-May-2025 12:30 PM,Rejected-Technical,invalid license,05-Jul-2025 01:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,2938530,RAMKRUSHNA PRADHAN,28-May-2025 04:31 PM,Rejected-Technical,No experience,05-Jul-2025 01:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
