EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,700",No,fixed,,Nil,Nil,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Salapada,EE/MDL- 01(5)/ 2025-26,2025_CEMWR_114055_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,O/o EE Mechanical Division Laxmiposi,Office of the Executive Engineer Mechanical Division Laxmiposi Dist Mayurbhanj Pin-757107,02-Jun-2025 10:00 AM,10-Jun-2025 11:00 AM,02-Jun-2025 10:00 AM,09-Jun-2025 05:00 PM,NA ,NA ,02-Jun-2025 10:00 AM,09-Jun-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GSTIN, Res. Proof, Labour Licence, ESI Registration Certificate, and other document as per DTCN",Repair and maintenance of Gate and Hoist of Pokharia MIP under Minor irrigation Division Jashipur for the year 2025-26,Gate Works,Please refer Tender documents. ,NA ,"6,67,971",Mechanical Works,NA ,Tender,90.0,30.0,Rairangpur,757043.0,NA ,NA ,NA ,O/o EE Mechanical Division Laxmiposi,No ,No,AOC,Rajendra kumar Marndi,Internal,"EE, Estimator, DAO",RAJENDRA KUMAR MARNDI,30-Jul-2025 03:01 PM,finsummary_541739.pdf (317.51 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Salapada,2025_CEMWR_114055_1,EE/MDL- 01(5)/ 2025-26,Repair and maintenance of Gate and Hoist of Pokharia MIP under Minor irrigation Division Jashipur for the year 2025-26,1.0,2953119.0,M/S Abirvab Steel Product,INR,"567,841.748",Finance,All the Bid documents are downloaded.,RAJENDRA KUMAR MARNDI,18-Jun-2025 12:53 PM,,BOQ Comparative Chart,30-Jul-2025,"INR 567,841.748",30.0,RAJENDRA KUMAR MARNDI,17-Oct-2025 08:29 PM,Pokharia.pdf (937.00 KB),Mechanical Gate Works,1,2955322,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",07-Jun-2025 12:48 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 03:01 PM,Rajendra Kumar Marndi,Internal,"EE, Estimator, DAO",RAJENDRA KUMAR MARNDI,19-Jun-2025 03:29 PM,techsummary_541739.pdf (682.63 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2948115,LAXMIDHRA BHUYAN,07-Jun-2025 09:25 PM,Rejected-Technical,Documents are Not Furnished as per DTCN,19-Jun-2025 03:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2953119,M/S Abirvab Steel Product,09-Jun-2025 01:30 PM,Accepted-AOC,Selected by lottery,17-Oct-2025 08:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2948036,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,07-Jun-2025 05:00 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 03:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2953931,M/S Ashreebad Fabricators,08-Jun-2025 11:31 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 03:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2948002,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,07-Jun-2025 04:53 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 03:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2958081,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,09-Jun-2025 04:23 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 03:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2954977,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,06-Jun-2025 09:29 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 03:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2954993,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",07-Jun-2025 08:35 AM,Rejected-Finance,Not selected by lottery,30-Jul-2025 03:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2951947,M/s Pati Enterprises,08-Jun-2025 08:49 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 03:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2952831,M/S SAIKRUPA ENTERPRISERS (PROP.UMESH CHANDRA SWAIN),07-Jun-2025 06:15 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 03:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2954208,POOJARINI ENTERPRISERS,09-Jun-2025 02:57 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 03:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2949276,SPS INDUSTRY,07-Jun-2025 05:10 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 03:01 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2949295,SUSHIL KUMAR DAS,07-Jun-2025 05:19 PM,Rejected-Finance,Not selected by lottery,30-Jul-2025 03:01 PM,,,,,,,AOC
