S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,"22,591",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||TIGIRIA Block,TB-1/2025-26,2025_PRBTG_113810_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,BLOCK DEVELOPMENT OFFFICER TIGIRIA,AT/PO-PANCHAGAON PS-TIGIRIA,Const. of GPLF Office Building with Market Complex at Nizigarh G.P under Tigiria Block,Const. of GPLF Office Building with Market Complex at Nizigarh G.P under Tigiria Block,Please refer Tender documents. ,NA ,"22,59,138",Civil Works - Buildings,NA ,Tender,90.0,180.0,NIZIGARH,754030.0,NA ,NA ,NA ,O/o the Panchayat Samitit Tigiria,No ,No,24-May-2025 10:00 AM,10-Jun-2025 11:30 AM,24-May-2025 10:00 AM,09-Jun-2025 05:00 PM,NA ,NA ,24-May-2025 10:00 AM,09-Jun-2025 05:00 PM,"6,000",Nil,Nil,No,AOC,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||TIGIRIA Block,2025_PRBTG_113810_3,TB-1/2025-26,Const. of GPLF Office Building with Market Complex at Nizigarh G.P under Tigiria Block,Block Development Officer Tigiria,Internal,"BDO,AEE,AE,AO,JE",MONOSWINI DAS,24-Oct-2025 03:52 PM,finsummary_540980.pdf (898.66 KB),Finance,Accept,MONOSWINI DAS,16-Jun-2025 11:30 AM,,BOQ Comparative Chart,1.0,2941142.0,BINODANANDA MOHAPATRA,INR,"1,920,494",1,2941142,BINODANANDA MOHAPATRA,29-May-2025 05:51 PM,Accepted-AOC,Selected L1 Through Transparent Lottery System,24-Oct-2025 03:55 PM,24-Oct-2025,"INR 1,920,494",180.0,MONOSWINI DAS,24-Oct-2025 03:55 PM,AOC.pdf (1081.00 KB),Issue Work Order,"Monoswinidas, BDO",Internal,"BDO-Publisher,AEE-Creator,AE-Opener,AO-Member,JE-Evaluator",MONOSWINI DAS,19-Jun-2025 02:09 PM,techsummary_540980.pdf (313.58 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2954457,BISWAJIT SWAIN,06-Jun-2025 02:42 PM,Rejected-Finance,Through Transparent lottery,24-Oct-2025 03:52 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2957395,FALGUNI MOHANTY,09-Jun-2025 12:19 PM,Rejected-Finance,Through Transparent lottery,24-Oct-2025 03:52 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2945010,MANOJ KUMAR JENA,31-May-2025 07:25 PM,Rejected-Finance,Through Transparent lottery,24-Oct-2025 03:52 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2958158,M/S SIDHESWAR ENTERPRISES PROP.MANOJ KUMAR MOHAPATRA,09-Jun-2025 04:47 PM,Rejected-Finance,Through Transparent lottery,24-Oct-2025 03:52 PM,,,,,,,,,,,,,,AOC
