Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,11,2944078,DEBASMITA MISHRA,31-May-2025 10:40 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,12,2942207,DEVI PRASAD RANA,31-May-2025 12:09 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,13,2947626,DUKHISHYAMA MOHANTY,02-Jun-2025 07:29 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,14,2947533,FAKIR MOHAN DALEI,02-Jun-2025 12:15 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,15,2947857,FIDA HOSEN KHAN,02-Jun-2025 10:44 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,16,2947862,FIROZ KHAN,02-Jun-2025 12:00 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,17,2941295,GOBINDA CHANDRA BISWAL,30-May-2025 11:01 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,18,2942904,GYANA RANJAN DASH,31-May-2025 02:46 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,19,2947994,Gyanendra Dhar,02-Jun-2025 11:58 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,20,2947682,HARAPRIYA SAHOO,02-Jun-2025 03:59 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,21,2939754,JANARDAN NAYAK,29-May-2025 11:26 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,22,2949020,JITENDRA KUMAR DASH,02-Jun-2025 04:51 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,23,2943467,JYOTIRANJAN BEHERA,30-May-2025 09:14 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,24,2934414,KABIR KAHANR,27-May-2025 04:35 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,25,2941404,KRUPASINDHU BEHERA,30-May-2025 01:42 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,26,2945326,LARENS PARIDA,31-May-2025 04:46 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,27,2944667,MANAS RANJAN BEHERA,31-May-2025 06:49 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,28,2944169,MANORANJAN BEHERA,30-May-2025 08:18 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,29,2948887,PRABHU PRASAD PATI,02-Jun-2025 03:57 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,30,2945622,PRADIP KUMAR SAHOO,31-May-2025 08:26 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,31,2947635,PRADOSH DATTA PUHAN,02-Jun-2025 03:44 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,32,2941834,PRAKASH MOHAPATRA,29-May-2025 10:12 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,33,2945524,PRAMOD KUMAR CHOUDHURY,02-Jun-2025 01:49 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,34,2948786,PRASANT KUMAR GURU,02-Jun-2025 03:17 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,35,2939977,RABINDRA KUMAR MUDULI,29-May-2025 06:55 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,36,2948459,RABINDRA NATH SAHOO,02-Jun-2025 01:48 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,37,2947326,RADHAMADHAB SAHOO,01-Jun-2025 09:09 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,38,2942944,RAJESH KUMAR PARIDA,31-May-2025 08:03 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,39,2942273,RAJESH KUMAR PRADHAN,31-May-2025 12:00 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,40,2944716,RASMITA PRADHAN,31-May-2025 01:16 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,41,2943976,SAIFU KHAN,30-May-2025 06:12 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,42,2931479,SANJAYA KUMAR SAMAL,25-May-2025 12:53 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,43,2945554,SANJEET KUMAR BEHERA,31-May-2025 08:18 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,44,2944666,SARAT CHANDRA DALEI,31-May-2025 12:25 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,45,2944098,SARAT KUMAR BEHERA,31-May-2025 10:47 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,46,2944019,SAROJ KUMAR SAHOO,30-May-2025 07:02 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,47,2947538,SASMITA DALEI,02-Jun-2025 12:25 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,48,2948605,SAUBHAGYA RANJAN PRADHAN,02-Jun-2025 02:17 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,49,2945839,SUBASH CHANDRA ROUT,31-May-2025 09:55 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,50,2945546,SUBRATA KUMAR SINGH,01-Jun-2025 05:17 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,51,2944029,SUJIT KUMAR MISHRA,31-May-2025 10:34 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,52,2943934,SUNIL KUMAR SAHOO,30-May-2025 06:02 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,53,2944879,SURENDRA KUMAR PRADHAN,31-May-2025 02:37 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,54,2945663,SURYA KANTA RATHA,31-May-2025 07:58 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,55,2948200,Surya Narayan Dalabehera,02-Jun-2025 12:01 PM,Accepted-AOC,Successful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,56,2948687,SUSHANTA KUMAR KHATEI,02-Jun-2025 02:59 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,57,2943825,TANMAYA KUMAR PRADHAN,30-May-2025 09:23 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,58,2947373,TARESWAR LENKA,02-Jun-2025 12:36 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,AOC
