Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
22-Oct-2025,"INR 1,603,439",60.0,Pradeep Kumar Nayak,22-Oct-2025 06:17 PM,WO06119.pdf (927.00 KB),EO ME CP AE AEE,Internal,,Pradeep Kumar Nayak,22-Oct-2025 06:14 PM,techsummary_533270.pdf (861.56 KB),Finance,Tender opened successfully,Pradeep Kumar Nayak,27-Mar-2025 05:30 PM,,BOQ Comparative Chart,1.0,2868687.0,SUCHISMITA BISWAL,INR,"1,443,255.45",EO ME CP AE AEE,Internal,,Pradeep Kumar Nayak,22-Oct-2025 06:15 PM,finsummary_533270.pdf (861.56 KB),Municipal Bodies||Balasore Municipality,2025_ORULB_111643_119,BM_06_2024_25,Const. of Drain and Road from das babu House to Hemakapada Chhak (Mandal bagicha) in Ward No_07,1,2868983,Abhimanyu Patra,26-Mar-2025 12:13 PM,Rejected-Technical,L4,22-Oct-2025 06:14 PM,AOC,"16,034",Yes,percentage,1.0%,Nil,Nil,17-Mar-2025 05:00 PM,27-Mar-2025 11:00 AM,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,NA ,NA ,17-Mar-2025 05:00 PM,26-Mar-2025 05:00 PM,1.0,ICICI BANK,"Executive Officer, Balasore Municipality",Balasore Municipality Office,Const. of Drain and Road from das babu House to Hemakapada Chhak (Mandal bagicha) in Ward No_07,Const. of Drain and Road from das babu House to Hemakapada Chhak (Mandal bagicha) in Ward No_07,Please refer Tender documents. ,NA ,"16,03,439",Civil Works - Others,NA ,Tender,90.0,60.0,Balasore Municipality,756001.0,NA ,NA ,NA ,Balasore Municipality,No ,No,1.0,REVISED DTCN,Technical Bid,,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Municipal Bodies||Balasore Municipality,BM_06_2024_25,2025_ORULB_111643_119,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2868540,Ananta Nayak,25-Mar-2025 09:59 PM,Rejected-Technical,L5,22-Oct-2025 06:14 PM,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2867791,MANORAMA TAREI,26-Mar-2025 02:17 PM,Rejected-Technical,L2,22-Oct-2025 06:14 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2868962,MANORANJAN BEHERA,26-Mar-2025 12:59 PM,Rejected-Technical,L3,22-Oct-2025 06:14 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2868687,SUCHISMITA BISWAL,26-Mar-2025 04:10 PM,Accepted-AOC,WO,22-Oct-2025 06:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
