Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Construction of minor bridge at Ghatika Sahi of Gorakhpur G.P in Kashipur Block,Bridge work,Please refer Tender documents. ,NA ,"8,63,333",Civil Works - Bridges,NA ,Tender,90.0,60.0,Rayagada,765001.0,NA ,NA ,NA ,PA ITDA RAyagada,No ,No,"8,700",Yes,fixed,,Nil,Nil,16-Jun-2025 10:00 AM,27-Jun-2025 11:00 AM,16-Jun-2025 10:00 AM,26-Jun-2025 05:00 PM,16-Jun-2025 10:00 AM ,26-Jun-2025 05:00 PM ,16-Jun-2025 10:00 AM,26-Jun-2025 05:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of tender paper, EMD, PAN,GSTIN, Affidavit, Regd. Certificate, and other documents as per DTCN.",PA ITDA RAyagada,PA ITDA RAyagada,"4,000",0.0,Nil,Nil,No,ST and SC Development Deptt||ITDA Rayagada,ITDARGDA 02/2025-26,2025_STSCD_114473_31,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,PAITDA,Internal,JE AE AEE PA ITDA Rayagada,CHANDRAKANTA MAJHI,05-Oct-2025 07:09 PM,finsummary_543176.pdf (1764.29 KB),PAITDA,Internal,JE AE PA ITDA Rayagada,CHANDRAKANTA MAJHI,04-Oct-2025 06:58 PM,techsummary_543176.pdf (1764.29 KB),05-Oct-2025,"INR 733,919",60.0,CHANDRAKANTA MAJHI,05-Oct-2025 07:31 PM,Work_order_of_minor_bridge_at_Ghatika.pdf (381.00 KB),Letter No 1823 dated 26-09-2025 of PA ITDA Rayagada,1,2979816,CHANDAN CONSTRUCTION,25-Jun-2025 12:11 PM,Rejected-AOC,1st Lowest,05-Oct-2025 07:32 PM,ST and SC Development Deptt||ITDA Rayagada,2025_STSCD_114473_31,ITDARGDA 02/2025-26,Construction of minor bridge at Ghatika Sahi of Gorakhpur G.P in Kashipur Block,1.0,2973487.0,GOBINDA CHANDRA SAHU,INR,"733,919",Finance,Tender opened,CHANDRAKANTA MAJHI,04-Oct-2025 06:53 PM,finance_543176.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2979245,CHANDRAMA NAIK,24-Jun-2025 03:57 PM,Rejected-AOC,1st Lowest,05-Oct-2025 07:32 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2975252,DAYANIDHI NAIK,20-Jun-2025 06:03 PM,Rejected-AOC,1st Lowest,05-Oct-2025 07:32 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2977091,DEBASISH NAIK,21-Jun-2025 04:31 PM,Rejected-AOC,1st Lowest,05-Oct-2025 07:32 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2980280,DURJADHANA MAJHI,25-Jun-2025 08:32 PM,Rejected-AOC,1st Lowest,05-Oct-2025 07:32 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,2973487,GOBINDA CHANDRA SAHU,19-Jun-2025 01:15 PM,Accepted-AOC,1st Lowest selected through transparent lottery system,05-Oct-2025 07:32 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,2979709,HRUSHIKESH NAIK,25-Jun-2025 10:37 AM,Rejected-AOC,1st Lowest,05-Oct-2025 07:32 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,2977997,KAMAL LOCHAN NAIK,23-Jun-2025 11:17 AM,Rejected-AOC,1st Lowest,05-Oct-2025 07:32 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,2979145,PRIYANKA NAIK,24-Jun-2025 02:11 PM,Rejected-AOC,2nd Lowest,05-Oct-2025 07:32 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,2979908,RADHAKANTA KHARA (S.C),25-Jun-2025 01:21 PM,Rejected-AOC,1st Lowest,05-Oct-2025 07:32 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,11,2980340,RADHA KRUSHNA SAHU,25-Jun-2025 09:47 PM,Rejected-AOC,1st Lowest,05-Oct-2025 07:32 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,12,2979386,RAJESH BAG,25-Jun-2025 12:41 PM,Rejected-AOC,1st Lowest,05-Oct-2025 07:32 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,13,2980346,RASMITA SAHUKAR,25-Jun-2025 09:54 PM,Rejected-AOC,1st Lowest,05-Oct-2025 07:32 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,14,2979163,RATNAKAR NAIK,24-Jun-2025 05:47 PM,Rejected-AOC,1st Lowest,05-Oct-2025 07:32 PM,,,,,,,,,,,,,,,,AOC
