S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
1.0,2879189.0,AKASH BISSOI,INR,"1,741,228",Finance,lottery,Santosh Baghsingh,09-Oct-2025 12:05 PM,finance_534261.pdf,BOQ Comparative Chart,BDO,Internal,,Santosh Baghsingh,18-Oct-2025 11:46 AM,finsummary_534261.pdf (1570.94 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Koraput||KOTPAD Block,2025_PBKOT_111891_1,KPD/03/2025,CONSTRUCTION OF GPLF BUILDING AT BOBEYA,BDO,Internal,,Santosh Baghsingh,18-Oct-2025 11:41 AM,techsummary_534261.pdf (1570.94 KB),30-Oct-2025,"INR 1,741,228",180.0,Sandhya Samarath,30-Oct-2025 12:03 PM,GPLFBOBEYA.pdf (1569.00 KB),lottery,1,2879189,AKASH BISSOI,08-Apr-2025 05:41 PM,Accepted-AOC,lottery,30-Oct-2025 12:03 PM,AOC,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Koraput||KOTPAD Block,KPD/03/2025,2025_PBKOT_111891_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"20,500",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,BDO KOTPAD,BDO KOTPAD,CONSTRUCTION OF GPLF BUILDING AT BOBEYA,CONSTRUCTION OF GPLF BUILDING AT BOBEYA,Please refer Tender documents. ,NA ,"20,48,263",Civil Works - Buildings,NA ,Tender,180.0,180.0,BOBEYA,764058.0,NA ,NA ,NA ,BDO KOTPAD,No ,No,1.0,ICICI BANK,1.0,CHANGE OF CATEGORY,Technical Bid,,"6,000",Nil,Nil,No,24-Mar-2025 06:30 PM,10-Apr-2025 09:00 AM,24-Mar-2025 06:30 PM,08-Apr-2025 06:30 PM,NA ,NA ,24-Mar-2025 06:30 PM,08-Apr-2025 06:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2877094,BIJAYA KUMAR MADALA,05-Apr-2025 09:46 PM,Rejected-AOC,lottery,30-Oct-2025 12:03 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2878568,LAXMI NARAYAN BISSOI,08-Apr-2025 01:46 AM,Rejected-AOC,lottery,30-Oct-2025 12:03 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,TENDER NOTICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2877621,M/S SANJAYA KUMAR NAIK,07-Apr-2025 08:31 AM,Rejected-AOC,lottery,30-Oct-2025 12:03 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2877006,PADMAN BISOI,05-Apr-2025 08:01 PM,Rejected-AOC,lottery,30-Oct-2025 12:03 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2878557,PRASANTA KUMAR PATTNAIK,08-Apr-2025 10:01 AM,Rejected-AOC,lottery,30-Oct-2025 12:03 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2877609,SUJATA RANI PATNAIK,07-Apr-2025 07:33 AM,Rejected-AOC,lottery,30-Oct-2025 12:03 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2871917,SWAPNA BISOI,28-Mar-2025 02:13 PM,Rejected-AOC,lottery,30-Oct-2025 12:03 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2878030,TUSHAR BISOI,08-Apr-2025 02:12 PM,Rejected-AOC,lottery,30-Oct-2025 12:03 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
