Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bolangir,OLIC-BLGR-01/2025-26,2025_OLIC_114438_24,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Revival of Lafer-II and III defunct L.I.Projects under Saintala Block (State Plan Fund),Revival of Lafer-II and III defunct L.I.Projects under Saintala Block (State Plan Fund),Please refer Tender documents. ,NA ,"26,02,850",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,BALANGIR,767002.0,NA ,NA ,NA ,"O/O. the E.E., L.I. Division, Balangir",No ,No,"E.E., L.I. Division, Balangir","O/O. the E.E., L.I. Division, Balangir",1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTIN, AFFIDAVIT, EMD, PAPER COST, NO RELATION CERTIFICATE AND OTHER DOCUMENTS AS PER DTCN",1.0,ICICI BANK,"26,029",Yes,percentage,1.0%,Nil,Nil,17-Jun-2025 11:00 AM,25-Jun-2025 11:00 AM,17-Jun-2025 11:00 AM,24-Jun-2025 05:00 PM,17-Jun-2025 11:00 AM ,23-Jun-2025 05:00 PM ,17-Jun-2025 11:00 AM,24-Jun-2025 05:00 PM,"7,080",0.0,Nil,Nil,No,AOC,10-Oct-2025,"INR 2,602,850",90.0,APARNA MISHRA,10-Oct-2025 07:34 AM,24.pdf (1011.00 KB),Success on Lottery System,1,2976591,ANKIT KUMAR AGRAWAL,21-Jun-2025 05:08 PM,Rejected-Finance,Unsuccess on Lottery System,10-Oct-2025 07:30 AM,EE,Internal,EE and others,APARNA MISHRA,10-Oct-2025 07:21 AM,techsummary_543079.pdf (365.65 KB),EE,Internal,EE and others,APARNA MISHRA,10-Oct-2025 07:30 AM,finsummary_543079.pdf (199.88 KB),Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bolangir,2025_OLIC_114438_24,OLIC-BLGR-01/2025-26,Revival of Lafer-II and III defunct L.I.Projects under Saintala Block (State Plan Fund),1.0,2975920.0,KAPIL KUMAR JAIN,INR,"2,212,683",Finance,11 Nos. Bidders participated,APARNA MISHRA,28-Sep-2025 10:41 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2979132,ANTARYAMEE SAI,24-Jun-2025 02:14 PM,Rejected-Finance,Unsuccess on Lottery System,10-Oct-2025 07:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2978633,BIJAYA KUMAR JAIN,24-Jun-2025 12:22 PM,Rejected-Finance,Unsuccess on Lottery System,10-Oct-2025 07:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2975920,KAPIL KUMAR JAIN,21-Jun-2025 07:34 PM,Accepted-AOC,Success on Lottery System,10-Oct-2025 07:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2976061,KARAN JAIN,21-Jun-2025 09:19 PM,Rejected-Finance,Unsuccess on Lottery System,10-Oct-2025 07:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2976347,MS Shree Shyam and Co,23-Jun-2025 12:29 PM,Rejected-Finance,Unsuccess on Lottery System,10-Oct-2025 07:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2977437,Nikhil Indoria,22-Jun-2025 01:05 PM,Rejected-Finance,Unsuccess on Lottery System,10-Oct-2025 07:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2978044,NILESH KUMAR JAIN,23-Jun-2025 09:15 PM,Rejected-Finance,Unsuccess on Lottery System,10-Oct-2025 07:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2979258,RATHA MEHER,24-Jun-2025 04:18 PM,Rejected-Finance,Unsuccess on Lottery System,10-Oct-2025 07:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2978145,REBATI RAMAN SAHU,23-Jun-2025 05:06 PM,Rejected-Finance,Unsuccess on Lottery System,10-Oct-2025 07:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
