Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"6,000",0.0,Nil,Nil,No,"41,700",Yes,fixed,,Nil,Nil,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Puri Irr Division,Puri",EPROCUREMENT TENDER CALL NOTICE PID01 OF 2025-26,2025_CELBB_112841_64,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDERPAPERCOST,EMD,RC,PAN,ACTIVEGSTIN,NRC,AFFIDAVIT FOR EACHWORK,ANY OTHER DOCUMENT ASPER DTCN",1.0,ICICI BANK,"SE, Puri Irrigation Division, Puri","O/O THE SUPERINTENDING ENGINEER, PURI IRRIGATION DIVISION, PURI AT, DELTA COLONY, SECHAN VIHAR, SHREE VIHAR, PURI 752003","PID-64, Restoration to Bhargavi left embankment from RD 54.123Km. to 54.468Km. and RD 55.820Km. to 56.00Km.",Restoration to Bhargavi left embankment from RD 54.123Km. to 54.468Km. and RD 55.820Km. to 56.00Km.,Please refer Tender documents. ,NA ,"41,68,540",Civil Works - Others,RIVER ,Tender,90.0,180.0,PURI,752003.0,NA ,NA ,NA ,"O/o SE, Puri Irrigation Division, Puri",No ,No,29-Apr-2025 10:30 AM,14-May-2025 11:00 AM,29-Apr-2025 10:30 AM,13-May-2025 05:30 PM,29-Apr-2025 10:30 AM ,13-May-2025 05:30 PM ,29-Apr-2025 10:30 AM,13-May-2025 05:30 PM,AOC,ER. AMIYA KUMAR SETH,Internal,"Er. Amiya Kumar Seth, SE, Mrs. Shatabdi Choudhury, AEE (Estimator), Sri Manoj Kumar Chudhury, DAO-I, Sri Himansu Sekhar Mandhata, AE (Estimator) in charge",Shatabdi Choudhury,24-Jul-2025 05:25 PM,techsummary_537767.pdf (447.33 KB),ER. AMIYA KUMAR SETH,Internal,"Er. Amiya Kumar Seth, SE, Mrs. Shatabdi Choudhury, AEE (Estimator), Sri Manoj Kumar Chudhury, DAO-I, Sri Himansu Sekhar Mandhata, AE (Estimator) in charge",Shatabdi Choudhury,24-Jul-2025 06:31 PM,finsummary_537767.pdf (447.33 KB),Finance,All the bidders are valid bidders,Shatabdi Choudhury,16-Jul-2025 12:41 PM,finance_537767.pdf,BOQ Comparative Chart,1.0,2911718.0,PYARI MOHAN JENA,INR,"3,543,675","CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Puri Irr Division,Puri",2025_CELBB_112841_64,EPROCUREMENT TENDER CALL NOTICE PID01 OF 2025-26,"PID-64, Restoration to Bhargavi left embankment from RD 54.123Km. to 54.468Km. and RD 55.820Km. to 56.00Km.",1,2914975,CHITTARANJAN MISHRA,13-May-2025 03:42 PM,Rejected-AOC,reject,13-Oct-2025 06:30 PM,25-Aug-2025,"INR 4,168,540",180.0,AMIYA KUMAR SETH,13-Oct-2025 06:30 PM,PID64339P1202526.pdf (597.00 KB),aoc,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2913444,DIPTI PRASAD DASH,12-May-2025 06:03 PM,Rejected-AOC,reject,13-Oct-2025 06:30 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2912060,MAHESWAR SAHOO,12-May-2025 10:46 AM,Rejected-AOC,reject,13-Oct-2025 06:30 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2912783,PRAMOD KUMAR PARIDA,12-May-2025 07:42 PM,Rejected-AOC,reject,13-Oct-2025 06:30 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2911718,PYARI MOHAN JENA,11-May-2025 09:09 AM,Accepted-AOC,win the transparent lottery,13-Oct-2025 06:30 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2914604,RAJESH MOHANTY,12-May-2025 10:56 PM,Rejected-AOC,reject,13-Oct-2025 06:30 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2910853,RAM SANKAR MOHANTY,10-May-2025 12:54 PM,Rejected-AOC,Reject,13-Oct-2025 06:30 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2906050,RANJAN KUMAR PRADHAN,08-May-2025 04:41 AM,Rejected-AOC,Reject,13-Oct-2025 06:30 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2914211,RUPALIN BISWAL,12-May-2025 09:20 PM,Rejected-AOC,reject,13-Oct-2025 06:30 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2910385,SAMBIT KUMAR DAS,10-May-2025 09:26 PM,Rejected-AOC,Reject,13-Oct-2025 06:30 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2909726,Shankar Pujari,10-May-2025 04:30 PM,Rejected-AOC,Reject,13-Oct-2025 06:30 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2914143,SOUMYARANJAN NAYAK,13-May-2025 10:13 AM,Rejected-AOC,reject,13-Oct-2025 06:30 PM,,,,,,,,AOC
