Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
01-Aug-2025 10:00 AM,12-Aug-2025 12:00 PM,01-Aug-2025 10:00 AM,11-Aug-2025 05:30 PM,01-Aug-2025 10:00 AM ,11-Aug-2025 05:30 PM ,01-Aug-2025 10:00 AM,11-Aug-2025 05:30 PM,"6,000",0.0,Nil,Nil,No,"ADDL.CHIEF ENGINEER, MECHANICAL CIRCLE,BHUBANESWAR","O/O THE ADDL.CHIEF ENGINEER, MECHANICAL CIRCLE,BHUBANESWAR, DELTA SQUARE","Fabrication supply, transportation and erection sluice gate of Dahikhia, Binjhapur Block Under MI. Division, Jajpur for the year 2025-26.","Fabrication supply, transportation and erection sluice gate of Dahikhia, Binjhapur Block Under MI. Division, Jajpur for the year 2025-26.",Please refer Tender documents. ,NA ,"19,48,401",Mechanical Works,NA ,Tender,90.0,60.0,"BINJHARPUR BLOCK, JAJPUR",755004.0,NA ,NA ,NA ,BHUBANESWAR,No ,No,1.0,ICICI BANK,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,ACEM/MDC-29/2025-26,2025_CEMWR_116286_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"19,500",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN",AOC,"ADDL. CHIEF ENGINEER, MECHANICAL CIRCLE, BHUBANESWAR",Internal,,KISHORE KUMAR BEHERA,18-Sep-2025 05:07 PM,finsummary_547898.pdf (475.36 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,2025_CEMWR_116286_1,ACEM/MDC-29/2025-26,"Fabrication supply, transportation and erection sluice gate of Dahikhia, Binjhapur Block Under MI. Division, Jajpur for the year 2025-26.",1.0,3020063.0,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,INR,"1,656,336",Finance,ALL BID DOCUMENTS ARE DOWNLOADED.,KISHORE KUMAR BEHERA,13-Aug-2025 12:12 PM,,BOQ Comparative Chart,19-Sep-2025,"INR 1,656,336",60.0,KISHORE KUMAR BEHERA,24-Oct-2025 11:44 AM,aocmdc29.pdf (114.00 KB),1,3031498,ABHISEKH ENTERPRISERS,11-Aug-2025 02:45 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 05:07 PM,"ADDL. CHIEF ENGINEER, MECHANICAL CIRCLE, BHUBANESWAR",Internal,,KISHORE KUMAR BEHERA,18-Sep-2025 11:03 AM,techsummary_547898.pdf (554.47 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3027458,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",07-Aug-2025 07:01 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 05:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3024273,BANASHREE BHUYAN,10-Aug-2025 09:41 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 05:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3024168,LAXMIDHRA BHUYAN,10-Aug-2025 10:52 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 05:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3024133,M/S Abirvab Steel Product,11-Aug-2025 12:16 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 05:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3020082,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,09-Aug-2025 09:11 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 05:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3022855,M/S Ashreebad Fabricators,11-Aug-2025 04:00 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 05:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3020063,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,09-Aug-2025 09:04 PM,Accepted-AOC,WINNER OF THE LOTTERY,24-Oct-2025 11:45 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3031202,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,11-Aug-2025 01:48 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 05:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3029098,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,09-Aug-2025 07:58 AM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 05:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3029072,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",08-Aug-2025 11:02 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 05:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3025718,M/S SHREE INDUSTRIES,08-Aug-2025 05:55 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 05:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3031286,ORIFEB INDUSTRIES,11-Aug-2025 02:08 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 05:07 PM,,,,,,,AOC
