Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Papter Cost, EMD, GST, PAN Affidavit, RC and Other documents as per DTCN","BDO, Telkoi","BDO Telkoi, Dist-Keonjhar","6,000",Nil,Nil,No,16-Jul-2025 10:00 AM,02-Aug-2025 11:00 AM,16-Jul-2025 10:00 AM,30-Jul-2025 03:00 PM,NA ,NA ,16-Jul-2025 10:00 AM,30-Jul-2025 03:00 PM,Construction of GPLF Building with Market complex at GP Level Khuntapada GP,Construction of GPLF Building with Market complex at GP Level Khuntapada GP,Please refer Tender documents. ,NA ,"24,17,950",Civil Works - Buildings,NA ,Tender,90.0,180.0,Telkoi Block of Keonjhar District,758001.0,NA ,NA ,NA ,"Conference Hall of BDO, Keonjhar",No ,No,"24,180",Yes,fixed,,Nil,Nil,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Keonjhar||TELKOI Block,Tender Call Notice No. 01_2025_26,2025_PRBTK_115610_5,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,27-Oct-2025,"INR 2,055,500.58",180.0,Purna Chandra Naik,27-Oct-2025 05:06 PM,Award.pdf (1452.00 KB),1,3017692,AJIT KUMAR SAHU,30-Jul-2025 12:10 PM,Rejected-AOC,Dis qualified,27-Oct-2025 05:07 PM,BDO Telkoi,Internal,,Purna Chandra Naik,27-Oct-2025 05:00 PM,techsummary_546132.pdf (1451.74 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Keonjhar||TELKOI Block,2025_PRBTK_115610_5,Tender Call Notice No. 01_2025_26,Construction of GPLF Building with Market complex at GP Level Khuntapada GP,BDO Telkoi,Internal,,Purna Chandra Naik,27-Oct-2025 05:04 PM,finsummary_546132.pdf (1451.74 KB),Finance,20 nos bidders,Parsuram Naik,07-Aug-2025 05:43 PM,,BOQ Comparative Chart,1.0,3016447.0,LAMBODARA MAHANTA,INR,"2,055,500.58",AOC
,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,2,3015224,ARUN KUMAR PRADHAN,28-Jul-2025 06:58 PM,Rejected-AOC,Dis qualified,27-Oct-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3017467,BASANTA KUMAR MAHANTA,30-Jul-2025 10:37 AM,Rejected-AOC,Dis qualified,27-Oct-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3015240,BENUDHAR SAMAL,28-Jul-2025 03:36 PM,Rejected-AOC,Dis qualified,27-Oct-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3016625,BIKASH KHUNTIA,29-Jul-2025 02:16 PM,Rejected-AOC,Dis qualified,27-Oct-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3014343,BINAPANI BISWAL,30-Jul-2025 09:15 AM,Rejected-AOC,Dis qualified,27-Oct-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3018036,BINAYA KUMAR SAHU,30-Jul-2025 01:58 PM,Rejected-AOC,Dis qualified,27-Oct-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3017217,CHHEDILAL KATARUKA,30-Jul-2025 09:59 AM,Rejected-AOC,Dis qualified,27-Oct-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3014857,DAYANIDHI NAYAK,28-Jul-2025 04:37 PM,Rejected-AOC,Dis qualified,27-Oct-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3017023,HEMANANDA PRADHAN,29-Jul-2025 06:23 PM,Rejected-AOC,Dis qualified,27-Oct-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
