Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,000",0.0,Nil,Nil,No,26-May-2025 11:00 AM,09-Jun-2025 11:00 AM,26-May-2025 11:00 AM,06-Jun-2025 05:00 PM,26-May-2025 11:00 AM ,31-May-2025 05:00 PM ,26-May-2025 11:00 AM,06-Jun-2025 05:00 PM,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Boudh Irr Divn Boudh",EEBOD-02/25-26,2025_CEBMT_113627_17,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,Flood protection work at the right bank of river Salki within RD 18000M to 19000m near Jagannath banaprakalpa of village Girasinga.,Flood protection,Please refer Tender documents. ,NA ,"29,32,000",Civil Works - Others,NA ,Tender,90.0,180.0,Boudh,762014.0,NA ,NA ,NA ,"o/o Executive Engineer,Boudh Irr.Division,Boudh",No ,No,"29,330",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost,PAN, GST, Contractor RC, Affidavit",Executive engineer,"o/o Executive Engineer,Boudh Irr.Division,Boud",1.0,ICICI BANK,AOC,executive engineer,Internal,,BISHNUPRIYA DEHURI,08-Jul-2025 07:43 PM,finsummary_540727.pdf (1302.41 KB),executive engineer,Internal,,BISHNUPRIYA DEHURI,06-Jul-2025 06:25 PM,techsummary_540727.pdf (1441.98 KB),"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Boudh Irr Divn Boudh",2025_CEBMT_113627_17,EEBOD-02/25-26,Flood protection work at the right bank of river Salki within RD 18000M to 19000m near Jagannath banaprakalpa of village Girasinga.,1.0,2951258.0,SUMAN KUMAR ROUT,INR,"2,492,568",1,2952995,ASHUTOSH BADAMALI,05-Jun-2025 04:30 PM,Rejected-Finance,not found l1in the lottery process,08-Jul-2025 07:43 PM,14-Aug-2025,"INR 2,492,568",180.0,BISHNUPRIYA DEHURI,09-Oct-2025 12:22 PM,Suman.pdf (1127.00 KB),Finance,tender to be open 09.06.2025,BISHNUPRIYA DEHURI,19-Jun-2025 04:17 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Financial,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,2954459,ASHUTOSH MAHAPATRA,06-Jun-2025 02:34 PM,Rejected-Finance,not found l1in the lottery process,08-Jul-2025 07:43 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2953872,ASTAMA NAIK,06-Jun-2025 10:36 AM,Rejected-Finance,not found l1in the lottery process,08-Jul-2025 07:43 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2954663,ASWINI KUMAR PRADHAN,06-Jun-2025 04:19 PM,Rejected-Finance,not found l1in the lottery process,08-Jul-2025 07:43 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2948222,BABITA MEHER,02-Jun-2025 11:52 PM,Rejected-Finance,not found l1in the lottery process,08-Jul-2025 07:43 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2954548,BIBHU DATTA PANIGRAHI,06-Jun-2025 03:21 PM,Rejected-Finance,not found l1in the lottery process,08-Jul-2025 07:43 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2954123,Binod Kumar Mishra,06-Jun-2025 02:12 PM,Rejected-Finance,not found l1in the lottery process,08-Jul-2025 07:43 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2951015,BISWAJIT SAHOO,05-Jun-2025 11:40 AM,Rejected-Finance,not found l1in the lottery process,08-Jul-2025 07:43 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2953700,Biswambhar karna,06-Jun-2025 12:09 PM,Rejected-Finance,not found l1in the lottery process,08-Jul-2025 07:43 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2949710,Biswanath Patra,06-Jun-2025 03:35 PM,Rejected-Finance,not found l1in the lottery process,08-Jul-2025 07:43 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,2950621,Biswaranjan Nayak,05-Jun-2025 09:53 AM,Rejected-Finance,not found l1in the lottery process,08-Jul-2025 07:43 PM,,,,,,,,,,,,,AOC
