Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, Valid Regd. Certificate, GST, PAN, Affidavit, work Experience and other",PHEO||SEPH-CIRCLE-CUTTACK||PH Division Angul,16 OF 2025-26,2025_PHEO_117641_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1,ICICI BANK,SUPERINTENDING ENGINEER PH DIVISION ANGUL,ANGUL PH DIVISION ANGUL PH No 06764296431,"Provision of DG backup at different pump house/ pumping stations at Dhenkanal, Kamakhyanagar, Bhuban and Hindol","Provision of DG backup at different pump house/ pumping stations at Dhenkanal, Kamakhyanagar, Bhuban and Hindol",Please refer Tender documents. ,NA ,"80,75,000",Civil Works - Water Works,NA ,Tender,90.0,60.0,DHENKANAL,759001.0,NA ,NA ,NA ,ANGUL,No ,No,04-Sep-2025 12:00 PM,15-Sep-2025 11:00 AM,04-Sep-2025 12:00 PM,12-Sep-2025 05:00 PM,NA ,NA ,04-Sep-2025 12:00 PM,12-Sep-2025 05:00 PM,18-Sep-2025 11:00 AM,"80,750",Yes,fixed,,Nil,Nil,AOC,Technical,The validity of tenders depends on the result of scrutiny of the scanned documents submitted by the tenderers online.,Prasanta Behera,15-Sep-2025 11:12 AM,,1,3077371,ABC CONSTRUCTIONS,12-Sep-2025 01:25 PM,Accepted-AOC,L1 bidder,09-Oct-2025 12:12 PM,Finance,"After qualifying in the technical Bid, the financial bid is opened and down loaded for comparison.",Prasanta Behera,18-Sep-2025 11:29 AM,,BOQ Comparative Chart,Er Prasanta Behera,Internal,"Er Prasanta Behera, Superintending Engineer, P.H. Division, Angul, Kapilendra Behera, Sr.D.A.O., Er. Rajkishore Bhumij, E.E. Estimator",Raj Kishore Bhumij,08-Oct-2025 11:41 AM,finsummary_551341.pdf (399.92 KB),09-Oct-2025,"INR 6,864,729",60.0,Prasanta Behera,09-Oct-2025 12:12 PM,Work_order_DG.pdf (430.00 KB),Er Prasanta Behera,Internal,"Er Prasanta Behera, Superintending Engineer, P.H. Division, Angul, Kapilendra Behera, Sr.D.A.O., Er. Rajkishore Bhumij, E.E. Estimator",Prasanta Behera,17-Sep-2025 07:26 PM,18-Sep-2025 11:00 AM,techsummary_551341.pdf (402.06 KB),1.0,3077371.0,ABC CONSTRUCTIONS,INR,"6,864,729",PHEO||SEPH-CIRCLE-CUTTACK||PH Division Angul,2025_PHEO_117641_1,16 OF 2025-26,"Provision of DG backup at different pump house/ pumping stations at Dhenkanal, Kamakhyanagar, Bhuban and Hindol",AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2,3077062,RM ENTERPRISES,12-Sep-2025 08:35 AM,Rejected-AOC,L2 bidder,09-Oct-2025 12:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
