Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"2,000",0.0,Nil,Nil,No,Superintending Engineer,"RURAL WORKS DIVISION, KUCHINDA",S/R to Sub-Inspector Office Building at Govindpur Excise Deptt. for the year 2025-26.,S/R to Sub-Inspector Office Building at Govindpur Excise Deptt. for the year 2025-26.,NA ,NA ,"2,54,234",Civil Works - Buildings,NA ,Tender,90.0,30.0,Kuchinda,768222.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, KUCHINDA",No ,No,"2,542",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, GSTIN. PAN, RC, AFFIDAVIT, DOCUMENT AS PER DTCN",05-Sep-2025 11:00 AM,16-Sep-2025 11:00 AM,05-Sep-2025 11:00 AM,15-Sep-2025 05:00 PM,05-Sep-2025 11:00 AM ,13-Sep-2025 05:00 PM ,05-Sep-2025 11:00 AM,15-Sep-2025 05:00 PM,1.0,ICICI BANK,CE RW I||RWCIRCLE-SAMBALPUR||RW Division Kuchinda,Online Tender 03 RWD Kuchinda 2025 26,2025_CERWI_117696_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,CE RW I||RWCIRCLE-SAMBALPUR||RW Division Kuchinda,2025_CERWI_117696_1,Online Tender 03 RWD Kuchinda 2025 26,S/R to Sub-Inspector Office Building at Govindpur Excise Deptt. for the year 2025-26.,Superintending Engineer,Internal,"Divisional Accounts Officer, JE Estimators",Debarsi Naik,23-Sep-2025 01:27 PM,finsummary_551491.pdf (349.95 KB),Finance,Bid Opened,Debarsi Naik,17-Sep-2025 03:49 PM,finance_551491.pdf,BOQ Comparative Chart,1.0,3079039.0,PUJARANI SAMAL,INR,"216,124",1,3080310,BHESAJA KUMAR PATTA,15-Sep-2025 01:22 AM,Rejected-AOC,Rejected,29-Oct-2025 12:38 PM,22-Oct-2025,"INR 216,124",30.0,Debarsi Naik,29-Oct-2025 12:37 PM,7068.pdf (659.00 KB),AOC,Superintending Engineer,Internal,Divisional Accounts officer JE Estimator,Debarsi Naik,23-Sep-2025 12:07 PM,techsummary_551491.pdf (349.95 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3079515,BINAPANI PATEL,14-Sep-2025 01:38 PM,Rejected-AOC,Rejected,29-Oct-2025 12:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3078184,Binata Pandey,14-Sep-2025 06:54 AM,Rejected-AOC,Rejected,29-Oct-2025 12:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3080220,BISHAL AGRAWAL,15-Sep-2025 02:02 AM,Rejected-AOC,Rejected,29-Oct-2025 12:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3077720,DEBENDRA KISAN,12-Sep-2025 03:22 PM,Rejected-AOC,Rejected,29-Oct-2025 12:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3079735,MAHAKUL CONSTRUCTION,14-Sep-2025 05:12 PM,Rejected-AOC,Rejected,29-Oct-2025 12:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3080116,MOHAMMAD GULAM GOUS,14-Sep-2025 09:48 PM,Rejected-AOC,Rejected,29-Oct-2025 12:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3073777,PRASANTA KUMAR DAS,10-Sep-2025 01:08 PM,Rejected-AOC,Rejected,29-Oct-2025 12:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3079039,PUJARANI SAMAL,14-Sep-2025 10:35 AM,Accepted-AOC,Accepted through transparent lottery process,29-Oct-2025 12:38 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3072673,RAJESH KUMAR PATEL,09-Sep-2025 07:35 PM,Rejected-AOC,Rejected,29-Oct-2025 12:38 PM,,,,,,,,,,,,,,AOC
