S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,3043382.0,ABINASH BHOI,INR,"5,063,236",Executive Engineer,Internal,"EE,DAO,AEE Estimator,AE Estimator",Kumarmani Kishan,18-Oct-2025 11:51 AM,finsummary_549626.pdf (192.45 KB),Technical,ok,Sunanda Kisan,02-Sep-2025 11:46 AM,,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-BARGARH,2025_CERWI_116987_1,ONLINE-BGH-05,Construction of staff quarter and boundary wall at Govt Ayurvedic dispensary Building at Urdhuna,Finance,ok,Sunanda Kisan,08-Sep-2025 12:32 PM,,BOQ Comparative Chart,EXECUTIVE ENGINEER,Internal,,Sunanda Kisan,07-Sep-2025 01:07 PM,08-Sep-2025 11:00 AM,techsummary_549626.pdf (192.40 KB),18-Oct-2025,"INR 5,063,236",365.0,Kumarmani Kishan,18-Oct-2025 12:03 PM,x.pdf (501.00 KB),1,3043382,ABINASH BHOI,21-Aug-2025 12:34 PM,Accepted-AOC,Successful Bidder,18-Oct-2025 12:03 PM,AOC,18-Aug-2025 06:00 PM,02-Sep-2025 11:00 AM,18-Aug-2025 06:00 PM,30-Aug-2025 05:00 PM,18-Aug-2025 06:00 PM ,30-Aug-2025 04:00 PM ,18-Aug-2025 06:00 PM,30-Aug-2025 05:00 PM,08-Sep-2025 11:00 AM,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-BARGARH,ONLINE-BGH-05,2025_CERWI_116987_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Executive Engineer,"RURAL WORKS DIVISION, BARAGARH",Construction of staff quarter and boundary wall at Govt Ayurvedic dispensary Building at Urdhuna,Construction of staff quarter and boundary wall at Govt Ayurvedic dispensary Building at Urdhuna,NA ,NA ,"59,56,048",Civil Works - Buildings,NA ,Tender,90.0,365.0,Bargarh,768028.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BARAGARH",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Registration Certificate, PAN Card, Valid GSTIN, Affidavit, No Relation Certificate As per DTCN.","59,560",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3053780,GITANJALI PRADHAN,29-Aug-2025 10:41 AM,Rejected-AOC,Unsuccessful Bidder,18-Oct-2025 12:03 PM,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3051127,Kishor Chandra Beher,27-Aug-2025 12:49 PM,Rejected-AOC,Unsuccessful Bidder,18-Oct-2025 12:03 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3055845,SAHEBA RAM DANSANA,30-Aug-2025 12:48 PM,Rejected-AOC,L5,18-Oct-2025 12:03 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3056145,SOMANATH MEHER,30-Aug-2025 01:49 PM,Rejected-AOC,Unsuccessful Bidder,18-Oct-2025 12:03 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
