Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,chart comparission,Dhanraj Hanumant Dhamdhere,21-Jul-2025 05:55 PM,finance_545135.pdf,BOQ Comparative Chart,10-Oct-2025,"INR 800,871",150.0,Dhanraj Hanumant Dhamdhere,11-Oct-2025 12:02 PM,10.pdf (57.00 KB),Work order issue to L1 bidder selected through Lottery,1,3002317,Akshyaya Kumar Pattnaik,17-Jul-2025 04:29 PM,Rejected-AOC,Not Selected,11-Oct-2025 12:02 PM,Forest Environment and Climate Change Department||RCCF Rourkela||DFO Keonjhar,2025_DFOKJ_115123_10,FEnCC-DFOT KJR-01_2025-26,"Construction of Water Body near Krushnapur, Kalikaprasad RF of Champua Range",1.0,2996609.0,TRILOCHAN MAHANTA,INR,"800,871","Dhanraj HD, IFS",Internal,"Jyotirmaya Suar,, Jr Assistant, Narayan Panda, Ic head clark, Ashok Das, ACF, Sudipta Kumar Panda, ACF",Ashok Kumar Das,09-Sep-2025 06:26 PM,techsummary_545135.pdf (4549.89 KB),"Dhanraj HD, IFS",Internal,"Jyotirmaya Suar,, Jr Assistant, Narayan Panda, Ic head clark, Ashok Das, ACF, Sudipta Kumar Panda, ACF",Ashok Kumar Das,09-Sep-2025 06:43 PM,finsummary_545135.pdf (3882.16 KB),AOC,Forest Environment and Climate Change Department||RCCF Rourkela||DFO Keonjhar,FEnCC-DFOT KJR-01_2025-26,2025_DFOKJ_115123_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",Nil,Nil,No,Divisional Forest Officer,At/Po/Dist- Keonjhar-758001,08-Jul-2025 10:00 AM,18-Jul-2025 10:00 AM,08-Jul-2025 10:00 AM,17-Jul-2025 05:00 PM,08-Jul-2025 10:00 AM ,17-Jul-2025 05:00 PM ,08-Jul-2025 10:00 AM,17-Jul-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,"Construction of Water Body near Krushnapur, Kalikaprasad RF of Champua Range","Construction of Water Body near Krushnapur, Kalikaprasad RF of Champua Range under OMBADC",Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,120.0,150.0,Kalikaprasad RF of Champua Range,758041.0,NA ,NA ,NA ,O/o the Divisional Forest Officer Keonjhar Divisio,No ,No,1.0,ICICI BANK,"8,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,2,3001721,ANIL NAIK,17-Jul-2025 12:01 PM,Rejected-AOC,Not Selected,11-Oct-2025 12:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC
,,,,,,,,,,,,,3,3002231,BASANTI JENA,17-Jul-2025 04:00 PM,Rejected-AOC,Not Selected,11-Oct-2025 12:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3002395,BHARAT CHANDRA MOHANTA,17-Jul-2025 03:26 PM,Rejected-AOC,Not Selected,11-Oct-2025 12:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2994986,BISHNUPRASAD JENA,11-Jul-2025 10:37 AM,Rejected-AOC,Not Selected,11-Oct-2025 12:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2999687,CHAITANYA PANDIT,17-Jul-2025 02:28 PM,Rejected-AOC,Not Selected,11-Oct-2025 12:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3002034,CHANDRA SEKHAR MOHANTA,17-Jul-2025 12:38 PM,Rejected-AOC,Not Selected,11-Oct-2025 12:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3000801,DIPAK PRADHAN,16-Jul-2025 12:52 PM,Rejected-AOC,Not Selected,11-Oct-2025 12:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3000902,JIBAN JYOTI BEJ,16-Jul-2025 01:15 PM,Rejected-AOC,Not Selected,11-Oct-2025 12:02 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3000834,LATIKA DEHURY,16-Jul-2025 01:09 PM,Rejected-Technical,dis-qualified,09-Sep-2025 06:26 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
