S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,Improvement of Khuntuni truck association to Khuntuni bus stand road from 0/000 km to 1/146 km in the District of Cuttack under State Plan for the year 2025-26,Improvement of Khuntuni truck association to Khuntuni bus stand road from 0/000 km to 1/146 km in the District of Cuttack under State Plan for the year 2025-26,Please refer Tender documents ,NA ,"1,68,73,388",Civil Works - Roads,NA ,Tender,90.0,180.0,Choudwar,754025.0,NA ,NA ,NA ,CCE Dhenkanal R and B Circle Dhenkanal,No ,No,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL,CCE DKL R and B/04-2025-26,2025_EICCL_115200_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"GSTIN, EMD, PAN, Valid RC",CCE Dhenkanal R and B Circle Dhenkanal,CCE Dhenkanal R and B Circle Dhenkanal,"10,000",0.0,Nil,Nil,No,"1,69,000",Yes,fixed,,Nil,Nil,07-Jul-2025 05:30 PM,22-Jul-2025 11:00 AM,07-Jul-2025 05:30 PM,21-Jul-2025 05:00 PM,NA ,NA ,07-Jul-2025 05:30 PM,21-Jul-2025 05:00 PM,04-Aug-2025 12:00 PM,AOC,CCE Dhenkanal Circle,Internal,SE DAO Estimator of Division PA to CCE Estimator of Circle,Purna Chandra Dalai,28-Oct-2025 06:51 PM,finsummary_545297.pdf (158.05 KB),Technical,Opened,Purna Chandra Dalai,22-Jul-2025 02:06 PM,technical_545297.pdf,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL,2025_EICCL_115200_2,CCE DKL R and B/04-2025-26,Improvement of Khuntuni truck association to Khuntuni bus stand road from 0/000 km to 1/146 km in the District of Cuttack under State Plan for the year 2025-26,1.0,3007214.0,SUBHAM ENTERPRISE,INR,"14,344,066.78",1,3006641,AJIT SAMAL,21-Jul-2025 12:52 PM,Rejected-AOC,Disqualify in transparent lottery,28-Oct-2025 07:00 PM,28-Oct-2025,"INR 16,873,387.58",180.0,Purna Chandra Dalai,28-Oct-2025 07:00 PM,Khuntuni_Truck.pdf (3079.00 KB),Agreement No. 10.10.2025,Finance,Opened,Purna Chandra Dalai,04-Aug-2025 08:51 PM,finance_545297.pdf,BOQ Comparative Chart,CCE Dhenkanal Circle,Internal,SE DAO Estimator of Division PA to CCE Estimator of circle,Purna Chandra Dalai,02-Aug-2025 03:57 PM,04-Aug-2025 12:00 PM,techsummary_545297.pdf (2394.93 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit, Machineries and other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3000490,AMBIKA PRASAD SINGH,16-Jul-2025 12:05 AM,Rejected-AOC,Disqualify in transparent lottery,28-Oct-2025 07:00 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3004184,ANIL KUMAR SATAPATHY,19-Jul-2025 03:23 PM,Rejected-AOC,Disqualify in transparent lottery,28-Oct-2025 07:00 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3006836,BINAYAK SAMAL,21-Jul-2025 01:44 PM,Rejected-AOC,Disqualify in transparent lottery,28-Oct-2025 07:00 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3007416,DEBABRATA SAHOO,21-Jul-2025 04:41 PM,Rejected-AOC,Disqualify in transparent lottery,28-Oct-2025 07:00 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3005119,DILIP KUMAR BARAL,20-Jul-2025 02:47 PM,Rejected-AOC,Disqualify in transparent lottery,28-Oct-2025 07:00 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3007178,GITANJALI BEHERA,21-Jul-2025 03:16 PM,Rejected-AOC,Disqualify in transparent lottery,28-Oct-2025 07:00 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3003939,HARI PRASANNA KAR,19-Jul-2025 12:35 PM,Rejected-Technical,Disqualified as per DTCN clause No 112 C,02-Aug-2025 03:57 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3007357,JRC Infra,21-Jul-2025 04:26 PM,Rejected-AOC,Disqualify in transparent lottery,28-Oct-2025 07:00 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,2997061,Kamal Lochan Das,12-Jul-2025 02:22 PM,Rejected-AOC,Disqualify in transparent lottery,28-Oct-2025 07:00 PM,,,,,,,,,,,,,,,,,,,,,AOC
